tick,strategy_0_fraction,strategy_1_fraction,mean_trust,coordination_rate,num_interactions,strategy_switches,converged,majority_strategy,majority_fraction,mean_memory_window,norm_level,belief_error,belief_variance,norm_adoption_rate,mean_norm_strength,mean_ddm_evidence,total_anomalies,norm_crises,enforcement_events,norm_crystallisations,correct_norm_rate,mean_compliance
26,0.59,0.41,0.27182513179263473,0.42,50,38,False,0,0.59,2.52,0,0.23676666666666668,0.08923541666666666,0.0,0.0,0.0,0,0,0,0,0.0,0.0
27,0.6,0.4,0.2667943566618447,0.52,50,33,False,0,0.6,2.58,0,0.24283333333333335,0.09267430555555556,0.0,0.0,0.0,0,0,0,0,0.0,0.0
28,0.58,0.42,0.25822658357751804,0.48,50,44,False,0,0.58,2.55,0,0.2557,0.10034097222222221,0.0,0.0,0.0,0,0,0,0,0.0,0.0
29,0.52,0.48,0.24577727917110626,0.48,50,42,False,0,0.52,2.48,0,0.2198,0.0891138888888889,0.0,0.0,0.0,0,0,0,0,0.0,0.0
30,0.62,0.38,0.2556130807221366,0.6,50,48,False,0,0.62,2.54,0,0.2758666666666667,0.11209999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0
31,0.61,0.39,0.2579248235230797,0.54,50,31,False,0,0.61,2.53,0,0.26713333333333333,0.10673611111111113,0.0,0.0,0.0,0,0,0,0,0.0,0.0
32,0.64,0.36,0.2622765504230164,0.56,50,39,False,0,0.64,2.57,0,0.25553333333333333,0.09506944444444447,0.0,0.0,0.0,0,0,0,0,0.0,0.0
33,0.66,0.34,0.2709261630307827,0.52,50,30,False,0,0.66,2.6,0,0.25953333333333334,0.10546944444444442,0.0,0.0,0.0,0,0,0,0,0.0,0.0
34,0.64,0.36,0.27513728467034987,0.48,50,42,False,0,0.64,2.58,0,0.23486666666666664,0.085625,0.0,0.0,0.0,0,0,0,0,0.0,0.0
35,0.71,0.29,0.2815245445895967,0.58,50,37,False,0,0.71,2.57,0,0.24716666666666665,0.08725763888888888,0.0,0.0,0.0,0,0,0,0,0.0,0.0
36,0.66,0.34,0.2861582854879995,0.56,50,39,False,0,0.66,2.68,0,0.22466666666666665,0.0774,0.0,0.0,0.0,0,0,0,0,0.0,0.0
37,0.68,0.32,0.2971610602729289,0.56,50,38,False,0,0.68,2.71,0,0.25156666666666666,0.09006875,0.0,0.0,0.0,0,0,0,0,0.0,0.0
38,0.66,0.34,0.2963904172494292,0.44,50,32,False,0,0.66,2.7,0,0.23456666666666667,0.08356874999999998,0.0,0.0,0.0,0,0,0,0,0.0,0.0
39,0.64,0.36,0.3057992558860013,0.6,50,42,False,0,0.64,2.7,0,0.24783333333333335,0.08975763888888891,0.0,0.0,0.0,0,0,0,0,0.0,0.0
40,0.59,0.41,0.3003165056153842,0.46,50,37,False,0,0.59,2.7,0,0.24920000000000006,0.09336388888888891,0.0,0.0,0.0,0,0,0,0,0.0,0.0
41,0.67,0.33,0.3232380640298087,0.62,50,40,False,0,0.67,2.73,0,0.2848333333333333,0.12078541666666666,0.0,0.0,0.0,0,0,0,0,0.0,0.0
42,0.65,0.35,0.30877876974766116,0.38,50,36,False,0,0.65,2.8,0,0.2461666666666667,0.08956319444444447,0.0,0.0,0.0,0,0,0,0,0.0,0.0
43,0.66,0.34,0.3117699616094313,0.52,50,37,False,0,0.66,2.71,0,0.25926666666666665,0.09789166666666667,0.0,0.0,0.0,0,0,0,0,0.0,0.0
44,0.65,0.35,0.3094558940583852,0.5,50,37,False,0,0.65,2.73,0,0.25866666666666666,0.09973333333333333,0.0,0.0,0.0,0,0,0,0,0.0,0.0
45,0.63,0.37,0.31309097782889567,0.62,50,38,False,0,0.63,2.77,0,0.24909999999999996,0.09153541666666667,0.0,0.0,0.0,0,0,0,0,0.0,0.0
46,0.68,0.32,0.31466052694553126,0.6,50,33,False,0,0.68,2.73,0,0.25989999999999996,0.09970763888888891,0.0,0.0,0.0,0,0,0,0,0.0,0.0
