N,topology,degree_k,rewire_p,trial,converged,conv_tick,total_ticks,final_coord,final_majority,final_cryst,final_norm_str,final_belief_err
100,sw_p05,8,0.5,43,true,30,230,1.0,1.0,100,0.9244193022037304,0.0
100,sw_p05,8,0.5,45,true,47,247,1.0,1.0,99,0.9081205584367066,0.0
100,sw_p05,8,0.5,10,true,38,238,1.0,1.0,100,0.9233421019197775,0.0
100,sw_p05,8,0.5,25,true,59,259,1.0,1.0,99,0.9171061705495618,0.0
100,sw_p05,8,0.5,7,true,80,280,1.0,1.0,98,0.8761406839555345,0.0
100,sw_p05,8,0.5,39,true,41,241,1.0,1.0,100,0.9172760421480955,0.0
100,sw_p05,8,0.5,16,true,41,241,1.0,1.0,99,0.9262379774564732,0.0
100,sw_p05,8,0.5,41,true,95,295,1.0,1.0,100,0.8533374248522173,0.0
100,sw_p05,8,0.5,2,true,51,251,1.0,1.0,99,0.9224905976131652,0.0
100,sw_p05,8,0.5,34,true,43,243,1.0,1.0,99,0.9231522880079057,0.0
100,sw_p05,8,0.5,19,true,110,310,1.0,1.0,99,0.8729059368754111,0.0
100,sw_p05,8,0.5,44,true,26,226,1.0,1.0,100,0.924560610085566,0.0
100,sw_p05,8,0.5,32,true,44,244,1.0,1.0,100,0.92222512335982,0.0
100,sw_p05,8,0.5,50,true,47,247,1.0,1.0,100,0.9224512595374459,0.0
100,sw_p05,8,0.5,5,true,75,275,1.0,1.0,99,0.8747992852586561,0.0
100,sw_p05,8,0.5,38,true,79,279,1.0,1.0,100,0.8723703253132187,0.0
100,sw_p05,8,0.5,14,true,86,286,1.0,1.0,99,0.8641594098473361,0.0
100,sw_p05,8,0.5,48,true,29,229,1.0,1.0,100,0.9239771139242143,0.0
100,sw_p05,8,0.5,46,true,62,262,1.0,1.0,100,0.9181843333126242,0.0
100,sw_p05,8,0.5,26,true,91,291,1.0,1.0,100,0.8638849833559789,0.0
100,sw_p05,8,0.5,40,true,41,241,1.0,1.0,99,0.9244488193597941,0.0
100,sw_p05,8,0.5,36,true,42,242,1.0,1.0,99,0.921407776260521,0.0
100,sw_p05,8,0.5,8,true,46,246,1.0,1.0,99,0.9187257881783445,0.0
100,sw_p05,8,0.5,11,true,113,313,1.0,1.0,100,0.8891750176421808,0.0
100,sw_p05,8,0.5,17,true,49,249,1.0,1.0,100,0.9242119042681233,0.0
100,sw_p05,8,0.5,20,true,35,235,1.0,1.0,100,0.9242427601931188,0.0
100,sw_p05,8,0.5,29,true,69,269,1.0,1.0,99,0.8854442731040482,0.0
100,sw_p05,8,0.5,42,true,54,254,1.0,1.0,100,0.9172867446858541,0.0
100,sw_p05,8,0.5,15,true,53,253,1.0,1.0,99,0.9192945112432837,0.0
100,sw_p05,8,0.5,23,true,44,244,1.0,1.0,100,0.9215098904021245,0.0
100,sw_p05,8,0.5,3,true,48,248,1.0,1.0,99,0.92232509377583,0.0
100,sw_p05,8,0.5,27,true,54,254,1.0,1.0,99,0.9015778871288833,0.0
100,sw_p05,8,0.5,6,true,113,313,1.0,1.0,99,0.8580573987058592,0.0
100,sw_p05,8,0.5,18,true,28,228,1.0,1.0,100,0.9215868789501636,0.0
100,sw_p05,8,0.5,12,true,32,232,1.0,1.0,100,0.9239764762190013,0.0
100,sw_p05,8,0.5,24,true,20,220,1.0,1.0,100,0.9223942309426373,0.0
100,sw_p05,8,0.5,30,true,51,251,1.0,1.0,100,0.9167675197691976,0.0
100,sw_p05,8,0.5,21,true,102,302,1.0,1.0,100,0.8772160345579633,0.0
100,sw_p05,8,0.5,9,true,82,282,1.0,1.0,100,0.8703106193219609,0.0
100,sw_p05,16,0.5,25,true,33,233,1.0,1.0,100,0.9261145043223832,0.0
100,sw_p05,16,0.5,37,true,35,235,1.0,1.0,99,0.9273379377310966,0.0
100,sw_p05,16,0.5,43,true,26,226,1.0,1.0,100,0.9246700373328288,0.0
100,sw_p05,16,0.5,4,true,45,245,1.0,1.0,97,0.9128365307098373,0.0
100,sw_p05,16,0.5,22,true,40,240,1.0,1.0,100,0.9123545752406662,0.0
100,sw_p05,16,0.5,31,true,39,239,1.0,1.0,100,0.9161256872013527,0.0
100,sw_p05,16,0.5,35,true,49,249,1.0,1.0,99,0.9078673998077512,0.0
100,sw_p05,16,0.5,28,true,52,252,1.0,1.0,100,0.8996062420933174,0.0
100,sw_p05,16,0.5,1,true,30,230,1.0,1.0,99,0.9260188068523847,0.0
100,sw_p05,16,0.5,45,true,25,225,1.0,1.0,99,0.9264218107939131,0.0
100,sw_p05,16,0.5,19,true,28,228,1.0,1.0,100,0.9263111569684958,0.0
100,sw_p05,16,0.5,7,true,72,272,1.0,1.0,100,0.8548801860291401,0.0
100,sw_p05,16,0.5,10,true,32,232,1.0,1.0,98,0.9221321905628892,0.0
100,sw_p05,16,0.5,39,true,41,241,1.0,1.0,99,0.9235185193365929,0.0
100,sw_p05,16,0.5,49,true,33,233,1.0,1.0,99,0.9259753597248277,0.0
100,sw_p05,16,0.5,16,true,34,234,1.0,1.0,98,0.926440470462406,0.0
100,sw_p05,16,0.5,33,true,61,261,1.0,1.0,99,0.8844806274617215,0.0
100,sw_p05,16,0.5,41,true,34,234,1.0,1.0,98,0.9209084437143312,0.0
100,sw_p05,16,0.5,47,true,33,233,1.0,1.0,98,0.9224047314583416,0.0
100,sw_p05,16,0.5,13,true,32,232,1.0,1.0,99,0.9261146451757327,0.0
100,sw_p05,16,0.5,5,true,29,229,1.0,1.0,100,0.9272081487712674,0.0
100,sw_p05,16,0.5,29,true,20,220,1.0,1.0,100,0.925414513281894,0.0
100,sw_p05,16,0.5,23,true,33,233,1.0,1.0,99,0.9232488561567244,0.0
100,sw_p05,16,0.5,46,true,27,227,1.0,1.0,100,0.9256109350930847,0.0
100,sw_p05,16,0.5,26,true,35,235,1.0,1.0,100,0.9253209339129675,0.0
100,sw_p05,16,0.5,40,true,38,238,1.0,1.0,100,0.9188385956051357,0.0
100,sw_p05,16,0.5,8,true,35,235,1.0,1.0,100,0.9261504870246966,0.0
100,sw_p05,16,0.5,38,true,41,241,1.0,1.0,98,0.9135194352420263,0.0
100,sw_p05,16,0.5,42,true,39,239,1.0,1.0,100,0.9183685957020803,0.0
100,sw_p05,16,0.5,44,true,34,234,1.0,1.0,99,0.9262404426351094,0.0
100,sw_p05,16,0.5,36,true,33,233,1.0,1.0,100,0.9274152742653464,0.0
100,sw_p05,16,0.5,2,true,34,234,1.0,1.0,100,0.9261823119979715,0.0
100,sw_p05,16,0.5,17,true,36,236,1.0,1.0,99,0.9220082074741563,0.0
100,sw_p05,16,0.5,14,true,42,242,1.0,1.0,98,0.9237365100276367,0.0
100,sw_p05,16,0.5,48,true,29,229,1.0,1.0,100,0.9272683315905655,0.0
100,sw_p05,16,0.5,32,true,28,228,1.0,1.0,99,0.9261766953796712,0.0
100,sw_p05,16,0.5,20,true,37,237,1.0,1.0,100,0.9249345453753501,0.0
100,sw_p05,16,0.5,34,true,58,258,1.0,1.0,100,0.8894644048992554,0.0
100,sw_p05,16,0.5,11,true,69,269,1.0,1.0,100,0.874831152827278,0.0
100,sw_p05,16,0.5,50,true,53,253,1.0,1.0,100,0.9076630465715481,0.0
100,sw_p05,16,0.5,24,true,23,223,1.0,1.0,100,0.9258663558537822,0.0
100,sw_p05,16,0.5,6,true,25,225,1.0,1.0,100,0.9258739469106503,0.0
100,sw_p05,16,0.5,3,true,37,237,1.0,1.0,100,0.9273783723042901,0.0
100,sw_p05,16,0.5,9,true,35,235,1.0,1.0,100,0.9243573672888857,0.0
100,sw_p05,16,0.5,30,true,39,239,1.0,1.0,97,0.9228293185982667,0.0
100,sw_p05,16,0.5,27,true,36,236,1.0,1.0,100,0.9208638483660597,0.0
100,sw_p05,16,0.5,18,true,39,239,1.0,1.0,96,0.9271685651316695,0.0
100,sw_p05,16,0.5,21,true,39,239,1.0,1.0,99,0.9237989812691085,0.0
100,sw_p05,16,0.5,12,true,36,236,1.0,1.0,99,0.9219967656888629,0.0
100,sw_p05,16,0.5,15,true,25,225,1.0,1.0,100,0.9256867096213293,0.0
100,scalefree,4,0.0,28,true,94,294,1.0,1.0,98,0.8835057441544184,0.0
100,scalefree,4,0.0,43,true,127,327,1.0,1.0,100,0.8879396734192962,0.0
100,scalefree,4,0.0,1,true,167,367,1.0,1.0,99,0.8757235675008496,0.0
100,scalefree,4,0.0,41,true,142,342,1.0,1.0,99,0.9023256634909819,0.0
100,scalefree,4,0.0,16,true,121,321,1.0,1.0,99,0.8876443552567942,0.0
100,scalefree,4,0.0,10,true,113,313,1.0,1.0,100,0.9045623096894647,0.0
100,scalefree,4,0.0,39,true,176,376,1.0,1.0,99,0.8810152616174037,0.0
100,scalefree,4,0.0,49,true,180,380,1.0,1.0,100,0.8703572621137572,0.0
100,scalefree,4,0.0,35,true,188,388,1.0,1.0,98,0.9025220625545781,0.0
100,scalefree,4,0.0,47,true,180,380,1.0,1.0,99,0.8793631831062065,0.0
100,scalefree,4,0.0,4,true,190,390,1.0,1.0,99,0.8997206707952063,0.0
100,scalefree,4,0.0,37,true,311,511,1.0,1.0,100,0.9083645364145454,0.0
100,scalefree,4,0.0,7,true,255,455,1.0,1.0,99,0.875347386450366,0.0
100,scalefree,4,0.0,22,true,235,435,1.0,1.0,100,0.8675623121840899,0.0
100,scalefree,4,0.0,25,true,286,486,1.0,1.0,99,0.8903790153422758,0.0
100,scalefree,4,0.0,33,true,359,559,1.0,1.0,100,0.8844139406682051,0.0
100,scalefree,4,0.0,45,true,357,557,1.0,1.0,99,0.8590065411254537,0.0
100,scalefree,4,0.0,48,true,43,243,1.0,1.0,98,0.9055301396881505,0.0
100,scalefree,4,0.0,44,true,127,327,1.0,1.0,100,0.8966472203649993,0.0
100,scalefree,4,0.0,31,true,207,407,1.0,1.0,99,0.8969408075643377,0.0
100,scalefree,4,0.0,2,true,144,344,1.0,1.0,98,0.9042377405779908,0.0
100,scalefree,4,0.0,13,true,285,485,1.0,1.0,99,0.8880280903901311,0.0
100,scalefree,4,0.0,19,true,376,576,1.0,1.0,99,0.8544551694382133,0.0
100,scalefree,4,0.0,11,true,191,391,1.0,1.0,98,0.899206890629421,0.0
100,scalefree,4,0.0,17,true,240,440,1.0,1.0,98,0.8773094218283193,0.0
100,scalefree,4,0.0,38,true,138,338,1.0,1.0,100,0.8936683956219268,0.0
100,scalefree,4,0.0,23,true,142,342,1.0,1.0,98,0.8789301426941445,0.0
100,scalefree,4,0.0,29,true,364,564,1.0,1.0,100,0.8750889115550199,0.0
100,scalefree,4,0.0,42,true,250,450,1.0,1.0,100,0.8999317318914082,0.0
100,scalefree,4,0.0,34,true,223,423,1.0,1.0,97,0.8768177978116557,0.0
100,scalefree,4,0.0,40,true,377,577,1.0,1.0,100,0.8884639162739046,0.0
100,scalefree,4,0.0,8,true,277,477,1.0,1.0,98,0.8653598815372181,0.0
100,scalefree,4,0.0,36,true,362,562,1.0,1.0,97,0.8765108295375237,0.0
100,scalefree,4,0.0,46,true,264,464,1.0,1.0,100,0.8809784409098484,0.0
100,scalefree,4,0.0,3,true,164,364,1.0,1.0,100,0.8784918138320081,0.0
100,scalefree,4,0.0,26,true,282,482,1.0,1.0,99,0.886733465728673,0.0
100,scalefree,4,0.0,32,true,221,421,1.0,1.0,98,0.865984659993748,0.0
100,scalefree,4,0.0,50,true,491,691,1.0,1.0,100,0.8557964262225022,0.0
100,scalefree,4,0.0,14,true,249,449,1.0,1.0,100,0.8989834239785788,0.0
100,scalefree,4,0.0,5,true,486,686,1.0,1.0,97,0.8457126858411816,0.0
100,scalefree,4,0.0,30,true,130,330,1.0,1.0,100,0.9128447814262443,0.0
100,scalefree,4,0.0,12,true,234,434,1.0,1.0,100,0.8819699695422014,0.0
100,scalefree,4,0.0,24,true,180,380,1.0,1.0,100,0.8757480115935795,0.0
100,scalefree,4,0.0,18,true,232,432,1.0,1.0,100,0.9176846229569502,0.0
100,scalefree,4,0.0,9,true,296,496,1.0,1.0,99,0.8871345836449062,0.0
100,scalefree,4,0.0,20,true,374,574,1.0,1.0,100,0.8485785930356748,0.0
100,scalefree,4,0.0,27,true,238,438,1.0,1.0,98,0.8937494987861891,0.0
100,scalefree,4,0.0,21,true,152,352,1.0,1.0,99,0.8978241656586855,0.0
100,scalefree,4,0.0,15,true,548,748,1.0,1.0,99,0.7717144141541613,0.0
100,scalefree,4,0.0,6,true,493,693,1.0,1.0,100,0.8696394221263355,0.0
100,scalefree,8,0.0,10,true,48,248,1.0,1.0,99,0.9169186384583529,0.0
100,scalefree,8,0.0,33,true,61,261,1.0,1.0,98,0.9092920506508713,0.0
100,scalefree,8,0.0,28,true,74,274,1.0,1.0,100,0.9067867162424768,0.0
100,scalefree,8,0.0,16,true,69,269,1.0,1.0,100,0.9011973456719482,0.0
100,scalefree,8,0.0,41,true,57,257,1.0,1.0,99,0.9140773222542965,0.0
100,scalefree,8,0.0,49,true,73,273,1.0,1.0,99,0.8991186316285557,0.0
100,scalefree,8,0.0,13,true,76,276,1.0,1.0,100,0.8863777922491985,0.0
100,scalefree,8,0.0,45,true,41,241,1.0,1.0,99,0.9115876909239575,0.0
100,scalefree,8,0.0,35,true,57,257,1.0,1.0,99,0.9192881300009739,0.0
100,scalefree,8,0.0,47,true,53,253,1.0,1.0,100,0.9214092453311592,0.0
100,scalefree,8,0.0,25,true,77,277,1.0,1.0,100,0.8751955714425054,0.0
100,scalefree,8,0.0,22,true,104,304,1.0,1.0,99,0.8770819895232282,0.0
100,scalefree,8,0.0,37,true,76,276,1.0,1.0,99,0.895818537262501,0.0
100,scalefree,8,0.0,19,true,73,273,1.0,1.0,98,0.8932713496358475,0.0
100,scalefree,8,0.0,4,true,104,304,1.0,1.0,99,0.8780742124116644,0.0
100,scalefree,8,0.0,39,true,90,290,1.0,1.0,97,0.8707461705434992,0.0
100,scalefree,8,0.0,43,true,97,297,1.0,1.0,98,0.886633240780799,0.0
100,scalefree,8,0.0,7,true,138,338,1.0,1.0,100,0.8626459032010366,0.0
100,scalefree,8,0.0,1,true,104,304,1.0,1.0,100,0.8590054581362946,0.0
100,scalefree,8,0.0,31,true,132,332,1.0,1.0,99,0.8381552551789849,0.0
100,scalefree,8,0.0,29,true,59,259,1.0,1.0,100,0.9122820727864136,0.0
100,scalefree,8,0.0,34,true,72,272,1.0,1.0,100,0.8937013340187876,0.0
100,scalefree,8,0.0,48,true,50,250,1.0,1.0,100,0.9162382730731258,0.0
100,scalefree,8,0.0,14,true,59,259,1.0,1.0,100,0.9047461926620799,0.0
100,scalefree,8,0.0,50,true,45,245,1.0,1.0,100,0.9166904169223536,0.0
100,scalefree,8,0.0,11,true,66,266,1.0,1.0,100,0.9019757737686205,0.0
100,scalefree,8,0.0,46,true,38,238,1.0,1.0,100,0.9206658442462134,0.0
100,scalefree,8,0.0,36,true,74,274,1.0,1.0,100,0.894556295678506,0.0
100,scalefree,8,0.0,38,true,64,264,1.0,1.0,100,0.9021362498680563,0.0
100,scalefree,8,0.0,8,true,34,234,1.0,1.0,100,0.9177995572049585,0.0
100,scalefree,8,0.0,26,true,50,250,1.0,1.0,100,0.9164933567743689,0.0
100,scalefree,8,0.0,32,true,47,247,1.0,1.0,100,0.9138138522395584,0.0
100,scalefree,8,0.0,17,true,85,285,1.0,1.0,100,0.8708702019788775,0.0
100,scalefree,8,0.0,20,true,64,264,1.0,1.0,100,0.8963491861058308,0.0
100,scalefree,8,0.0,40,true,73,273,1.0,1.0,100,0.8994313269990262,0.0
100,scalefree,8,0.0,5,true,91,291,1.0,1.0,100,0.8837962686625009,0.0
100,scalefree,8,0.0,44,true,48,248,1.0,1.0,98,0.9106608396189964,0.0
100,scalefree,8,0.0,23,true,157,357,1.0,1.0,99,0.8494573901116259,0.0
100,scalefree,8,0.0,2,true,124,324,1.0,1.0,99,0.8472446613351899,0.0
100,scalefree,8,0.0,21,true,56,256,1.0,1.0,97,0.9127840263267036,0.0
100,scalefree,8,0.0,30,true,64,264,1.0,1.0,100,0.9189358133196918,0.0
100,scalefree,8,0.0,12,true,55,255,1.0,1.0,99,0.9205938743578288,0.0
100,scalefree,8,0.0,18,true,68,268,1.0,1.0,100,0.9091408647284862,0.0
100,scalefree,8,0.0,27,true,78,278,1.0,1.0,99,0.8780544021521924,0.0
100,scalefree,8,0.0,9,true,89,289,1.0,1.0,99,0.890655544525766,0.0
100,scalefree,8,0.0,6,true,75,275,1.0,1.0,100,0.9019539914426137,0.0
100,scalefree,8,0.0,15,true,77,277,1.0,1.0,99,0.8985726508595404,0.0
100,scalefree,8,0.0,24,true,76,276,1.0,1.0,98,0.9127195722618742,0.0
100,scalefree,8,0.0,42,true,326,526,1.0,1.0,99,0.86732519678835,0.0
100,scalefree,8,0.0,3,true,77,277,1.0,1.0,99,0.8932387184865925,0.0
100,scalefree,16,0.0,45,true,53,253,1.0,1.0,100,0.9038549953294454,0.0
100,scalefree,16,0.0,16,true,58,258,1.0,1.0,100,0.879463710827568,0.0
100,scalefree,16,0.0,22,true,42,242,1.0,1.0,100,0.9222555642410987,0.0
100,scalefree,16,0.0,10,true,39,239,1.0,1.0,99,0.9204853132771212,0.0
100,scalefree,16,0.0,43,true,39,239,1.0,1.0,100,0.9105196378391254,0.0
100,scalefree,16,0.0,4,true,50,250,1.0,1.0,98,0.9138850112559327,0.0
100,scalefree,16,0.0,39,true,78,278,1.0,1.0,99,0.8588984896169164,0.0
100,scalefree,16,0.0,19,true,33,233,1.0,1.0,100,0.9233883759476856,0.0
100,scalefree,16,0.0,25,true,30,230,1.0,1.0,99,0.923668659978434,0.0
100,scalefree,16,0.0,33,true,36,236,1.0,1.0,97,0.9164119291169254,0.0
100,scalefree,16,0.0,37,true,36,236,1.0,1.0,99,0.9215579426450291,0.0
100,scalefree,16,0.0,35,true,35,235,1.0,1.0,100,0.9232078310495553,0.0
100,scalefree,16,0.0,7,true,54,254,1.0,1.0,99,0.9023654494108683,0.0
100,scalefree,16,0.0,41,true,52,252,1.0,1.0,98,0.887487190596983,0.0
100,scalefree,16,0.0,28,true,21,221,1.0,1.0,99,0.9221697288650174,0.0
100,scalefree,16,0.0,47,true,42,242,1.0,1.0,100,0.9201724525220177,0.0
100,scalefree,16,0.0,49,true,50,250,1.0,1.0,98,0.904053257921121,0.0
100,scalefree,16,0.0,1,true,79,279,1.0,1.0,100,0.8649397385757802,0.0
100,scalefree,16,0.0,31,true,24,224,1.0,1.0,100,0.922371373506436,0.0
100,scalefree,16,0.0,44,true,23,223,1.0,1.0,100,0.9216484540501106,0.0
100,scalefree,16,0.0,17,true,52,252,1.0,1.0,100,0.9125571461350043,0.0
100,scalefree,16,0.0,11,true,28,228,1.0,1.0,100,0.9218279779186722,0.0
100,scalefree,16,0.0,23,true,34,234,1.0,1.0,100,0.9250245035699958,0.0
100,scalefree,16,0.0,46,true,73,273,1.0,1.0,100,0.8761841536204522,0.0
100,scalefree,16,0.0,5,true,42,242,1.0,1.0,99,0.917789209920448,0.0
100,scalefree,16,0.0,20,true,21,221,1.0,1.0,100,0.9216942063025876,0.0
100,scalefree,16,0.0,36,true,28,228,1.0,1.0,100,0.9224314649584187,0.0
100,scalefree,16,0.0,38,true,36,236,1.0,1.0,100,0.9244827539993701,0.0
100,scalefree,16,0.0,40,true,45,245,1.0,1.0,99,0.9184570484561722,0.0
100,scalefree,16,0.0,42,true,29,229,1.0,1.0,99,0.9233125362129501,0.0
100,scalefree,16,0.0,34,true,44,244,1.0,1.0,99,0.9228668588002805,0.0
100,scalefree,16,0.0,26,true,58,258,1.0,1.0,100,0.9045665898751656,0.0
100,scalefree,16,0.0,48,true,30,230,1.0,1.0,98,0.9228524230615132,0.0
100,scalefree,16,0.0,8,true,57,257,1.0,1.0,100,0.8910385269940525,0.0
100,scalefree,16,0.0,2,true,28,228,1.0,1.0,100,0.9233098709684855,0.0
100,scalefree,16,0.0,29,true,30,230,1.0,1.0,100,0.9232365537277646,0.0
100,scalefree,16,0.0,50,true,54,254,1.0,1.0,100,0.9000298237025803,0.0
100,scalefree,16,0.0,13,true,60,260,1.0,1.0,100,0.8866340249556228,0.0
100,scalefree,16,0.0,12,true,35,235,1.0,1.0,100,0.9232101386108694,0.0
100,scalefree,16,0.0,32,true,35,235,1.0,1.0,98,0.9253968350070982,0.0
100,scalefree,16,0.0,18,true,30,230,1.0,1.0,99,0.9237230928746494,0.0
100,scalefree,16,0.0,6,true,36,236,1.0,1.0,100,0.9215728333288036,0.0
100,scalefree,16,0.0,24,true,58,258,1.0,1.0,100,0.8894692356606066,0.0
100,scalefree,16,0.0,3,true,48,248,1.0,1.0,99,0.9167880727664618,0.0
100,scalefree,16,0.0,27,true,29,229,1.0,1.0,100,0.9242418779323536,0.0
100,scalefree,16,0.0,9,true,41,241,1.0,1.0,100,0.9158747056815895,0.0
100,scalefree,16,0.0,21,true,61,261,1.0,1.0,100,0.8729913165835649,0.0
100,scalefree,16,0.0,30,true,47,247,1.0,1.0,100,0.918381740964968,0.0
100,scalefree,16,0.0,14,true,63,263,1.0,1.0,100,0.8804687131897273,0.0
100,scalefree,16,0.0,15,true,70,270,1.0,1.0,99,0.8707684998567198,0.0
500,complete,4,0.0,49,true,33,233,1.0,1.0,496,0.9259900975995434,0.0
500,complete,4,0.0,1,true,43,243,1.0,1.0,496,0.9089122127724857,0.0
500,complete,4,0.0,7,true,30,230,1.0,1.0,496,0.9276583008971184,0.0
500,complete,4,0.0,16,true,33,233,1.0,1.0,492,0.9242140146158058,0.0
500,complete,4,0.0,37,true,31,231,1.0,1.0,491,0.9268683083685508,0.0
500,complete,4,0.0,35,true,39,239,1.0,1.0,495,0.9211253105866376,0.0
500,complete,4,0.0,41,true,51,251,1.0,1.0,495,0.880641466482806,0.0
500,complete,4,0.0,19,true,30,230,1.0,1.0,496,0.926381938649598,0.0
500,complete,4,0.0,43,true,46,246,1.0,1.0,495,0.8965770552020168,0.0
500,complete,4,0.0,10,true,34,234,1.0,1.0,492,0.9213453843958919,0.0
500,complete,4,0.0,4,true,40,240,1.0,1.0,490,0.9107929230289753,0.0
500,complete,4,0.0,28,true,62,262,1.0,1.0,500,0.8751768784176188,0.0
500,complete,4,0.0,33,true,29,229,1.0,1.0,496,0.9278255327575193,0.0
500,complete,4,0.0,31,true,31,231,1.0,1.0,497,0.9268809507850783,0.0
500,complete,4,0.0,39,true,35,235,1.0,1.0,492,0.9259694599879512,0.0
500,complete,4,0.0,22,true,47,247,1.0,1.0,497,0.8906100269696606,0.0
500,complete,4,0.0,45,true,60,260,1.0,1.0,496,0.8710709799600899,0.0
500,complete,4,0.0,47,true,71,271,1.0,1.0,498,0.8808704612411584,0.0
500,complete,4,0.0,13,true,43,243,1.0,1.0,495,0.9051200343830182,0.0
500,complete,4,0.0,8,true,30,230,1.0,1.0,492,0.9269986022985068,0.0
500,complete,4,0.0,38,true,32,232,1.0,1.0,497,0.9265877106049867,0.0
500,complete,4,0.0,17,true,40,240,1.0,1.0,498,0.912929526931408,0.0
500,complete,4,0.0,50,true,46,246,1.0,1.0,494,0.8942712553757888,0.0
500,complete,4,0.0,25,true,52,252,1.0,1.0,497,0.8840112342621129,0.0
500,complete,4,0.0,42,true,44,244,1.0,1.0,490,0.901663642608677,0.0
500,complete,4,0.0,2,true,83,283,1.0,1.0,500,0.9032557432561206,0.0
500,complete,4,0.0,29,true,43,243,1.0,1.0,496,0.9082524598611819,0.0
500,complete,4,0.0,44,true,64,264,1.0,1.0,499,0.8773971474812634,0.0
500,complete,4,0.0,34,true,56,256,1.0,1.0,496,0.8756012396374336,0.0
500,complete,4,0.0,32,true,29,229,1.0,1.0,493,0.9272988464280766,0.0
500,complete,4,0.0,20,true,36,236,1.0,1.0,497,0.916919981147607,0.0
500,complete,4,0.0,46,true,37,237,1.0,1.0,493,0.9223685777170946,0.0
500,complete,4,0.0,23,true,34,234,1.0,1.0,494,0.9264134965554718,0.0
500,complete,4,0.0,5,true,52,252,1.0,1.0,495,0.8734978028082884,0.0
500,complete,4,0.0,11,true,64,264,1.0,1.0,500,0.8729674435293815,0.0
500,complete,4,0.0,40,true,37,237,1.0,1.0,496,0.9174529848243459,0.0
500,complete,4,0.0,36,true,36,236,1.0,1.0,496,0.9246160616044452,0.0
500,complete,4,0.0,14,true,37,237,1.0,1.0,495,0.9206445034915832,0.0
500,complete,4,0.0,48,true,34,234,1.0,1.0,493,0.9247200912951086,0.0
500,complete,4,0.0,9,true,35,235,1.0,1.0,493,0.9209485428229004,0.0
500,complete,4,0.0,21,true,31,231,1.0,1.0,499,0.926987553176053,0.0
500,complete,4,0.0,18,true,36,236,1.0,1.0,494,0.9190990914126467,0.0
500,complete,4,0.0,12,true,35,235,1.0,1.0,494,0.9203896477661471,0.0
500,complete,4,0.0,26,true,49,249,1.0,1.0,497,0.8867453137534552,0.0
500,complete,4,0.0,15,true,28,228,1.0,1.0,496,0.9284979063626873,0.0
500,complete,4,0.0,30,true,32,232,1.0,1.0,496,0.9259593779077911,0.0
500,complete,4,0.0,24,true,29,229,1.0,1.0,497,0.927910351230133,0.0
500,complete,4,0.0,3,true,41,241,1.0,1.0,496,0.9095487259752263,0.0
500,complete,4,0.0,6,true,33,233,1.0,1.0,498,0.9247064659290612,0.0
500,complete,4,0.0,27,true,33,233,1.0,1.0,495,0.9243289818830059,0.0
500,roundrobin,4,0.0,31,true,28,228,1.0,1.0,498,0.926545721795897,0.0
500,roundrobin,4,0.0,37,true,37,237,1.0,1.0,497,0.9189992701114913,0.0
500,roundrobin,4,0.0,22,true,46,246,1.0,1.0,495,0.8927056102404375,0.0
500,roundrobin,4,0.0,7,true,33,233,1.0,1.0,498,0.9264463098388784,0.0
500,roundrobin,4,0.0,41,true,66,266,1.0,1.0,499,0.8803463695217709,0.0
500,roundrobin,4,0.0,35,true,44,244,1.0,1.0,492,0.9092714679686401,0.0
500,roundrobin,4,0.0,43,true,28,228,1.0,1.0,497,0.9279008274954166,0.0
500,roundrobin,4,0.0,19,true,76,276,1.0,1.0,499,0.8937688745624168,0.0
500,roundrobin,4,0.0,10,true,32,232,1.0,1.0,497,0.9253958755272319,0.0
500,roundrobin,4,0.0,33,true,56,256,1.0,1.0,497,0.8779975947014579,0.0
500,roundrobin,4,0.0,16,true,26,226,1.0,1.0,500,0.9277643061979526,0.0
500,roundrobin,4,0.0,39,true,52,252,1.0,1.0,498,0.87871259131981,0.0
500,roundrobin,4,0.0,25,true,29,229,1.0,1.0,498,0.9271461616556006,0.0
500,roundrobin,4,0.0,1,true,34,234,1.0,1.0,493,0.9265785141480812,0.0
500,roundrobin,4,0.0,4,true,36,236,1.0,1.0,494,0.9216643704823431,0.0
500,roundrobin,4,0.0,45,true,37,237,1.0,1.0,495,0.9192480858470469,0.0
500,roundrobin,4,0.0,47,true,52,252,1.0,1.0,499,0.8728114198929782,0.0
500,roundrobin,4,0.0,13,true,52,252,1.0,1.0,498,0.8870133182910365,0.0
500,roundrobin,4,0.0,49,true,39,239,1.0,1.0,495,0.911046023013768,0.0
500,roundrobin,4,0.0,32,true,31,231,1.0,1.0,494,0.92645944296106,0.0
500,roundrobin,4,0.0,28,true,56,256,1.0,1.0,498,0.8743589282494358,0.0
500,roundrobin,4,0.0,38,true,34,234,1.0,1.0,497,0.9255993129635602,0.0
500,roundrobin,4,0.0,8,true,58,258,1.0,1.0,496,0.8739196027687993,0.0
500,roundrobin,4,0.0,44,true,34,234,1.0,1.0,493,0.9230669538166121,0.0
500,roundrobin,4,0.0,42,true,35,235,1.0,1.0,499,0.9223185627247493,0.0
500,roundrobin,4,0.0,36,true,41,241,1.0,1.0,493,0.9130826820622412,0.0
500,roundrobin,4,0.0,26,true,31,231,1.0,1.0,495,0.9251432051022945,0.0
500,roundrobin,4,0.0,23,true,40,240,1.0,1.0,490,0.9176970853014245,0.0
