N,topology,degree_k,rewire_p,trial,converged,conv_tick,total_ticks,final_coord,final_majority,final_cryst,final_norm_str,final_belief_err
100,sw_p001,8,0.01,49,true,293,493,1.0,1.0,100,0.9088328430020657,0.0
100,sw_p001,8,0.01,41,true,281,481,1.0,1.0,100,0.9217575852647254,0.0
100,sw_p001,8,0.01,19,true,340,540,1.0,1.0,100,0.9303111130003845,0.0
100,sw_p001,8,0.01,37,true,443,643,1.0,1.0,99,0.9284602671879815,0.0
100,sw_p001,8,0.01,32,true,318,518,1.0,1.0,100,0.9305246122350589,0.0
100,sw_p001,8,0.01,10,true,740,940,1.0,1.0,100,0.9334939404070783,0.0
100,sw_p001,8,0.01,20,true,259,459,1.0,1.0,100,0.9270492965272022,0.0
100,sw_p001,8,0.01,39,true,850,1050,1.0,1.0,100,0.9253180612538638,0.0
100,sw_p001,8,0.01,38,true,103,303,1.0,1.0,100,0.9164669452659581,0.0
100,sw_p001,8,0.01,44,true,485,685,1.0,1.0,100,0.936258592769221,0.0
100,sw_p001,8,0.01,16,true,795,995,1.0,1.0,99,0.9438392863703536,0.0
100,sw_p001,8,0.01,45,true,495,695,1.0,1.0,100,0.9392164434207738,0.0
100,sw_p001,8,0.01,22,true,1138,1338,1.0,1.0,100,0.9303062450669785,0.0
100,sw_p001,8,0.01,21,true,244,444,1.0,1.0,100,0.9256541001183334,0.0
100,sw_p001,8,0.01,47,true,1508,1708,1.0,1.0,100,0.9265333361055472,0.0
100,sw_p001,8,0.01,28,true,1383,1583,1.0,1.0,100,0.9274463728819731,0.0
100,sw_p001,8,0.01,33,true,832,1032,1.0,1.0,100,0.9405887237373466,0.0
100,sw_p001,8,0.01,50,true,973,1173,1.0,1.0,100,0.9249147607184952,0.0
100,sw_p001,8,0.01,46,true,151,351,1.0,1.0,99,0.9268790799075936,0.0
100,sw_p001,8,0.01,25,true,1183,1383,1.0,1.0,100,0.9216903819079759,0.0
100,sw_p001,8,0.01,17,true,333,533,1.0,1.0,100,0.926664583367496,0.0
100,sw_p001,8,0.01,4,true,1839,2039,1.0,1.0,100,0.912521384823207,0.0
100,sw_p001,8,0.01,29,true,524,724,1.0,1.0,100,0.9245762851379216,0.0
100,sw_p001,8,0.01,23,true,803,1003,1.0,1.0,100,0.9214672074468407,0.0
100,sw_p001,8,0.01,42,true,1716,1916,1.0,1.0,100,0.9308648106572026,0.0
100,sw_p001,8,0.01,11,true,1575,1775,1.0,1.0,100,0.9213777550810471,0.0
100,sw_p001,8,0.01,48,true,709,909,1.0,1.0,99,0.9346523850037398,0.0
100,sw_p001,8,0.01,34,true,666,866,1.0,1.0,100,0.943446716912291,0.0
100,sw_p001,8,0.01,18,true,878,1078,1.0,1.0,100,0.9231802757837743,0.0
100,sw_p001,8,0.01,24,true,367,567,1.0,1.0,99,0.9099395114787776,0.0
100,sw_p001,8,0.01,30,true,473,673,1.0,1.0,100,0.9292102879036893,0.0
100,sw_p001,8,0.01,1,true,2814,3014,1.0,1.0,100,0.9249736736155999,0.0
100,sw_p001,8,0.01,5,true,1910,2110,1.0,1.0,100,0.9307382806806972,0.0
100,sw_p001,8,0.01,40,true,2069,2269,1.0,1.0,100,0.9325650694929227,0.0
100,sw_p001,8,0.01,7,true,3441,3641,1.0,1.0,100,0.9202450589876995,0.0
100,sw_p001,8,0.01,6,true,97,297,1.0,1.0,100,0.9075712161826881,0.0
100,sw_p001,8,0.01,35,true,3529,3729,1.0,1.0,100,0.9259341731079767,0.0
100,sw_p001,8,0.01,2,true,772,972,1.0,1.0,100,0.9130590679457208,0.0
100,sw_p001,8,0.01,26,true,2019,2219,1.0,1.0,100,0.929208449334877,0.0
100,sw_p001,8,0.01,14,true,3265,3465,1.0,1.0,100,0.9362020850007743,0.0
100,sw_p001,8,0.01,27,true,640,840,1.0,1.0,100,0.9402897179045318,0.0
100,sw_p001,8,0.01,12,true,2790,2990,1.0,1.0,99,0.9294017148364416,0.0
100,sw_p001,8,0.01,36,true,1453,1653,1.0,1.0,99,0.9343130523318137,0.0
100,sw_p001,8,0.01,3,true,1716,1916,1.0,1.0,99,0.9281577983174055,0.0
100,sw_p001,8,0.01,15,true,1474,1674,1.0,1.0,100,0.9224932753680286,0.0
100,sw_p001,8,0.01,8,true,2923,3123,1.0,1.0,100,0.9482578794899545,0.0
100,sw_p001,8,0.01,9,true,2067,2267,1.0,1.0,100,0.9260111629186434,0.0
100,sw_p001,16,0.01,7,true,52,252,1.0,1.0,100,0.9139039007421722,0.0
100,sw_p001,16,0.01,28,true,45,245,1.0,1.0,100,0.9261636248256357,0.0
100,sw_p001,16,0.01,43,true,40,240,1.0,1.0,100,0.9242502632231367,0.0
100,sw_p001,16,0.01,33,true,43,243,1.0,1.0,98,0.9165567416774721,0.0
100,sw_p001,16,0.01,41,true,34,234,1.0,1.0,100,0.9274988713743555,0.0
100,sw_p001,16,0.01,49,true,84,284,1.0,1.0,98,0.9273182409433943,0.0
100,sw_p001,16,0.01,47,true,140,340,1.0,1.0,100,0.8959452389123576,0.0
100,sw_p001,16,0.01,45,true,109,309,1.0,1.0,100,0.9160057511572238,0.0
100,sw_p001,16,0.01,22,true,176,376,1.0,1.0,99,0.8865376488511821,0.0
100,sw_p001,16,0.01,39,true,139,339,1.0,1.0,100,0.9070071895274984,0.0
100,sw_p001,16,0.01,31,true,208,408,1.0,1.0,99,0.8923308000926138,0.0
100,sw_p001,16,0.01,13,true,183,383,1.0,1.0,100,0.9110581021909906,0.0
100,sw_p001,16,0.01,1,true,29,229,1.0,1.0,99,0.9274592303484209,0.0
100,sw_p001,16,0.01,37,true,117,317,1.0,1.0,100,0.9105396129422475,0.0
100,sw_p001,16,0.01,42,true,25,225,1.0,1.0,100,0.9258077473245219,0.0
100,sw_p001,16,0.01,50,true,29,229,1.0,1.0,96,0.9269276818249877,0.0
100,sw_p001,16,0.01,10,true,386,586,1.0,1.0,100,0.8882500640314182,0.0
100,sw_p001,16,0.01,35,true,282,482,1.0,1.0,99,0.907036479957022,0.0
100,sw_p001,16,0.01,46,true,32,232,1.0,1.0,100,0.9254461556885132,0.0
100,sw_p001,16,0.01,25,true,438,638,1.0,1.0,100,0.871700379974918,0.0
100,sw_p001,16,0.01,19,true,299,499,1.0,1.0,100,0.9070699250525694,0.0
100,sw_p001,16,0.01,14,true,62,262,1.0,1.0,100,0.8939693783616275,0.0
100,sw_p001,16,0.01,23,true,108,308,1.0,1.0,100,0.8964627281756156,0.0
100,sw_p001,16,0.01,44,true,177,377,1.0,1.0,100,0.9177193136124875,0.0
100,sw_p001,16,0.01,2,true,72,272,1.0,1.0,99,0.9165827267589518,0.0
100,sw_p001,16,0.01,4,true,423,623,1.0,1.0,100,0.878789294726485,0.0
100,sw_p001,16,0.01,8,true,355,555,1.0,1.0,100,0.8732884872075674,0.0
100,sw_p001,16,0.01,29,true,404,604,1.0,1.0,100,0.8850180948910623,0.0
100,sw_p001,16,0.01,48,true,344,544,1.0,1.0,100,0.915406649831241,0.0
100,sw_p001,16,0.01,16,true,553,753,1.0,1.0,100,0.8732747801260937,0.0
100,sw_p001,16,0.01,15,true,36,236,1.0,1.0,100,0.9272864853365149,0.0
100,sw_p001,16,0.01,11,true,155,355,1.0,1.0,100,0.8687817636364595,0.0
100,sw_p001,16,0.01,36,true,156,356,1.0,1.0,100,0.9093942210036045,0.0
100,sw_p001,16,0.01,32,true,407,607,1.0,1.0,99,0.9040629081618864,0.0
100,sw_p001,16,0.01,34,true,424,624,1.0,1.0,100,0.88031925033042,0.0
100,sw_p001,16,0.01,38,true,305,505,1.0,1.0,98,0.885136093690979,0.0
100,sw_p001,16,0.01,5,true,58,258,1.0,1.0,100,0.9235675991873067,0.0
100,sw_p001,16,0.01,40,true,379,579,1.0,1.0,99,0.90311154499919,0.0
100,sw_p001,16,0.01,3,true,105,305,1.0,1.0,99,0.9233900507818322,0.0
100,sw_p001,16,0.01,9,true,75,275,1.0,1.0,100,0.9145998941984728,0.0
100,sw_p001,16,0.01,24,true,264,464,1.0,1.0,100,0.9127246659716276,0.0
100,sw_p001,16,0.01,26,true,388,588,1.0,1.0,100,0.8880552219754037,0.0
100,sw_p001,16,0.01,12,true,159,359,1.0,1.0,100,0.9119676936857792,0.0
100,sw_p001,16,0.01,6,true,133,333,1.0,1.0,100,0.9052775903517174,0.0
100,sw_p001,16,0.01,30,true,328,528,1.0,1.0,100,0.8907726399938278,0.0
100,sw_p001,16,0.01,20,true,585,785,1.0,1.0,100,0.8734332573387291,0.0
100,sw_p001,16,0.01,27,true,173,373,1.0,1.0,100,0.9119908914203326,0.0
100,sw_p001,16,0.01,21,true,110,310,1.0,1.0,100,0.9253328704803632,0.0
100,sw_p001,16,0.01,17,true,838,1038,1.0,1.0,100,0.8775388961320439,0.0
100,sw_p001,16,0.01,18,true,89,289,1.0,1.0,99,0.9148702181997057,0.0
100,sw_p01,4,0.1,39,true,103,303,1.0,1.0,100,0.916810903411629,0.0
100,sw_p01,4,0.1,33,true,113,313,1.0,1.0,100,0.9027988452120809,0.0
100,sw_p01,4,0.1,43,true,88,288,1.0,1.0,100,0.918451130028539,0.0
100,sw_p01,4,0.1,16,true,152,352,1.0,1.0,100,0.9308093552638615,0.0
100,sw_p01,4,0.1,31,true,154,354,1.0,1.0,100,0.920880216687876,0.0
100,sw_p01,4,0.1,28,true,116,316,1.0,1.0,100,0.9247423139760825,0.0
100,sw_p01,4,0.1,10,true,208,408,1.0,1.0,100,0.9349173582345118,0.0
100,sw_p01,4,0.1,13,true,208,408,1.0,1.0,99,0.9030209046856158,0.0
100,sw_p01,4,0.1,35,true,152,352,1.0,1.0,99,0.8964632505940298,0.0
100,sw_p01,4,0.1,22,true,288,488,1.0,1.0,100,0.9467229894535653,0.0
100,sw_p01,4,0.1,49,true,108,308,1.0,1.0,100,0.9127360359282455,0.0
100,sw_p01,4,0.1,41,true,330,530,1.0,1.0,99,0.9341902883792519,0.0
100,sw_p01,4,0.1,45,true,448,648,1.0,1.0,100,0.9139807110617769,0.0
100,sw_p01,4,0.1,47,true,350,550,1.0,1.0,100,0.9133624996301236,0.0
100,sw_p01,4,0.1,32,true,127,327,1.0,1.0,99,0.9272228888901518,0.0
100,sw_p01,4,0.1,34,true,205,405,1.0,1.0,100,0.8810445443798907,0.0
100,sw_p01,4,0.1,17,true,217,417,1.0,1.0,100,0.9133567553918971,0.0
100,sw_p01,4,0.1,36,true,93,293,1.0,1.0,100,0.9281601592506906,0.0
100,sw_p01,4,0.1,11,true,233,433,1.0,1.0,100,0.9146988570140923,0.0
100,sw_p01,4,0.1,40,true,357,557,1.0,1.0,99,0.9260200683577828,0.0
100,sw_p01,4,0.1,37,true,304,504,1.0,1.0,97,0.9245413145806144,0.0
100,sw_p01,4,0.1,19,true,576,776,1.0,1.0,100,0.9042284898543823,0.0
100,sw_p01,4,0.1,50,true,217,417,1.0,1.0,99,0.9175663568704596,0.0
100,sw_p01,4,0.1,1,true,718,918,1.0,1.0,99,0.9428057799843961,0.0
100,sw_p01,4,0.1,4,true,857,1057,1.0,1.0,100,0.911514493603667,0.0
100,sw_p01,4,0.1,14,true,501,701,1.0,1.0,100,0.9157438128480664,0.0
100,sw_p01,4,0.1,7,true,874,1074,1.0,1.0,100,0.898350159334522,0.0
100,sw_p01,4,0.1,29,true,491,691,1.0,1.0,100,0.9500979966709913,0.0
100,sw_p01,4,0.1,23,true,592,792,1.0,1.0,100,0.9456202871679261,0.0
100,sw_p01,4,0.1,20,true,107,307,1.0,1.0,100,0.9278952325196913,0.0
100,sw_p01,4,0.1,38,true,480,680,1.0,1.0,100,0.9188583906944043,0.0
100,sw_p01,4,0.1,46,true,729,929,1.0,1.0,99,0.9391928560881629,0.0
100,sw_p01,4,0.1,48,true,925,1125,1.0,1.0,100,0.9475491315026023,0.0
100,sw_p01,4,0.1,8,true,193,393,1.0,1.0,100,0.8905297015669968,0.0
100,sw_p01,4,0.1,42,true,790,990,1.0,1.0,99,0.9103512940803206,0.0
100,sw_p01,4,0.1,30,true,528,728,1.0,1.0,100,0.8956921857231727,0.0
100,sw_p01,4,0.1,44,true,1040,1240,1.0,1.0,100,0.9316284010963863,0.0
100,sw_p01,4,0.1,21,true,184,384,1.0,1.0,98,0.9224596949363293,0.0
100,sw_p01,4,0.1,5,true,540,740,1.0,1.0,100,0.8636235716877182,0.0
100,sw_p01,4,0.1,2,true,635,835,1.0,1.0,100,0.9347871727923929,0.0
100,sw_p01,4,0.1,24,true,383,583,1.0,1.0,100,0.9143729427699597,0.0
100,sw_p01,4,0.1,12,true,838,1038,1.0,1.0,100,0.9285827435197511,0.0
100,sw_p01,4,0.1,15,true,825,1025,1.0,1.0,100,0.8881709734190667,0.0
100,sw_p01,4,0.1,3,true,176,376,1.0,1.0,100,0.9298338015826932,0.0
100,sw_p01,4,0.1,18,true,1376,1576,1.0,1.0,100,0.9031415970702906,0.0
100,sw_p01,4,0.1,9,true,722,922,1.0,1.0,100,0.9627123806558615,0.0
100,sw_p01,4,0.1,25,true,2133,2333,1.0,1.0,99,0.9397657531786385,0.0
100,sw_p01,4,0.1,26,true,319,519,1.0,1.0,100,0.8974126285146393,0.0
100,sw_p01,4,0.1,27,true,152,352,1.0,1.0,100,0.9216260245531853,0.0
100,sw_p01,4,0.1,6,false,0,5000,0.9574468085106383,0.52,94,0.6694763012475567,0.4466666666666672
100,sw_p01,8,0.1,41,true,27,227,1.0,1.0,100,0.9253678480038081,0.0
100,sw_p01,8,0.1,31,true,74,274,1.0,1.0,100,0.9251050347566696,0.0
100,sw_p01,8,0.1,49,true,19,219,1.0,1.0,100,0.9228890271294489,0.0
100,sw_p01,8,0.1,43,true,63,263,1.0,1.0,100,0.920482034433103,0.0
100,sw_p01,8,0.1,25,true,106,306,1.0,1.0,100,0.9271533301606878,0.0
100,sw_p01,8,0.1,13,true,216,416,1.0,1.0,100,0.8901827299748634,0.0
100,sw_p01,8,0.1,19,true,128,328,1.0,1.0,99,0.9071576818011667,0.0
100,sw_p01,8,0.1,4,true,143,343,1.0,1.0,100,0.8716682293583574,0.0
100,sw_p01,8,0.1,1,true,158,358,1.0,1.0,100,0.9071027971185166,0.0
100,sw_p01,8,0.1,16,true,131,331,1.0,1.0,100,0.9217577959029678,0.0
100,sw_p01,8,0.1,39,true,112,312,1.0,1.0,100,0.9066934078693453,0.0
100,sw_p01,8,0.1,47,true,128,328,1.0,1.0,100,0.9217024596148594,0.0
100,sw_p01,8,0.1,28,true,154,354,1.0,1.0,99,0.916517689231153,0.0
100,sw_p01,8,0.1,37,true,62,262,1.0,1.0,99,0.9219946170044143,0.0
100,sw_p01,8,0.1,42,true,77,277,1.0,1.0,100,0.9116302016902054,0.0
100,sw_p01,8,0.1,45,true,288,488,1.0,1.0,99,0.8867939235126008,0.0
100,sw_p01,8,0.1,35,true,178,378,1.0,1.0,100,0.9140898292564674,0.0
100,sw_p01,8,0.1,32,true,59,259,1.0,1.0,100,0.9210299639296821,0.0
100,sw_p01,8,0.1,50,true,152,352,1.0,1.0,100,0.9253775795282234,0.0
100,sw_p01,8,0.1,17,true,52,252,1.0,1.0,100,0.9160530507990019,0.0
100,sw_p01,8,0.1,20,true,85,285,1.0,1.0,100,0.8984319855111593,0.0
100,sw_p01,8,0.1,44,true,173,373,1.0,1.0,100,0.8886391021030796,0.0
100,sw_p01,8,0.1,33,true,307,507,1.0,1.0,100,0.8597647283305211,0.0
100,sw_p01,8,0.1,14,true,171,371,1.0,1.0,100,0.9039809432598674,0.0
100,sw_p01,8,0.1,29,true,116,316,1.0,1.0,100,0.9155927810647678,0.0
100,sw_p01,8,0.1,10,true,429,629,1.0,1.0,100,0.8891115969199198,0.0
100,sw_p01,8,0.1,48,true,69,269,1.0,1.0,100,0.9158952336744071,0.0
100,sw_p01,8,0.1,5,true,177,377,1.0,1.0,99,0.8985036812863628,0.0
100,sw_p01,8,0.1,2,true,148,348,1.0,1.0,100,0.9198562372119321,0.0
100,sw_p01,8,0.1,26,true,190,390,1.0,1.0,100,0.8966200414434822,0.0
100,sw_p01,8,0.1,11,true,67,267,1.0,1.0,100,0.9282915753207324,0.0
100,sw_p01,8,0.1,22,true,587,787,1.0,1.0,100,0.8610710091068771,0.0
100,sw_p01,8,0.1,36,true,128,328,1.0,1.0,100,0.9142101227761599,0.0
100,sw_p01,8,0.1,40,true,223,423,1.0,1.0,100,0.8857039517743509,0.0
100,sw_p01,8,0.1,38,true,288,488,1.0,1.0,99,0.8822360403792141,0.0
100,sw_p01,8,0.1,6,true,108,308,1.0,1.0,100,0.9224077381771161,0.0
100,sw_p01,8,0.1,46,true,186,386,1.0,1.0,99,0.8757614742593022,0.0
100,sw_p01,8,0.1,15,true,277,477,1.0,1.0,99,0.909909507543563,0.0
100,sw_p01,8,0.1,30,true,63,263,1.0,1.0,99,0.9238710633110959,0.0
100,sw_p01,8,0.1,3,true,45,245,1.0,1.0,100,0.9288311389169084,0.0
100,sw_p01,8,0.1,21,true,194,394,1.0,1.0,100,0.8803684021600076,0.0
100,sw_p01,8,0.1,12,true,103,303,1.0,1.0,99,0.9029854383499949,0.0
100,sw_p01,8,0.1,7,true,886,1086,1.0,1.0,100,0.8690969623327873,0.0
100,sw_p01,8,0.1,18,true,335,535,1.0,1.0,100,0.9047104172384417,0.0
100,sw_p01,8,0.1,27,true,135,335,1.0,1.0,100,0.9103237329419733,0.0
100,sw_p01,8,0.1,23,true,201,401,1.0,1.0,100,0.8795404955334588,0.0
100,sw_p01,8,0.1,8,true,120,320,1.0,1.0,99,0.9067718807616941,0.0
100,sw_p01,8,0.1,34,true,684,884,1.0,1.0,100,0.8653673427488926,0.0
100,sw_p01,8,0.1,24,true,213,413,1.0,1.0,100,0.8997963804576301,0.0
100,sw_p01,8,0.1,9,true,252,452,1.0,1.0,100,0.8878698919056928,0.0
100,sw_p01,16,0.1,4,true,27,227,1.0,1.0,100,0.9263360769898948,0.0
100,sw_p01,16,0.1,10,true,48,248,1.0,1.0,100,0.9233328874941097,0.0
100,sw_p01,16,0.1,37,true,37,237,1.0,1.0,100,0.923233140905192,0.0
100,sw_p01,16,0.1,28,true,68,268,1.0,1.0,100,0.9194537405880149,0.0
100,sw_p01,16,0.1,47,true,33,233,1.0,1.0,100,0.9208925904067228,0.0
100,sw_p01,16,0.1,13,true,32,232,1.0,1.0,99,0.927131532438535,0.0
100,sw_p01,16,0.1,35,true,69,269,1.0,1.0,100,0.8910768331086233,0.0
100,sw_p01,16,0.1,49,true,86,286,1.0,1.0,100,0.9052753192627834,0.0
100,sw_p01,16,0.1,25,true,34,234,1.0,1.0,100,0.9200145367955321,0.0
100,sw_p01,16,0.1,7,true,72,272,1.0,1.0,100,0.9188122137543984,0.0
100,sw_p01,16,0.1,33,true,97,297,1.0,1.0,100,0.8937457727164169,0.0
100,sw_p01,16,0.1,22,true,57,257,1.0,1.0,99,0.9217644218412704,0.0
100,sw_p01,16,0.1,31,true,82,282,1.0,1.0,100,0.9121850547947576,0.0
100,sw_p01,16,0.1,16,true,146,346,1.0,1.0,100,0.8784265919655802,0.0
100,sw_p01,16,0.1,19,true,137,337,1.0,1.0,100,0.8579156156476391,0.0
100,sw_p01,16,0.1,39,true,107,307,1.0,1.0,100,0.9007420275278152,0.0
100,sw_p01,16,0.1,1,true,116,316,1.0,1.0,100,0.8870752795953597,0.0
100,sw_p01,16,0.1,41,true,176,376,1.0,1.0,99,0.8424412239571528,0.0
100,sw_p01,16,0.1,45,true,180,380,1.0,1.0,100,0.8679336969023366,0.0
100,sw_p01,16,0.1,43,true,169,369,1.0,1.0,100,0.8745718648984482,0.0
100,sw_p01,16,0.1,38,true,25,225,1.0,1.0,100,0.9266397595206968,0.0
100,sw_p01,16,0.1,50,true,28,228,1.0,1.0,98,0.9238248436122038,0.0
100,sw_p01,16,0.1,29,true,76,276,1.0,1.0,100,0.9007392442846299,0.0
100,sw_p01,16,0.1,5,true,96,296,1.0,1.0,100,0.9072006987151646,0.0
100,sw_p01,16,0.1,14,true,56,256,1.0,1.0,100,0.9163729613123344,0.0
100,sw_p01,16,0.1,36,true,76,276,1.0,1.0,100,0.8949074898768508,0.0
100,sw_p01,16,0.1,26,true,58,258,1.0,1.0,99,0.9024297258047443,0.0
100,sw_p01,16,0.1,11,true,30,230,1.0,1.0,99,0.9261133114475014,0.0
100,sw_p01,16,0.1,23,true,46,246,1.0,1.0,100,0.9217191484183429,0.0
100,sw_p01,16,0.1,20,true,63,263,1.0,1.0,99,0.9071337539477105,0.0
100,sw_p01,16,0.1,34,true,74,274,1.0,1.0,98,0.911720097337838,0.0
100,sw_p01,16,0.1,48,true,92,292,1.0,1.0,100,0.8819737871312371,0.0
100,sw_p01,16,0.1,44,true,28,228,1.0,1.0,100,0.9267053607213473,0.0
100,sw_p01,16,0.1,32,true,124,324,1.0,1.0,100,0.8715288754201963,0.0
100,sw_p01,16,0.1,40,true,75,275,1.0,1.0,99,0.9159759597502714,0.0
100,sw_p01,16,0.1,46,true,60,260,1.0,1.0,100,0.9058635975309944,0.0
100,sw_p01,16,0.1,2,true,102,302,1.0,1.0,100,0.8864323901631513,0.0
100,sw_p01,16,0.1,17,true,116,316,1.0,1.0,99,0.8886798938743272,0.0
100,sw_p01,16,0.1,12,true,43,243,1.0,1.0,99,0.9192171342239753,0.0
100,sw_p01,16,0.1,30,true,38,238,1.0,1.0,100,0.9217010042610039,0.0
100,sw_p01,16,0.1,6,true,92,292,1.0,1.0,99,0.9009232949955465,0.0
100,sw_p01,16,0.1,21,true,34,234,1.0,1.0,99,0.922936190406802,0.0
100,sw_p01,16,0.1,42,true,173,373,1.0,1.0,99,0.8804968785061348,0.0
100,sw_p01,16,0.1,8,true,176,376,1.0,1.0,99,0.864294812884634,0.0
100,sw_p01,16,0.1,27,true,45,245,1.0,1.0,99,0.9233210734416379,0.0
100,sw_p01,16,0.1,15,true,170,370,1.0,1.0,99,0.8558466790199515,0.0
100,sw_p01,16,0.1,3,true,50,250,1.0,1.0,98,0.9245298365730618,0.0
100,sw_p01,16,0.1,18,true,108,308,1.0,1.0,100,0.9089622174567377,0.0
100,sw_p01,16,0.1,24,true,247,447,1.0,1.0,100,0.8519582454208229,0.0
100,sw_p01,16,0.1,9,true,132,332,1.0,1.0,100,0.890073901680135,0.0
100,sw_p05,4,0.5,4,true,67,267,1.0,1.0,99,0.9208284950806586,0.0
100,sw_p05,4,0.5,28,true,96,296,1.0,1.0,98,0.9142973294384626,0.0
100,sw_p05,4,0.5,47,true,82,282,1.0,1.0,100,0.9020389944085973,0.0
100,sw_p05,4,0.5,16,true,73,273,1.0,1.0,100,0.9078662268678233,0.0
100,sw_p05,4,0.5,35,true,117,317,1.0,1.0,100,0.8957995396147805,0.0
100,sw_p05,4,0.5,49,true,86,286,1.0,1.0,99,0.9041543771720684,0.0
100,sw_p05,4,0.5,41,true,86,286,1.0,1.0,99,0.8990701206104377,0.0
100,sw_p05,4,0.5,45,true,79,279,1.0,1.0,100,0.8971697722402142,0.0
100,sw_p05,4,0.5,22,true,152,352,1.0,1.0,99,0.8970565170055272,0.0
100,sw_p05,4,0.5,19,true,108,308,1.0,1.0,99,0.9031447365561596,0.0
100,sw_p05,4,0.5,39,true,116,316,1.0,1.0,100,0.920912138842594,0.0
100,sw_p05,4,0.5,43,true,133,333,1.0,1.0,100,0.8733959883606539,0.0
100,sw_p05,4,0.5,37,true,93,293,1.0,1.0,100,0.8999781802876461,0.0
100,sw_p05,4,0.5,10,true,139,339,1.0,1.0,99,0.8633345782863596,0.0
100,sw_p05,4,0.5,13,true,253,453,1.0,1.0,98,0.864597444691,0.0
100,sw_p05,4,0.5,33,true,176,376,1.0,1.0,99,0.8755930891099265,0.0
100,sw_p05,4,0.5,1,true,297,497,1.0,1.0,99,0.8683811763083117,0.0
100,sw_p05,4,0.5,7,true,234,434,1.0,1.0,100,0.8719922360986446,0.0
100,sw_p05,4,0.5,29,true,90,290,1.0,1.0,100,0.8957777412462259,0.0
100,sw_p05,4,0.5,48,true,119,319,1.0,1.0,100,0.8748576166581776,0.0
100,sw_p05,4,0.5,5,true,81,281,1.0,1.0,99,0.8983141734109845,0.0
100,sw_p05,4,0.5,42,true,70,270,1.0,1.0,99,0.9151985663190155,0.0
100,sw_p05,4,0.5,25,true,102,302,1.0,1.0,99,0.917283099947467,0.0
100,sw_p05,4,0.5,31,true,107,307,1.0,1.0,100,0.9028676159725816,0.0
100,sw_p05,4,0.5,50,true,132,332,1.0,1.0,100,0.8726733236958292,0.0
100,sw_p05,4,0.5,36,true,159,359,1.0,1.0,99,0.8782584822409178,0.0
100,sw_p05,4,0.5,17,true,231,431,1.0,1.0,100,0.8479890691926845,0.0
100,sw_p05,4,0.5,11,true,134,334,1.0,1.0,100,0.8792523327100963,0.0
100,sw_p05,4,0.5,20,true,110,310,1.0,1.0,100,0.8972084762644126,0.0
100,sw_p05,4,0.5,44,true,80,280,1.0,1.0,99,0.9061820050513545,0.0
100,sw_p05,4,0.5,38,true,202,402,1.0,1.0,100,0.8752564163577218,0.0
100,sw_p05,4,0.5,2,true,134,334,1.0,1.0,100,0.8714962406245883,0.0
100,sw_p05,4,0.5,23,true,164,364,1.0,1.0,99,0.8677526196108428,0.0
100,sw_p05,4,0.5,8,true,91,291,1.0,1.0,99,0.9243772734498493,0.0
100,sw_p05,4,0.5,14,true,89,289,1.0,1.0,100,0.8912205172798466,0.0
100,sw_p05,4,0.5,40,true,171,371,1.0,1.0,100,0.8656427094375043,0.0
100,sw_p05,4,0.5,34,true,123,323,1.0,1.0,98,0.8827804584703249,0.0
100,sw_p05,4,0.5,46,true,228,428,1.0,1.0,99,0.8763447820988474,0.0
100,sw_p05,4,0.5,32,true,61,261,1.0,1.0,100,0.9193312677348401,0.0
100,sw_p05,4,0.5,26,true,91,291,1.0,1.0,98,0.9147193848720047,0.0
100,sw_p05,4,0.5,30,true,150,350,1.0,1.0,100,0.8878116521474709,0.0
100,sw_p05,4,0.5,6,true,93,293,1.0,1.0,100,0.9033520681054366,0.0
100,sw_p05,4,0.5,12,true,87,287,1.0,1.0,99,0.9007862544762519,0.0
100,sw_p05,4,0.5,9,true,93,293,1.0,1.0,100,0.8969807368107652,0.0
100,sw_p05,4,0.5,3,true,162,362,1.0,1.0,100,0.8968220439346857,0.0
100,sw_p05,4,0.5,21,true,187,387,1.0,1.0,100,0.8671362261639655,0.0
100,sw_p05,4,0.5,18,true,140,340,1.0,1.0,100,0.8983874801862731,0.0
100,sw_p05,4,0.5,24,true,207,407,1.0,1.0,99,0.8609848025868533,0.0
100,sw_p05,4,0.5,27,true,125,325,1.0,1.0,99,0.8877445792733779,0.0
100,sw_p05,4,0.5,15,true,186,386,1.0,1.0,100,0.8445461240672314,0.0
100,sw_p05,8,0.5,1,true,37,237,1.0,1.0,99,0.9240465695798954,0.0
100,sw_p05,8,0.5,28,true,28,228,1.0,1.0,100,0.9235138761799864,0.0
100,sw_p05,8,0.5,33,true,36,236,1.0,1.0,100,0.9267770822149791,0.0
100,sw_p05,8,0.5,13,true,36,236,1.0,1.0,99,0.9219792220825467,0.0
100,sw_p05,8,0.5,37,true,30,230,1.0,1.0,99,0.9235166251576817,0.0
100,sw_p05,8,0.5,4,true,32,232,1.0,1.0,98,0.9230328878651535,0.0
100,sw_p05,8,0.5,49,true,55,255,1.0,1.0,100,0.9060627142869511,0.0
100,sw_p05,8,0.5,31,true,54,254,1.0,1.0,100,0.9206660168066451,0.0
100,sw_p05,8,0.5,22,true,51,251,1.0,1.0,100,0.9034519577336084,0.0
100,sw_p05,8,0.5,35,true,34,234,1.0,1.0,99,0.9253735268070479,0.0
100,sw_p05,8,0.5,47,true,43,243,1.0,1.0,98,0.9255372958926221,0.0
