theta_crystal,Phi,trial,converged,convergence_tick,total_ticks,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,total_dissolutions,total_enforcements,recryst_flip,recryst_same,peak_norm_split,time_in_churn
3.0,0.5,13,true,114,114,0.0,0.9977145600251212,100,0.7218807693176242,1.0,62,62,65,65,40,1182,40,0,1.0,10
3.0,0.0,28,true,105,105,1.0,0.9994939616488093,94,0.8436824636870389,0.94,39,39,56,56,21,0,15,0,1.0,7
3.0,0.0,14,true,81,81,1.0,0.9981552991724927,97,0.8506460072080851,0.97,29,28,32,32,8,0,5,0,1.0,2
3.0,0.5,28,true,70,70,1.0,0.9971589926821699,100,0.8476773945544173,1.0,18,21,19,21,1,130,1,0,1.0,0
3.0,1.0,27,true,69,69,1.0,0.9976103048318125,100,0.846950111786302,1.0,19,19,20,20,1,69,1,0,1.0,0
3.0,2.0,13,true,81,81,0.0,0.9976844545223943,98,0.8508868773396557,0.98,32,32,29,32,8,303,7,0,1.0,0
3.0,2.0,24,true,108,108,0.0,0.9998649306439142,97,0.868940087513853,0.97,29,29,59,59,14,417,12,0,1.0,0
3.0,1.0,14,true,111,111,0.0,0.9992941657505062,97,0.836006539617886,0.97,48,48,62,62,28,890,25,0,1.0,6
3.0,0.0,29,true,79,79,1.0,0.9978997021471602,98,0.8502304146915138,0.98,27,28,30,30,5,0,3,0,1.0,0
3.0,0.5,14,true,107,107,0.0,0.9997426906566264,94,0.8651736889940266,0.94,38,38,58,58,14,475,8,0,1.0,0
3.0,1.0,15,true,70,70,0.0,0.9972339794764891,99,0.8479262698894278,0.99,21,21,20,21,1,112,0,0,1.0,0
3.0,2.0,14,true,102,102,1.0,0.9997610448368391,99,0.8646144550525328,0.99,28,28,53,53,13,396,13,0,1.0,1
3.0,0.5,29,true,107,107,1.0,0.9995275896997158,99,0.86210814835797,0.99,39,39,58,58,16,598,15,0,1.0,1
3.0,0.0,15,true,104,104,0.0,0.9996985033833242,95,0.8519302631699721,0.95,33,34,55,55,14,0,9,0,1.0,2
3.0,1.0,28,true,105,105,1.0,0.9995677912580443,97,0.8621271131290623,0.97,38,38,56,56,18,575,15,0,1.0,0
3.0,2.0,25,true,104,104,1.0,0.9996034207574399,96,0.8640075541319326,0.96,34,36,55,55,23,612,19,0,1.0,1
3.0,0.0,30,true,75,75,0.0,0.9977835625331033,97,0.848937328145285,0.97,23,23,26,26,5,0,2,0,1.0,1
3.0,0.5,15,true,67,67,0.0,0.9976696808845085,100,0.8471577296333677,1.0,16,16,18,18,0,65,0,0,1.0,0
3.0,5.0,12,true,74,74,1.0,0.997512394334363,98,0.8492699297428491,0.98,25,25,20,25,8,225,7,0,1.0,2
3.0,2.0,26,true,66,66,1.0,0.9971135613198723,100,0.846183207915347,1.0,16,17,17,17,0,68,0,0,1.0,0
3.0,5.0,25,true,116,116,1.0,0.997514918405572,99,0.7218142902466792,0.99,67,67,65,67,67,1149,46,20,1.0,15
3.0,0.5,30,true,112,112,0.0,0.9993791121732436,97,0.8527962322704411,0.97,46,48,63,63,28,847,25,0,1.0,6
3.0,2.0,15,true,106,106,1.0,0.9996128001770337,97,0.8635911809934543,0.97,40,40,57,57,21,627,18,0,1.0,2
3.0,2.0,27,true,108,108,1.0,0.9976864133793019,99,0.7023811554353402,0.99,56,56,59,59,43,1108,42,0,1.0,8
3.0,1.0,29,true,112,112,0.0,0.998617715051925,100,0.7724428980370693,1.0,58,57,63,63,38,1099,38,0,1.0,7
3.0,5.0,13,true,98,98,0.0,0.9994900516267602,97,0.8630956474807728,0.97,32,33,49,49,19,519,16,0,1.0,2
3.0,5.0,26,true,110,110,0.0,0.9999189235006607,99,0.8712721779426137,0.99,30,28,61,61,12,362,12,0,1.0,1
3.0,2.0,28,true,106,106,0.0,0.999562384403111,98,0.8591357012654938,0.98,37,37,57,57,24,666,22,0,1.0,3
3.0,1.0,30,true,74,74,1.0,0.9975362719445137,100,0.8481978715331542,1.0,22,22,25,25,4,183,4,0,1.0,0
3.0,2.0,29,true,110,110,0.0,0.9998201442736794,99,0.868126517528223,0.99,33,33,61,61,19,499,18,0,1.0,3
3.0,5.0,14,true,118,118,1.0,0.999901467326505,95,0.8642395325265607,0.95,37,37,69,69,30,733,25,0,1.0,1
3.0,5.0,27,true,118,118,0.0,0.9999606559586731,97,0.875863757270208,0.97,28,29,69,69,12,323,11,0,1.0,0
3.0,2.0,30,true,96,96,1.0,0.9995907670431885,98,0.8616201395055587,0.98,30,30,47,47,12,382,10,0,1.0,0
3.0,5.0,15,true,109,109,0.0,0.999604890671639,96,0.8385867787240727,0.96,39,39,60,60,35,838,31,0,1.0,4
3.0,5.0,28,true,70,70,1.0,0.997480029296385,100,0.8489683050531671,1.0,16,17,16,17,3,141,3,0,1.0,0
3.0,5.0,29,true,108,108,1.0,0.9991959677409988,99,0.7960250453146481,0.99,43,45,59,59,41,974,40,0,1.0,4
3.0,5.0,30,true,105,105,1.0,0.9994667044322532,96,0.8414819215510304,0.96,38,38,56,56,33,879,29,0,1.0,4
7.0,5.0,1,false,0,3000,1.0,0.9999999999999999,86,0.9999999295662227,0.86,40,40,0,0,4,194,1,0,1.0,1
7.0,0.0,3,false,0,3000,0.0,0.9999999999999999,75,0.9999999189115829,0.75,49,50,0,0,4,0,0,0,1.0,3
7.0,5.0,2,true,88,88,1.0,0.9984518094097058,96,0.8500565093538116,0.96,34,34,39,39,0,89,0,0,1.0,0
7.0,0.5,1,false,0,3000,1.0,0.9999999999999999,89,0.9999999302254049,0.89,30,33,0,0,0,37,0,0,1.0,0
7.0,2.0,16,false,0,3000,0.0,0.9999999999999999,89,0.9999999281352315,0.89,45,45,0,0,3,205,0,0,1.0,0
7.0,1.0,16,false,0,3000,0.0,0.9999999999999999,88,0.9999999265923978,0.88,43,43,0,0,1,136,0,0,1.0,1
7.0,0.0,18,false,0,3000,0.0,0.9999999999999999,87,0.9999999299535983,0.87,35,35,0,0,0,0,0,0,1.0,0
7.0,0.5,2,true,108,108,0.0,0.9991385527863531,95,0.855847805491592,0.95,47,47,59,59,2,202,0,0,1.0,1
7.0,2.0,17,true,109,109,0.0,0.9993669016897024,90,0.8587375358493903,0.9,47,47,60,60,3,216,0,0,1.0,0
7.0,2.0,18,true,93,93,1.0,0.9977992110816417,95,0.849275474725257,0.95,42,42,44,44,0,121,0,0,1.0,0
7.0,2.0,3,false,0,3000,1.0,0.9999999999999999,89,0.9999999237811036,0.89,58,58,0,0,5,306,0,0,1.0,1
7.0,1.0,3,false,0,3000,0.0,0.9999999999999999,88,0.9999999246838254,0.88,53,53,0,0,3,212,0,0,1.0,1
7.0,1.0,4,true,93,93,1.0,0.9989479737150798,95,0.8525664584037453,0.95,34,35,44,44,0,85,0,0,1.0,0
7.0,0.5,22,false,0,3000,0.0,0.9999999999999999,86,0.9999999229606078,0.86,56,57,0,0,1,157,0,0,1.0,1
7.0,1.0,5,true,111,111,0.0,0.9991897194207006,91,0.8562597343719445,0.91,44,49,62,62,2,158,0,0,1.0,0
7.0,5.0,19,false,0,3000,1.0,0.9999999999999999,86,0.9999999296717847,0.86,47,49,0,0,12,383,1,0,1.0,2
7.0,1.0,6,true,98,98,1.0,0.9988471966135545,96,0.8530571127743137,0.96,40,40,49,49,0,112,0,0,1.0,0
7.0,1.0,7,true,98,98,0.0,0.9993949922877015,91,0.8560113607008478,0.91,34,34,49,49,0,59,0,0,1.0,0
7.0,1.0,8,true,90,90,1.0,0.9987510619497612,95,0.8509573471749986,0.95,33,33,41,41,0,57,0,0,1.0,0
7.0,1.0,9,true,89,89,1.0,0.9990314912139798,97,0.8518033368675244,0.97,30,31,40,40,0,61,0,0,1.0,0
7.0,1.0,10,true,97,97,0.0,0.9993111010128145,95,0.8542127525923862,0.95,34,34,48,48,0,52,0,0,1.0,0
7.0,1.0,11,true,89,89,0.0,0.9990327083623168,94,0.8521168102300996,0.94,29,29,40,40,0,39,0,0,1.0,0
7.0,1.0,12,true,100,100,0.0,0.9993590250462264,94,0.854053268049899,0.94,38,38,51,51,0,64,0,0,1.0,0
7.0,5.0,3,false,0,3000,1.0,0.9999999999999999,85,0.9999999288159972,0.85,47,50,0,0,10,370,2,0,1.0,1
7.0,0.0,4,false,0,3000,0.0,0.9999999999999999,81,0.9999999254348695,0.81,46,46,0,0,1,0,0,0,1.0,1
7.0,0.0,19,false,0,3000,1.0,0.9999999999999999,86,0.9999999287443472,0.86,39,40,0,0,0,0,0,0,1.0,0
7.0,0.5,3,false,0,3000,1.0,0.9999999999999999,89,0.9999999239276499,0.89,58,58,0,0,5,296,0,0,1.0,1
7.0,1.0,17,false,0,3000,1.0,0.9999999999999999,86,0.9999999286391064,0.86,38,38,0,0,0,68,0,0,1.0,0
7.0,5.0,4,true,94,94,1.0,0.9990066879700455,95,0.8528351532259637,0.95,36,36,45,45,0,70,0,0,1.0,0
7.0,0.0,20,true,88,88,0.0,0.9988577695727325,96,0.8508575341245237,0.96,32,32,39,39,0,0,0,0,1.0,0
7.0,2.0,19,false,0,3000,0.0,0.9999999999999999,84,0.9999999208795458,0.84,70,73,0,0,15,621,0,0,1.0,5
7.0,0.0,5,true,109,109,1.0,0.9998403496033371,91,0.8623902246591343,0.91,30,32,60,60,0,0,0,0,1.0,0
7.0,5.0,5,true,89,89,1.0,0.999233534784615,93,0.8524819596650075,0.93,30,30,40,40,0,37,0,0,1.0,0
