tick,agent,r,bexp_A,beff_A,sigma,a,e,C
135,2,1,1.0,1.0,0.8549,0,3.051,0.9996
135,3,1,1.0,1.0,0.8527,0,3.286,0.9988
135,4,1,1.0,1.0,0.8571,0,3.527,0.9994
135,5,1,1.0,1.0,0.8571,0,3.12,0.9993
135,6,1,1.0,1.0,0.5027,9,3.645,0.9995
135,7,1,1.0,1.0,0.8592,1,3.246,0.9994
135,8,1,1.0,1.0,0.4952,9,3.64,0.9994
135,9,1,1.0,1.0,0.8542,0,3.047,0.9991
135,10,1,1.0,1.0,0.8606,3,3.188,0.9993
135,11,1,1.0,1.0,0.8563,0,3.53,0.9992
135,12,1,1.0,1.0,0.8599,1,3.19,0.9996
135,13,1,1.0,1.0,0.8585,0,3.182,0.9995
135,14,1,1.0,1.0,0.8534,0,3.555,0.9993
135,15,1,1.0,1.0,0.8592,0,3.322,0.9994
135,16,1,1.0,1.0,0.4949,6,3.022,0.9994
135,17,1,1.0,1.0,0.8519,0,3.067,0.9996
135,18,1,1.0,1.0,0.8563,0,3.145,0.9997
135,19,1,1.0,1.0,0.8585,3,3.082,0.9992
135,20,1,1.0,1.0,0.4865,2,3.616,0.9995
135,21,1,1.0,1.0,0.8563,0,3.611,0.9994
135,22,1,1.0,1.0,0.8578,1,3.194,0.9994
135,23,1,1.0,1.0,0.8613,2,3.102,0.9995
135,24,1,1.0,1.0,0.8556,0,3.21,0.9996
135,25,1,1.0,1.0,0.864,6,3.503,0.9995
135,26,1,1.0,1.0,0.8571,0,3.414,0.9996
135,27,1,1.0,1.0,0.8563,0,3.238,0.9996
135,28,1,1.0,1.0,0.8592,1,3.66,0.9995
135,29,1,1.0,1.0,0.8571,1,3.658,0.9993
135,30,1,1.0,1.0,0.8592,1,3.247,0.9995
135,31,1,1.0,1.0,0.5025,8,3.238,0.9996
135,32,1,1.0,1.0,0.8578,1,3.136,0.9995
135,33,1,1.0,1.0,0.8578,1,3.534,0.9993
135,34,1,1.0,1.0,0.8694,9,3.177,0.9997
135,35,1,1.0,1.0,0.8647,1,3.413,0.9998
135,36,1,1.0,1.0,0.4891,5,3.37,0.9993
135,37,1,1.0,1.0,0.5071,7,3.257,0.9993
135,38,1,1.0,1.0,0.8549,0,3.075,0.9992
135,39,1,1.0,1.0,0.515,9,3.081,0.9994
135,40,1,1.0,1.0,0.5141,8,3.62,0.9996
135,41,1,1.0,1.0,0.5219,5,3.043,0.9999
135,42,1,1.0,1.0,0.8599,3,3.319,0.9993
135,43,1,1.0,1.0,0.8556,0,3.141,0.9997
135,44,1,1.0,1.0,0.5163,5,3.505,0.9998
135,45,1,1.0,1.0,0.8585,0,3.505,0.9996
135,46,1,1.0,1.0,0.8542,0,3.632,0.9993
135,47,1,1.0,1.0,0.8505,0,3.046,0.9997
135,48,1,1.0,1.0,0.8634,2,3.387,0.9995
135,49,1,1.0,1.0,0.8534,0,3.03,0.9998
135,50,1,1.0,1.0,0.8634,1,3.522,0.9997
135,51,1,1.0,1.0,0.8571,0,3.051,0.9994
135,52,1,1.0,1.0,0.8571,0,3.295,0.9995
135,53,1,1.0,1.0,0.8606,1,3.6,0.9996
135,54,1,1.0,1.0,0.4873,2,3.49,0.9997
135,55,1,1.0,1.0,0.8542,0,3.245,0.9995
135,56,1,1.0,1.0,0.8563,0,3.48,0.9992
135,57,1,1.0,1.0,0.8707,5,3.63,0.9997
135,58,1,1.0,1.0,0.8606,0,3.137,0.9998
135,59,1,1.0,1.0,0.8534,0,3.063,0.9994
135,60,1,1.0,1.0,0.864,6,3.193,0.9992
135,61,1,1.0,1.0,0.8647,5,3.661,0.9993
135,62,1,1.0,1.0,0.8681,5,3.444,0.9992
135,63,1,1.0,1.0,0.8578,0,3.677,0.9994
135,64,1,1.0,1.0,0.864,5,3.262,0.9992
135,65,1,1.0,1.0,0.495,3,3.216,0.9996
135,66,1,1.0,1.0,0.8556,0,3.137,0.9998
135,67,1,1.0,1.0,0.4529,2,3.521,0.9988
135,68,1,1.0,1.0,0.864,3,3.005,0.9996
135,69,1,1.0,1.0,0.4751,2,3.182,0.9995
135,70,1,1.0,1.0,0.8592,0,3.239,0.9996
135,71,1,1.0,1.0,0.8563,2,3.185,0.9993
135,72,1,1.0,1.0,0.8571,0,3.41,0.9993
135,73,1,1.0,1.0,0.8687,6,3.346,0.9996
135,74,1,1.0,1.0,0.8681,4,3.147,0.9998
135,75,1,1.0,1.0,0.8606,2,3.517,0.9995
135,76,1,1.0,1.0,0.507,6,3.238,0.9996
135,77,1,1.0,1.0,0.8388,0,3.128,0.9995
135,78,1,1.0,1.0,0.8606,0,3.005,0.9997
135,79,1,1.0,1.0,0.4903,7,3.113,0.9994
135,80,1,1.0,1.0,0.5002,8,3.298,0.9996
135,81,1,1.0,1.0,0.8578,0,3.241,0.9996
135,82,1,1.0,1.0,0.8627,2,3.612,0.9997
135,83,1,1.0,1.0,0.8578,0,3.065,0.9998
135,84,1,1.0,1.0,0.87,7,3.179,0.9998
135,85,1,1.0,1.0,0.8556,0,3.239,0.9991
135,86,1,1.0,1.0,0.8542,0,3.135,0.9996
135,87,1,1.0,1.0,0.8733,5,3.038,0.9999
135,88,1,1.0,1.0,0.8571,0,3.238,0.9996
135,89,1,1.0,1.0,0.8613,0,3.343,0.9998
135,90,1,1.0,1.0,0.8627,3,3.094,0.9995
135,91,1,1.0,1.0,0.8549,0,3.234,0.9994
135,92,1,1.0,1.0,0.8592,0,3.192,0.9996
135,93,1,1.0,1.0,0.872,9,3.13,0.9995
135,94,1,1.0,1.0,0.4698,3,3.511,0.9992
135,95,1,1.0,1.0,0.8443,0,3.319,0.9996
135,96,1,1.0,1.0,0.8585,1,3.063,0.9994
135,97,1,1.0,1.0,0.5006,6,3.031,0.9996
135,98,1,1.0,1.0,0.8571,1,3.764,0.9992
135,99,1,1.0,1.0,0.8592,1,3.338,0.9991
135,100,1,1.0,1.0,0.862,1,3.234,0.9997
136,1,1,1.0,1.0,0.8745,6,3.335,0.9999
136,2,1,1.0,1.0,0.8556,0,3.051,0.9996
136,3,1,1.0,1.0,0.8534,0,3.286,0.9989
136,4,1,1.0,1.0,0.8578,0,3.527,0.9995
136,5,1,1.0,1.0,0.8578,0,3.12,0.9993
136,6,1,1.0,1.0,0.5052,9,3.645,0.9996
136,7,1,1.0,1.0,0.8599,1,3.246,0.9995
136,8,1,1.0,1.0,0.4977,9,3.64,0.9995
136,9,1,1.0,1.0,0.8549,0,3.047,0.9991
136,10,1,1.0,1.0,0.8613,3,3.188,0.9994
136,11,1,1.0,1.0,0.8571,0,3.53,0.9993
136,12,1,1.0,1.0,0.8606,1,3.19,0.9996
136,13,1,1.0,1.0,0.8592,0,3.182,0.9996
136,14,1,1.0,1.0,0.8542,0,3.555,0.9993
136,15,1,1.0,1.0,0.8599,0,3.322,0.9995
136,16,1,1.0,1.0,0.4974,6,3.022,0.9994
136,17,1,1.0,1.0,0.8527,0,3.067,0.9997
136,18,1,1.0,1.0,0.8571,0,3.145,0.9997
136,19,1,1.0,1.0,0.8592,3,3.082,0.9993
136,20,1,1.0,1.0,0.4891,2,3.616,0.9996
136,21,1,1.0,1.0,0.8571,0,3.611,0.9995
136,22,1,1.0,1.0,0.8585,1,3.194,0.9995
136,23,1,1.0,1.0,0.862,2,3.102,0.9995
136,24,1,1.0,1.0,0.8563,0,3.21,0.9997
136,25,1,1.0,1.0,0.8647,6,3.503,0.9996
136,26,1,1.0,1.0,0.8578,0,3.414,0.9996
136,27,1,1.0,1.0,0.8571,0,3.238,0.9997
136,28,1,1.0,1.0,0.8599,1,3.66,0.9996
136,29,1,1.0,1.0,0.8578,1,3.658,0.9994
136,30,1,1.0,1.0,0.8599,1,3.247,0.9996
136,31,1,1.0,1.0,0.505,8,3.238,0.9997
136,32,1,1.0,1.0,0.8585,1,3.136,0.9995
136,33,1,1.0,1.0,0.8585,1,3.534,0.9994
136,34,1,1.0,1.0,0.87,9,3.177,0.9997
136,35,1,1.0,1.0,0.8654,1,3.413,0.9998
136,36,1,1.0,1.0,0.4916,5,3.37,0.9994
136,37,1,1.0,1.0,0.5096,7,3.257,0.9994
136,38,1,1.0,1.0,0.8556,0,3.075,0.9993
136,39,1,1.0,1.0,0.5175,9,3.081,0.9995
136,40,1,1.0,1.0,0.5165,8,3.62,0.9996
136,41,1,1.0,1.0,0.5243,5,3.043,0.9999
136,42,1,1.0,1.0,0.8606,3,3.319,0.9993
136,43,1,1.0,1.0,0.8563,0,3.141,0.9997
136,44,1,1.0,1.0,0.5187,5,3.505,0.9998
136,45,1,1.0,1.0,0.8592,0,3.505,0.9997
136,46,1,1.0,1.0,0.8549,0,3.632,0.9994
136,47,1,1.0,1.0,0.8512,0,3.046,0.9997
136,48,1,1.0,1.0,0.864,2,3.387,0.9996
136,49,1,1.0,1.0,0.8542,0,3.03,0.9998
136,50,1,1.0,1.0,0.864,1,3.522,0.9997
136,51,1,1.0,1.0,0.8578,0,3.051,0.9995
136,52,1,1.0,1.0,0.8578,0,3.295,0.9995
136,53,1,1.0,1.0,0.8613,1,3.6,0.9996
136,54,1,1.0,1.0,0.4899,2,3.49,0.9997
136,55,1,1.0,1.0,0.8549,0,3.245,0.9995
136,56,1,1.0,1.0,0.8571,0,3.48,0.9993
136,57,1,1.0,1.0,0.8713,5,3.63,0.9998
136,58,1,1.0,1.0,0.8613,0,3.137,0.9998
136,59,1,1.0,1.0,0.8542,0,3.063,0.9995
136,60,1,1.0,1.0,0.8647,6,3.193,0.9993
136,61,1,1.0,1.0,0.8654,5,3.661,0.9994
136,62,1,1.0,1.0,0.8687,5,3.444,0.9993
136,63,1,1.0,1.0,0.8585,0,3.677,0.9994
136,64,1,1.0,1.0,0.8647,5,3.262,0.9993
136,65,1,1.0,1.0,0.4975,3,3.216,0.9996
136,66,1,1.0,1.0,0.8563,0,3.137,0.9998
136,67,1,1.0,1.0,0.4557,2,3.521,0.9989
136,68,1,1.0,1.0,0.8647,3,3.005,0.9996
136,69,1,1.0,1.0,0.4778,2,3.182,0.9996
136,70,1,1.0,1.0,0.8599,0,3.239,0.9997
136,71,1,1.0,1.0,0.8571,2,3.185,0.9993
136,72,1,1.0,1.0,0.8578,0,3.41,0.9993
136,73,1,1.0,1.0,0.8694,6,3.346,0.9997
136,74,1,1.0,1.0,0.8687,4,3.147,0.9998
136,75,1,1.0,1.0,0.8613,2,3.517,0.9995
136,76,1,1.0,1.0,0.5095,6,3.238,0.9997
136,77,1,1.0,1.0,0.8396,0,3.128,0.9995
136,78,1,1.0,1.0,0.8613,0,3.005,0.9997
136,79,1,1.0,1.0,0.4928,7,3.113,0.9995
136,80,1,1.0,1.0,0.5027,8,3.298,0.9996
136,81,1,1.0,1.0,0.8585,0,3.241,0.9996
136,82,1,1.0,1.0,0.8634,2,3.612,0.9998
136,83,1,1.0,1.0,0.8585,0,3.065,0.9998
136,84,1,1.0,1.0,0.8707,7,3.179,0.9998
136,85,1,1.0,1.0,0.8563,0,3.239,0.9992
136,86,1,1.0,1.0,0.8549,0,3.135,0.9997
136,87,1,1.0,1.0,0.8739,5,3.038,0.9999
136,88,1,1.0,1.0,0.8578,0,3.238,0.9997
136,89,1,1.0,1.0,0.862,0,3.343,0.9998
136,90,1,1.0,1.0,0.8634,3,3.094,0.9996
136,91,1,1.0,1.0,0.8556,0,3.234,0.9995
136,92,1,1.0,1.0,0.8599,0,3.192,0.9996
136,93,1,1.0,1.0,0.8726,9,3.13,0.9995
136,94,1,1.0,1.0,0.4725,3,3.511,0.9993
136,95,1,1.0,1.0,0.8451,0,3.319,0.9996
136,96,1,1.0,1.0,0.8592,1,3.063,0.9995
136,97,1,1.0,1.0,0.5031,6,3.031,0.9997
136,98,1,1.0,1.0,0.8578,1,3.764,0.9992
136,99,1,1.0,1.0,0.8599,1,3.338,0.9992
136,100,1,1.0,1.0,0.8627,1,3.234,0.9997
137,1,1,1.0,1.0,0.8751,6,3.335,0.9999
137,2,1,1.0,1.0,0.8563,0,3.051,0.9997
137,3,1,1.0,1.0,0.8542,0,3.286,0.999
137,4,1,1.0,1.0,0.8585,0,3.527,0.9995
137,5,1,1.0,1.0,0.8585,0,3.12,0.9994
137,6,1,1.0,1.0,0.5077,9,3.645,0.9996
137,7,1,1.0,1.0,0.8606,1,3.246,0.9995
137,8,1,1.0,1.0,0.5002,9,3.64,0.9995
137,9,1,1.0,1.0,0.8556,0,3.047,0.9992
137,10,1,1.0,1.0,0.862,3,3.188,0.9994
137,11,1,1.0,1.0,0.8578,0,3.53,0.9994
137,12,1,1.0,1.0,0.8613,1,3.19,0.9996
137,13,1,1.0,1.0,0.8599,0,3.182,0.9996
137,14,1,1.0,1.0,0.8549,0,3.555,0.9994
137,15,1,1.0,1.0,0.8606,0,3.322,0.9995
137,16,1,1.0,1.0,0.4999,6,3.022,0.9995
137,17,1,1.0,1.0,0.8534,0,3.067,0.9997
137,18,1,1.0,1.0,0.8578,0,3.145,0.9998
137,19,1,1.0,1.0,0.8599,3,3.082,0.9994
137,20,1,1.0,1.0,0.4916,2,3.616,0.9996
137,21,1,1.0,1.0,0.8578,0,3.611,0.9995
137,22,1,1.0,1.0,0.8592,1,3.194,0.9995
137,23,1,1.0,1.0,0.8627,2,3.102,0.9996
137,24,1,1.0,1.0,0.8571,0,3.21,0.9997
137,25,1,1.0,1.0,0.8654,6,3.503,0.9996
137,26,1,1.0,1.0,0.8585,0,3.414,0.9997
137,27,1,1.0,1.0,0.8578,0,3.238,0.9997
137,28,1,1.0,1.0,0.8606,1,3.66,0.9996
137,29,1,1.0,1.0,0.8585,1,3.658,0.9995
137,30,1,1.0,1.0,0.8606,1,3.247,0.9996
137,31,1,1.0,1.0,0.5075,8,3.238,0.9997
137,32,1,1.0,1.0,0.8592,1,3.136,0.9996
137,33,1,1.0,1.0,0.8592,1,3.534,0.9994
137,34,1,1.0,1.0,0.8707,9,3.177,0.9997
137,35,1,1.0,1.0,0.8661,1,3.413,0.9998
137,36,1,1.0,1.0,0.4942,5,3.37,0.9994
137,37,1,1.0,1.0,0.512,7,3.257,0.9994
137,38,1,1.0,1.0,0.8563,0,3.075,0.9994
137,39,1,1.0,1.0,0.5199,9,3.081,0.9995
137,40,1,1.0,1.0,0.5189,8,3.62,0.9997
137,41,1,1.0,1.0,0.5267,5,3.043,0.9999
137,42,1,1.0,1.0,0.8613,3,3.319,0.9994
137,43,1,1.0,1.0,0.8571,0,3.141,0.9998
137,44,1,1.0,1.0,0.5211,5,3.505,0.9998
137,45,1,1.0,1.0,0.8599,0,3.505,0.9997
137,46,1,1.0,1.0,0.8556,0,3.632,0.9994
137,47,1,1.0,1.0,0.8519,0,3.046,0.9997
137,48,1,1.0,1.0,0.8647,2,3.387,0.9996
137,49,1,1.0,1.0,0.8549,0,3.03,0.9998
137,50,1,1.0,1.0,0.8647,1,3.522,0.9997
137,51,1,1.0,1.0,0.8585,0,3.051,0.9995
137,52,1,1.0,1.0,0.8585,0,3.295,0.9996
137,53,1,1.0,1.0,0.862,1,3.6,0.9997
137,54,1,1.0,1.0,0.4925,2,3.49,0.9998
137,55,1,1.0,1.0,0.8556,0,3.245,0.9996
137,56,1,1.0,1.0,0.8578,0,3.48,0.9994
137,57,1,1.0,1.0,0.872,5,3.63,0.9998
137,58,1,1.0,1.0,0.862,0,3.137,0.9999
137,59,1,1.0,1.0,0.8549,0,3.063,0.9995
137,60,1,1.0,1.0,0.8654,6,3.193,0.9994
137,61,1,1.0,1.0,0.8661,5,3.661,0.9994
137,62,1,1.0,1.0,0.8694,5,3.444,0.9993
137,63,1,1.0,1.0,0.8592,0,3.677,0.9995
137,64,1,1.0,1.0,0.8654,5,3.262,0.9993
137,65,1,1.0,1.0,0.5,3,3.216,0.9997
137,66,1,1.0,1.0,0.8571,0,3.137,0.9998
137,67,1,1.0,1.0,0.4584,2,3.521,0.999
137,68,1,1.0,1.0,0.8654,3,3.005,0.9997
137,69,1,1.0,1.0,0.4804,2,3.182,0.9996
137,70,1,1.0,1.0,0.8606,0,3.239,0.9997
137,71,1,1.0,1.0,0.8578,2,3.185,0.9994
137,72,1,1.0,1.0,0.8585,0,3.41,0.9994
137,73,1,1.0,1.0,0.87,6,3.346,0.9997
137,74,1,1.0,1.0,0.8694,4,3.147,0.9998
137,75,1,1.0,1.0,0.862,2,3.517,0.9996
137,76,1,1.0,1.0,0.512,6,3.238,0.9997
137,77,1,1.0,1.0,0.8404,0,3.128,0.9996
137,78,1,1.0,1.0,0.862,0,3.005,0.9997
137,79,1,1.0,1.0,0.4954,7,3.113,0.9995
137,80,1,1.0,1.0,0.5052,8,3.298,0.9996
137,81,1,1.0,1.0,0.8592,0,3.241,0.9996
137,82,1,1.0,1.0,0.864,2,3.612,0.9998
137,83,1,1.0,1.0,0.8592,0,3.065,0.9999
137,84,1,1.0,1.0,0.8713,7,3.179,0.9998
137,85,1,1.0,1.0,0.8571,0,3.239,0.9993
137,86,1,1.0,1.0,0.8556,0,3.135,0.9997
137,87,1,1.0,1.0,0.8745,5,3.038,0.9999
137,88,1,1.0,1.0,0.8585,0,3.238,0.9997
137,89,1,1.0,1.0,0.8627,0,3.343,0.9998
137,90,1,1.0,1.0,0.864,3,3.094,0.9996
137,91,1,1.0,1.0,0.8563,0,3.234,0.9996
137,92,1,1.0,1.0,0.8606,0,3.192,0.9997
137,93,1,1.0,1.0,0.8733,9,3.13,0.9996
137,94,1,1.0,1.0,0.4751,3,3.511,0.9993
137,95,1,1.0,1.0,0.8459,0,3.319,0.9996
137,96,1,1.0,1.0,0.8599,1,3.063,0.9995
137,97,1,1.0,1.0,0.5056,6,3.031,0.9997
137,98,1,1.0,1.0,0.8585,1,3.764,0.9993
137,99,1,1.0,1.0,0.8606,1,3.338,0.9993
137,100,1,1.0,1.0,0.8634,1,3.234,0.9997
138,1,1,1.0,1.0,0.8758,6,3.335,0.9999
138,2,1,1.0,1.0,0.8571,0,3.051,0.9997
138,3,1,1.0,1.0,0.8549,0,3.286,0.9991
138,4,1,1.0,1.0,0.8592,0,3.527,0.9996
138,5,1,1.0,1.0,0.8592,0,3.12,0.9995
138,6,1,1.0,1.0,0.5101,9,3.645,0.9997
138,7,1,1.0,1.0,0.8613,1,3.246,0.9996
138,8,1,1.0,1.0,0.5027,9,3.64,0.9996
138,9,1,1.0,1.0,0.8563,0,3.047,0.9993
138,10,1,1.0,1.0,0.8627,3,3.188,0.9995
138,11,1,1.0,1.0,0.8585,0,3.53,0.9994
138,12,1,1.0,1.0,0.862,1,3.19,0.9997
138,13,1,1.0,1.0,0.8606,0,3.182,0.9996
138,14,1,1.0,1.0,0.8556,0,3.555,0.9995
138,15,1,1.0,1.0,0.8613,0,3.322,0.9996
138,16,1,1.0,1.0,0.5024,6,3.022,0.9995
138,17,1,1.0,1.0,0.8542,0,3.067,0.9997
138,18,1,1.0,1.0,0.8585,0,3.145,0.9998
138,19,1,1.0,1.0,0.8606,3,3.082,0.9994
138,20,1,1.0,1.0,0.4942,2,3.616,0.9996
138,21,1,1.0,1.0,0.8585,0,3.611,0.9996
138,22,1,1.0,1.0,0.8599,1,3.194,0.9996
138,23,1,1.0,1.0,0.8634,2,3.102,0.9996
138,24,1,1.0,1.0,0.8578,0,3.21,0.9997
138,25,1,1.0,1.0,0.8661,6,3.503,0.9997
138,26,1,1.0,1.0,0.8592,0,3.414,0.9997
138,27,1,1.0,1.0,0.8585,0,3.238,0.9997
138,28,1,1.0,1.0,0.8613,1,3.66,0.9996
138,29,1,1.0,1.0,0.8592,1,3.658,0.9995
138,30,1,1.0,1.0,0.8613,1,3.247,0.9996
138,31,1,1.0,1.0,0.51,8,3.238,0.9997
138,32,1,1.0,1.0,0.8599,1,3.136,0.9996
138,33,1,1.0,1.0,0.8599,1,3.534,0.9995
138,34,1,1.0,1.0,0.8713,9,3.177,0.9998
138,35,1,1.0,1.0,0.8667,1,3.413,0.9998
138,36,1,1.0,1.0,0.4967,5,3.37,0.9995
138,37,1,1.0,1.0,0.5145,7,3.257,0.9995
138,38,1,1.0,1.0,0.8571,0,3.075,0.9994
138,39,1,1.0,1.0,0.5223,9,3.081,0.9996
138,40,1,1.0,1.0,0.5213,8,3.62,0.9997
138,41,1,1.0,1.0,0.529,5,3.043,0.9999
138,42,1,1.0,1.0,0.862,3,3.319,0.9995
138,43,1,1.0,1.0,0.8578,0,3.141,0.9998
138,44,1,1.0,1.0,0.5235,5,3.505,0.9998
138,45,1,1.0,1.0,0.8606,0,3.505,0.9997
138,46,1,1.0,1.0,0.8563,0,3.632,0.9995
138,47,1,1.0,1.0,0.8527,0,3.046,0.9998
138,48,1,1.0,1.0,0.8654,2,3.387,0.9996
138,49,1,1.0,1.0,0.8556,0,3.03,0.9998
138,50,1,1.0,1.0,0.8654,1,3.522,0.9997
138,51,1,1.0,1.0,0.8592,0,3.051,0.9996
138,52,1,1.0,1.0,0.8592,0,3.295,0.9996
138,53,1,1.0,1.0,0.8627,1,3.6,0.9997
138,54,1,1.0,1.0,0.495,2,3.49,0.9998
138,55,1,1.0,1.0,0.8563,0,3.245,0.9996
138,56,1,1.0,1.0,0.8585,0,3.48,0.9994
138,57,1,1.0,1.0,0.8726,5,3.63,0.9998
138,58,1,1.0,1.0,0.8627,0,3.137,0.9999
138,59,1,1.0,1.0,0.8556,0,3.063,0.9996
138,60,1,1.0,1.0,0.8661,6,3.193,0.9995
138,61,1,1.0,1.0,0.8667,5,3.661,0.9995
138,62,1,1.0,1.0,0.87,5,3.444,0.9994
138,63,1,1.0,1.0,0.8599,0,3.677,0.9995
138,64,1,1.0,1.0,0.8661,5,3.262,0.9994
138,65,1,1.0,1.0,0.5025,3,3.216,0.9997
138,66,1,1.0,1.0,0.8578,0,3.137,0.9999
138,67,1,1.0,1.0,0.4611,2,3.521,0.9991
138,68,1,1.0,1.0,0.8661,3,3.005,0.9997
138,69,1,1.0,1.0,0.483,2,3.182,0.9996
138,70,1,1.0,1.0,0.8613,0,3.239,0.9997
138,71,1,1.0,1.0,0.8585,2,3.185,0.9995
138,72,1,1.0,1.0,0.8592,0,3.41,0.9995
138,73,1,1.0,1.0,0.8707,6,3.346,0.9997
138,74,1,1.0,1.0,0.87,4,3.147,0.9998
138,75,1,1.0,1.0,0.8627,2,3.517,0.9996
138,76,1,1.0,1.0,0.5144,6,3.238,0.9997
138,77,1,1.0,1.0,0.8412,0,3.128,0.9996
138,78,1,1.0,1.0,0.8627,0,3.005,0.9998
138,79,1,1.0,1.0,0.4979,7,3.113,0.9996
138,80,1,1.0,1.0,0.5077,8,3.298,0.9997
138,81,1,1.0,1.0,0.8599,0,3.241,0.9997
138,82,1,1.0,1.0,0.8647,2,3.612,0.9998
138,83,1,1.0,1.0,0.8599,0,3.065,0.9999
138,84,1,1.0,1.0,0.872,7,3.179,0.9998
138,85,1,1.0,1.0,0.8578,0,3.239,0.9994
138,86,1,1.0,1.0,0.8563,0,3.135,0.9997
138,87,1,1.0,1.0,0.8751,5,3.038,0.9999
138,88,1,1.0,1.0,0.8592,0,3.238,0.9997
138,89,1,1.0,1.0,0.8634,0,3.343,0.9998
138,90,1,1.0,1.0,0.8647,3,3.094,0.9997
138,91,1,1.0,1.0,0.8571,0,3.234,0.9996
138,92,1,1.0,1.0,0.8613,0,3.192,0.9997
138,93,1,1.0,1.0,0.8739,9,3.13,0.9996
138,94,1,1.0,1.0,0.4778,3,3.511,0.9994
138,95,1,1.0,1.0,0.8467,0,3.319,0.9997
138,96,1,1.0,1.0,0.8606,1,3.063,0.9996
138,97,1,1.0,1.0,0.5081,6,3.031,0.9997
138,98,1,1.0,1.0,0.8592,1,3.764,0.9994
138,99,1,1.0,1.0,0.8613,1,3.338,0.9994
138,100,1,1.0,1.0,0.864,1,3.234,0.9998
139,1,1,1.0,1.0,0.8764,6,3.335,0.9999
139,2,1,1.0,1.0,0.8578,0,3.051,0.9997
139,3,1,1.0,1.0,0.8556,0,3.286,0.9992
139,4,1,1.0,1.0,0.8599,0,3.527,0.9996
139,5,1,1.0,1.0,0.8599,0,3.12,0.9995
139,6,1,1.0,1.0,0.5126,9,3.645,0.9997
139,7,1,1.0,1.0,0.862,1,3.246,0.9996
139,8,1,1.0,1.0,0.5052,9,3.64,0.9996
139,9,1,1.0,1.0,0.8571,0,3.047,0.9994
139,10,1,1.0,1.0,0.8634,3,3.188,0.9995
139,11,1,1.0,1.0,0.8592,0,3.53,0.9995
139,12,1,1.0,1.0,0.8627,1,3.19,0.9997
139,13,1,1.0,1.0,0.8613,0,3.182,0.9997
139,14,1,1.0,1.0,0.8563,0,3.555,0.9995
139,15,1,1.0,1.0,0.862,0,3.322,0.9996
139,16,1,1.0,1.0,0.5049,6,3.022,0.9996
139,17,1,1.0,1.0,0.8549,0,3.067,0.9998
139,18,1,1.0,1.0,0.8592,0,3.145,0.9998
139,19,1,1.0,1.0,0.8613,3,3.082,0.9995
139,20,1,1.0,1.0,0.4967,2,3.616,0.9997
139,21,1,1.0,1.0,0.8592,0,3.611,0.9996
139,22,1,1.0,1.0,0.8606,1,3.194,0.9996
139,23,1,1.0,1.0,0.864,2,3.102,0.9997
139,24,1,1.0,1.0,0.8585,0,3.21,0.9998
139,25,1,1.0,1.0,0.8667,6,3.503,0.9997
139,26,1,1.0,1.0,0.8599,0,3.414,0.9997
139,27,1,1.0,1.0,0.8592,0,3.238,0.9998
139,28,1,1.0,1.0,0.862,1,3.66,0.9997
139,29,1,1.0,1.0,0.8599,1,3.658,0.9996
139,30,1,1.0,1.0,0.862,1,3.247,0.9997
139,31,1,1.0,1.0,0.5124,8,3.238,0.9998
139,32,1,1.0,1.0,0.8606,1,3.136,0.9996
139,33,1,1.0,1.0,0.8606,1,3.534,0.9995
139,34,1,1.0,1.0,0.872,9,3.177,0.9998
139,35,1,1.0,1.0,0.8674,1,3.413,0.9999
139,36,1,1.0,1.0,0.4992,5,3.37,0.9995
139,37,1,1.0,1.0,0.5169,7,3.257,0.9995
139,38,1,1.0,1.0,0.8578,0,3.075,0.9995
139,39,1,1.0,1.0,0.5247,9,3.081,0.9996
139,40,1,1.0,1.0,0.5237,8,3.62,0.9997
139,41,1,1.0,1.0,0.5314,5,3.043,0.9999
139,42,1,1.0,1.0,0.8627,3,3.319,0.9995
139,43,1,1.0,1.0,0.8585,0,3.141,0.9998
139,44,1,1.0,1.0,0.5259,5,3.505,0.9998
139,45,1,1.0,1.0,0.8613,0,3.505,0.9998
139,46,1,1.0,1.0,0.8571,0,3.632,0.9995
139,47,1,1.0,1.0,0.8534,0,3.046,0.9998
139,48,1,1.0,1.0,0.8661,2,3.387,0.9997
139,49,1,1.0,1.0,0.8563,0,3.03,0.9998
139,50,1,1.0,1.0,0.8661,1,3.522,0.9998
139,51,1,1.0,1.0,0.8599,0,3.051,0.9996
139,52,1,1.0,1.0,0.8599,0,3.295,0.9997
139,53,1,1.0,1.0,0.8634,1,3.6,0.9997
139,54,1,1.0,1.0,0.4975,2,3.49,0.9998
139,55,1,1.0,1.0,0.8571,0,3.245,0.9996
139,56,1,1.0,1.0,0.8592,0,3.48,0.9995
139,57,1,1.0,1.0,0.8733,5,3.63,0.9998
139,58,1,1.0,1.0,0.8634,0,3.137,0.9999
139,59,1,1.0,1.0,0.8563,0,3.063,0.9996
139,60,1,1.0,1.0,0.8667,6,3.193,0.9995
139,61,1,1.0,1.0,0.8674,5,3.661,0.9995
139,62,1,1.0,1.0,0.8707,5,3.444,0.9995
139,63,1,1.0,1.0,0.8606,0,3.677,0.9996
139,64,1,1.0,1.0,0.8667,5,3.262,0.9995
139,65,1,1.0,1.0,0.505,3,3.216,0.9997
139,66,1,1.0,1.0,0.8585,0,3.137,0.9999
139,67,1,1.0,1.0,0.4638,2,3.521,0.9992
139,68,1,1.0,1.0,0.8667,3,3.005,0.9997
