tick,agent,r,bexp_A,beff_A,sigma,a,e,C
55,43,-1,0.5,0.5,0.0,0,-1.291,0.2407
55,44,1,0.6667,0.6924,0.2813,4,3.505,0.4336
55,45,-1,0.5,0.0,0.0,0,0.267,0.1135
55,46,-1,0.5,0.5,0.0,0,-0.618,0.1705
55,47,0,1.0,0.3521,0.805,9,-3.371,0.0758
55,48,-1,1.0,1.0,0.0,0,1.902,0.2301
55,49,0,0.0,0.4665,0.2625,4,-3.011,0.3018
55,50,-1,1.0,1.0,0.0,0,1.603,0.2101
55,51,0,0.5,0.467,0.2605,4,-3.297,0.2117
55,52,0,1.0,0.9312,0.2622,6,-3.503,0.3344
55,53,-1,1.0,1.0,0.0,0,1.956,0.3501
55,54,1,0.0,0.6511,0.2421,0,3.49,0.0819
55,55,-1,0.0,0.0,0.0,0,-2.112,0.5311
55,56,-1,0.6667,1.0,0.0,0,0.0,0.2069
55,57,1,0.6667,0.9132,0.8088,3,3.63,0.5048
55,58,1,1.0,1.0,0.2893,9,3.935,0.4247
55,59,1,0.3333,0.067,0.2625,8,3.248,0.3172
55,60,1,0.3333,0.8805,0.801,2,3.193,0.215
55,61,1,0.6667,0.8805,0.802,1,3.661,0.3713
55,62,1,1.0,1.0,0.8079,0,3.444,0.7411
55,63,-1,0.6667,0.6667,0.0,0,1.69,0.3545
55,64,1,0.5,1.0,0.801,1,3.262,0.0878
55,65,1,1.0,1.0,0.2571,0,3.216,0.3125
55,66,0,1.0,0.938,0.2491,6,-3.069,0.1334
55,67,1,0.6667,0.8852,0.8107,6,3.521,0.4081
55,68,1,1.0,1.0,0.8,0,3.005,0.2852
55,69,1,0.6667,0.8837,0.8079,8,3.182,0.3277
55,70,0,0.5,0.4624,0.2743,8,-3.479,0.0947
55,71,-1,1.0,0.6138,0.0,0,0.0,0.2602
55,72,-1,0.75,1.0,0.0,0,1.698,0.3882
55,73,1,1.0,1.0,0.8079,2,3.346,0.569
55,74,1,0.6667,0.7642,0.805,2,3.147,0.3823
55,75,-1,0.6667,0.5,0.0,0,1.267,0.2267
55,76,1,1.0,1.0,0.2748,3,3.238,0.4409
55,77,0,1.0,0.1179,0.804,6,-3.187,0.1603
55,78,-1,0.5,0.6667,0.0,0,0.12,0.2832
55,79,1,1.0,0.5313,0.254,3,3.113,0.264
55,80,1,1.0,1.0,0.2648,5,3.298,0.3811
55,81,-1,0.3333,0.3333,0.0,0,0.865,0.2388
55,82,-1,1.0,0.6667,0.0,0,1.946,0.4217
55,83,0,1.0,0.9337,0.2574,9,-3.216,0.4152
55,84,1,0.6667,0.8255,0.8079,5,3.179,0.3255
55,85,1,1.0,1.0,0.2774,8,3.15,0.4486
55,86,0,1.0,0.9406,0.2438,4,-3.483,0.3819
55,87,1,0.6667,0.8852,0.8107,5,3.038,0.3799
55,88,0,0.6667,0.6143,0.2802,8,-3.093,0.393
55,89,-1,0.6667,1.0,0.0,0,0.962,0.2724
55,90,-1,0.5,0.5,0.0,0,1.37,0.0249
55,91,1,1.0,1.0,0.2863,7,3.653,0.4928
55,92,-1,0.5,0.3834,0.0,0,0.0,0.26
55,93,1,0.75,0.9151,0.8126,5,3.13,0.4026
55,94,1,1.0,0.8842,0.8088,6,3.511,0.4193
55,95,0,0.5,0.3552,0.804,6,-3.515,0.1838
55,96,-1,1.0,0.5,0.0,0,-0.767,0.0643
55,97,1,0.5,1.0,0.2617,4,3.031,0.1503
55,98,-1,0.6667,0.6667,0.0,0,0.46,0.3063
55,99,0,1.0,0.9315,0.2617,7,-3.188,0.4714
55,100,-1,0.3333,0.0,0.0,0,0.0,0.1806
56,1,1,0.5,0.8868,0.8126,6,3.335,0.3772
56,2,-1,0.5,0.0,0.0,0,-0.646,0.1218
56,3,0,0.5,0.6143,0.2838,8,-3.235,0.1562
56,4,-1,0.0,0.0,0.0,0,-1.142,0.3286
56,5,1,0.75,1.0,0.2622,5,3.046,0.3786
56,6,1,1.0,1.0,0.2721,6,3.645,0.2761
56,7,0,0.5,0.0,0.2763,9,-3.632,0.1054
56,8,1,0.6667,0.6907,0.2721,3,3.64,0.4103
56,9,-1,0.6667,0.6908,0.0,0,0.0,0.2877
56,10,-1,1.0,0.6667,0.0,0,1.596,0.4954
56,11,-1,0.5,0.5,0.0,0,-0.047,0.2091
56,12,-1,1.0,0.3086,0.0,0,0.0,0.1527
56,13,0,1.0,0.942,0.2409,7,-3.32,0.5427
56,14,0,0.5,0.6212,0.2611,7,-3.328,0.2996
56,15,0,0.6667,0.4586,0.2877,9,-3.476,0.2133
56,16,1,0.3333,0.69,0.2644,2,3.022,0.1819
56,17,0,0.5,0.0,0.2493,1,-3.115,0.1056
56,18,0,0.3333,0.6263,0.2499,6,-3.349,0.2462
56,19,-1,1.0,0.6667,0.0,0,1.036,0.2661
56,20,1,0.3333,0.9162,0.2446,0,3.616,0.3093
56,21,-1,0.5,0.0,0.0,0,-0.033,0.1621
56,22,0,0.75,0.9255,0.2766,9,-3.02,0.3928
56,23,-1,0.3333,0.6667,0.0,0,1.374,0.1859
56,24,-1,0.5,0.6667,0.0,0,-0.691,0.2875
56,25,1,0.3333,0.8208,0.801,3,3.503,0.1891
56,26,-1,1.0,0.9174,0.0,0,0.0,0.2082
56,27,0,1.0,0.9373,0.2505,8,-3.946,0.4099
56,28,-1,1.0,0.5,0.0,0,0.566,0.0989
56,29,0,0.5,0.3105,0.2615,8,-3.073,0.1687
56,30,0,0.0,0.0,0.2693,9,-3.325,0.3168
56,31,1,0.3333,0.07,0.2682,6,3.238,0.1841
56,32,0,0.75,0.9367,0.2553,9,-3.072,0.3799
56,33,-1,1.0,1.0,0.0,0,1.522,0.5052
56,34,1,1.0,0.8248,0.8069,8,3.177,0.2862
56,35,1,1.0,1.0,0.8,0,3.413,0.2445
56,36,1,0.5,0.5318,0.2559,1,3.37,0.1881
56,37,1,1.0,1.0,0.2822,3,3.257,0.5902
56,38,0,0.5,0.4613,0.2783,7,-3.154,0.0718
56,39,1,0.3333,0.5411,0.2866,7,3.081,0.1933
56,40,1,1.0,0.5407,0.2888,5,3.62,0.2374
56,41,1,0.6667,0.6939,0.2896,5,3.043,0.4568
56,42,-1,1.0,0.5,0.0,0,0.901,0.0548
56,43,-1,0.0,0.5,0.0,0,-1.904,0.3167
56,44,1,1.0,0.693,0.2849,4,3.505,0.4902
56,45,-1,0.5,0.5,0.0,0,-0.532,0.2021
56,46,-1,0.5,0.5,0.0,0,0.116,0.2534
56,47,0,1.0,0.3521,0.2415,0,-3.371,0.0531
56,48,-1,1.0,1.0,0.0,0,2.792,0.3071
56,49,0,0.3333,0.0,0.2625,5,-3.011,0.2113
56,50,-1,1.0,1.0,0.0,0,2.227,0.2891
56,51,0,0.5,0.4661,0.2605,5,-3.297,0.1482
56,52,0,1.0,0.9312,0.2622,7,-3.503,0.401
56,53,-1,1.0,1.0,0.0,0,2.385,0.415
56,54,1,0.0,0.0586,0.2421,1,3.49,0.1737
56,55,-1,0.0,0.0,0.0,0,-2.352,0.578
56,56,-1,0.0,0.6667,0.0,0,-0.862,0.1448
56,57,1,0.75,0.8847,0.8098,3,3.63,0.5543
56,58,1,1.0,1.0,0.2929,9,3.935,0.4823
56,59,1,0.6667,0.3793,0.2662,8,3.248,0.222
56,60,1,0.5,0.7611,0.802,2,3.193,0.2935
56,61,1,0.6667,0.8811,0.803,1,3.661,0.4342
56,62,1,0.75,1.0,0.8079,1,3.444,0.5188
56,63,-1,0.3333,0.6667,0.0,0,1.206,0.2482
56,64,1,0.5,0.8208,0.802,1,3.262,0.179
56,65,1,0.6667,1.0,0.2571,1,3.216,0.2187
56,66,0,1.0,0.938,0.2491,7,-3.069,0.22
56,67,1,0.6667,0.8858,0.8117,6,3.521,0.4673
56,68,1,1.0,1.0,0.801,0,3.005,0.3567
56,69,1,0.6667,0.8842,0.8088,8,3.182,0.3949
56,70,0,0.5,0.4624,0.2779,8,-3.479,0.1853
56,71,-1,0.6667,1.0,0.0,0,-0.942,0.1822
56,72,-1,0.3333,0.75,0.0,0,0.903,0.2718
56,73,1,0.75,1.0,0.8079,3,3.346,0.3983
56,74,1,0.3333,0.8826,0.805,3,3.147,0.2676
56,75,-1,0.5,0.6667,0.0,0,0.397,0.1587
56,76,1,1.0,1.0,0.2785,3,3.238,0.4968
56,77,0,1.0,0.3536,0.804,7,-3.187,0.1122
56,78,-1,0.3333,0.5,0.0,0,-0.618,0.3549
56,79,1,1.0,1.0,0.2577,3,3.113,0.3376
56,80,1,1.0,1.0,0.2685,5,3.298,0.443
56,81,-1,1.0,0.3333,0.0,0,1.633,0.1672
56,82,-1,1.0,1.0,0.0,0,2.421,0.4795
56,83,-1,1.0,0.9337,0.0,0,0.0,0.4736
56,84,1,0.6667,0.8842,0.8079,6,3.179,0.2278
56,85,1,1.0,1.0,0.281,8,3.15,0.5038
56,86,0,0.6667,0.9406,0.2476,4,-3.483,0.2673
56,87,1,0.6667,0.8858,0.8117,5,3.038,0.4419
56,88,0,0.3333,0.6143,0.2838,8,-3.093,0.2751
56,89,-1,0.6667,0.6667,0.0,0,1.467,0.3452
56,90,-1,0.5,0.5,0.0,0,2.265,0.0175
56,91,1,0.6667,1.0,0.2863,8,3.653,0.345
56,92,-1,0.6667,0.5,0.0,0,0.863,0.334
56,93,1,0.6667,0.9151,0.8136,5,3.13,0.4623
56,94,1,1.0,1.0,0.8098,6,3.511,0.4774
56,95,0,0.5,0.1768,0.804,7,-3.515,0.1287
56,96,-1,0.5,1.0,0.0,0,-1.743,0.045
56,97,1,0.0,0.5342,0.2617,5,3.031,0.1052
56,98,-1,0.3333,0.6667,0.0,0,-0.211,0.2144
56,99,0,1.0,0.9315,0.2617,8,-3.188,0.5243
56,100,-1,1.0,0.3333,0.0,0,0.855,0.1264
57,1,1,0.6667,0.8302,0.8136,6,3.335,0.4395
57,2,-1,1.0,0.5,0.0,0,0.188,0.2096
57,3,0,0.0,0.4597,0.2874,8,-3.235,0.2406
57,4,-1,0.3333,0.0,0.0,0,-0.482,0.2301
57,5,1,0.3333,0.7672,0.2622,6,3.046,0.265
57,6,1,1.0,1.0,0.2758,6,3.645,0.3485
57,7,-1,1.0,0.4618,0.0,0,0.0,0.0738
57,8,1,0.3333,0.6914,0.2721,4,3.64,0.2872
57,9,-1,0.3333,0.6667,0.0,0,-0.831,0.2014
57,10,-1,1.0,1.0,0.0,0,1.953,0.5458
57,11,-1,1.0,0.5,0.0,0,0.494,0.2882
57,12,-1,1.0,1.0,0.0,0,0.835,0.2375
57,13,0,0.75,0.942,0.2447,7,-3.32,0.3799
57,14,0,0.6667,0.4659,0.2611,8,-3.328,0.2097
57,15,0,0.5,0.6115,0.2912,9,-3.476,0.1493
57,16,1,0.0,0.3799,0.2644,3,3.022,0.2637
57,17,0,1.0,0.4689,0.2493,2,-3.115,0.0739
57,18,0,0.0,0.3125,0.2537,6,-3.349,0.3215
57,19,-1,1.0,1.0,0.0,0,1.649,0.3395
57,20,1,0.3333,0.3732,0.2484,0,3.616,0.2165
57,21,-1,1.0,0.5,0.0,0,0.756,0.1135
57,22,0,0.3333,0.6926,0.2802,9,-3.02,0.275
57,23,-1,0.0,0.3333,0.0,0,0.584,0.2673
57,24,-1,0.6667,0.5,0.0,0,0.167,0.2013
57,25,1,0.0,0.7611,0.801,4,3.503,0.1324
57,26,-1,1.0,1.0,0.0,0,0.617,0.2874
57,27,0,0.6667,0.9373,0.2542,8,-3.946,0.2869
57,28,-1,0.5,1.0,0.0,0,-0.277,0.0692
57,29,0,1.0,0.4658,0.2615,9,-3.073,0.1181
57,30,-1,0.3333,0.0,0.0,0,0.0,0.2218
57,31,1,1.0,0.3813,0.2719,6,3.238,0.1289
57,32,-1,0.6667,0.7011,0.0,0,0.0,0.4419
57,33,-1,0.75,1.0,0.0,0,0.794,0.3536
57,34,1,1.0,1.0,0.8079,8,3.177,0.3576
57,35,1,0.5,1.0,0.8,1,3.413,0.1712
57,36,1,1.0,0.5327,0.2596,1,3.37,0.2693
57,37,1,0.75,1.0,0.2822,4,3.257,0.4132
57,38,0,1.0,0.4613,0.2783,8,-3.154,0.0503
57,39,1,0.5,0.3881,0.2902,7,3.081,0.1353
57,40,1,0.5,1.0,0.2888,6,3.62,0.1662
57,41,1,1.0,0.6946,0.2932,5,3.043,0.5111
57,42,-1,0.5,1.0,0.0,0,-0.054,0.0384
57,43,-1,0.0,0.0,0.0,0,-2.429,0.385
57,44,1,1.0,1.0,0.2885,4,3.505,0.5412
57,45,-1,0.5,0.5,0.0,0,0.206,0.2819
57,46,-1,0.6667,0.5,0.0,0,1.155,0.1774
57,47,0,1.0,0.9417,0.2415,1,-3.371,0.1478
57,48,1,1.0,1.0,0.8,0,3.387,0.3764
57,49,0,1.0,0.3104,0.2625,6,-3.011,0.1479
57,50,-1,1.0,1.0,0.0,0,2.95,0.3602
57,51,0,1.0,0.4661,0.2605,6,-3.297,0.1037
57,52,0,1.0,0.9312,0.2622,8,-3.503,0.4609
57,53,-1,1.0,1.0,0.0,0,2.925,0.4735
57,54,1,0.5,0.0586,0.2459,1,3.49,0.1216
57,55,-1,0.0,0.0,0.0,0,-2.726,0.6202
57,56,-1,0.5,0.0,0.0,0,-0.001,0.1014
57,57,1,0.75,0.9139,0.8107,3,3.63,0.5989
57,58,-1,0.6667,1.0,0.0,0,0.0,0.3376
57,59,1,1.0,0.6903,0.2699,8,3.248,0.2998
57,60,1,0.6667,0.8216,0.803,2,3.193,0.3641
57,61,1,1.0,0.8816,0.804,1,3.661,0.4907
57,62,1,0.75,0.9132,0.8088,1,3.444,0.5669
57,63,-1,0.5,0.3333,0.0,0,1.976,0.1737
57,64,1,1.0,0.8216,0.803,1,3.262,0.2611
57,65,1,0.5,0.6887,0.2608,1,3.216,0.2969
57,66,0,1.0,0.938,0.2491,8,-3.069,0.298
57,67,1,1.0,0.8863,0.8126,6,3.521,0.5205
57,68,1,1.0,1.0,0.802,0,3.005,0.421
57,69,1,1.0,0.8847,0.8098,8,3.182,0.4554
57,70,0,0.5,0.4614,0.2779,9,-3.479,0.1297
57,71,-1,0.5,0.6667,0.0,0,-0.198,0.2639
57,72,-1,0.3333,0.3333,0.0,0,1.697,0.1902
57,73,1,0.3333,0.9132,0.8079,4,3.346,0.2788
57,74,1,0.3333,0.7653,0.805,4,3.147,0.1873
57,75,-1,0.5,0.5,0.0,0,1.14,0.2428
57,76,1,0.6667,1.0,0.2785,4,3.238,0.3478
57,77,0,1.0,0.3536,0.804,8,-3.187,0.0786
57,78,-1,0.6667,0.3333,0.0,0,0.143,0.2484
57,79,1,0.6667,1.0,0.2577,4,3.113,0.2363
57,80,1,1.0,1.0,0.2721,5,3.298,0.4987
57,81,-1,1.0,1.0,0.0,0,2.505,0.2505
57,82,-1,1.0,1.0,0.0,0,2.902,0.5316
57,83,-1,0.6667,1.0,0.0,0,-0.857,0.3315
57,84,1,0.0,0.8842,0.8079,7,3.179,0.1595
57,85,1,0.75,1.0,0.281,9,3.15,0.3526
57,86,0,0.6667,0.6258,0.2476,5,-3.483,0.3406
57,87,1,1.0,0.8863,0.8126,5,3.038,0.4977
57,88,0,0.6667,0.3065,0.2838,9,-3.093,0.1926
57,89,-1,0.6667,0.6667,0.0,0,2.006,0.4106
57,90,1,1.0,0.5,0.8,0,3.094,0.1157
57,91,1,0.6667,0.694,0.2899,8,3.653,0.4105
57,92,-1,0.6667,0.6667,0.0,0,1.421,0.4006
57,93,1,0.6667,0.8873,0.8145,5,3.13,0.5161
57,94,1,0.6667,1.0,0.8098,7,3.511,0.3342
57,95,0,1.0,0.1768,0.804,8,-3.515,0.0901
57,96,-1,0.0,0.5,0.0,0,-2.717,0.0315
57,97,1,0.5,0.0685,0.2654,5,3.031,0.0737
57,98,-1,0.5,0.3333,0.0,0,0.667,0.1501
57,99,0,1.0,0.9315,0.2617,9,-3.188,0.5718
57,100,-1,1.0,1.0,0.0,0,1.55,0.2138
58,1,1,0.6667,0.8873,0.8145,6,3.335,0.4955
58,2,-1,1.0,1.0,0.0,0,0.962,0.2887
58,3,0,0.0,0.0,0.291,8,-3.235,0.3165
58,4,-1,0.5,0.3333,0.0,0,-0.985,0.307
58,5,1,0.3333,0.3792,0.2659,6,3.046,0.1855
58,6,1,0.6667,1.0,0.2758,7,3.645,0.2439
58,7,-1,1.0,1.0,0.0,0,0.956,0.1664
58,8,1,0.3333,0.3827,0.2721,5,3.64,0.3585
58,9,-1,0.0,0.3333,0.0,0,-1.481,0.2812
58,10,-1,1.0,1.0,0.0,0,2.384,0.5912
58,11,-1,0.6667,1.0,0.0,0,-0.467,0.2017
58,12,-1,1.0,1.0,0.0,0,1.424,0.3137
58,13,0,0.3333,0.7051,0.2485,7,-3.32,0.2659
58,14,0,1.0,0.6212,0.2611,9,-3.328,0.2887
58,15,-1,0.5,0.4576,0.0,0,0.0,0.1045
58,16,1,0.3333,0.0699,0.2681,3,3.022,0.1846
58,17,0,1.0,0.9378,0.2493,3,-3.115,0.1665
58,18,0,0.3333,0.0,0.2537,7,-3.349,0.2251
58,19,-1,1.0,1.0,0.0,0,2.178,0.4055
58,20,1,1.0,0.3745,0.2522,0,3.616,0.1516
58,21,-1,0.5,1.0,0.0,0,-0.205,0.0794
58,22,0,0.0,0.3072,0.2838,9,-3.02,0.3475
58,23,-1,0.3333,0.0,0.0,0,1.363,0.1871
58,24,-1,0.5,0.6667,0.0,0,-0.605,0.1409
58,25,1,0.5,0.6416,0.802,4,3.503,0.2192
58,26,-1,0.6667,1.0,0.0,0,-0.186,0.2012
58,27,0,0.6667,0.6236,0.2542,9,-3.946,0.3582
58,28,-1,0.5,0.5,0.0,0,0.617,0.1623
58,29,-1,1.0,0.9316,0.0,0,0.0,0.2063
58,30,-1,1.0,0.3333,0.0,0,0.94,0.1552
58,31,1,1.0,1.0,0.2755,6,3.238,0.216
58,32,-1,0.6667,0.6667,0.0,0,0.272,0.4977
58,33,-1,0.6667,0.75,0.0,0,1.32,0.4183
58,34,1,1.0,1.0,0.8088,8,3.177,0.4218
58,35,1,0.5,0.82,0.801,1,3.413,0.2541
58,36,1,1.0,1.0,0.2633,1,3.37,0.3423
58,37,1,0.3333,0.7699,0.2822,5,3.257,0.2892
58,38,0,0.5,0.9226,0.2819,8,-3.154,0.0352
58,39,1,1.0,0.5421,0.2937,7,3.081,0.2218
58,40,1,0.5,0.5417,0.2923,6,3.62,0.2496
58,41,1,1.0,1.0,0.2967,5,3.043,0.56
58,42,-1,0.5,0.5,0.0,0,0.677,0.1345
58,43,-1,0.3333,0.0,0.0,0,-1.608,0.2695
58,44,1,1.0,1.0,0.292,4,3.505,0.5871
58,45,-1,0.3333,0.5,0.0,0,-0.631,0.1973
58,46,-1,0.5,0.6667,0.0,0,0.139,0.1242
58,47,0,1.0,0.9417,0.2415,2,-3.371,0.233
58,48,1,1.0,1.0,0.801,0,3.387,0.4388
58,49,0,1.0,0.9311,0.2625,7,-3.011,0.2331
58,50,1,1.0,1.0,0.8,0,3.522,0.4242
58,51,0,1.0,0.9321,0.2605,7,-3.297,0.1934
58,52,0,0.6667,0.9312,0.2659,8,-3.503,0.3226
58,53,-1,0.6667,1.0,0.0,0,2.278,0.3315
58,54,1,1.0,0.5302,0.2496,1,3.49,0.2094
58,55,-1,0.25,0.0,0.0,0,-2.098,0.4341
58,56,-1,1.0,0.5,0.0,0,0.931,0.071
58,57,1,1.0,0.9143,0.8117,3,3.63,0.639
58,58,-1,0.6667,0.6667,0.0,0,0.615,0.4038
58,59,1,0.6667,1.0,0.2699,9,3.248,0.2099
58,60,1,0.6667,0.8816,0.803,3,3.193,0.2549
58,61,1,1.0,1.0,0.805,1,3.661,0.5417
58,62,1,0.75,0.9135,0.8098,1,3.444,0.6102
58,63,-1,1.0,0.5,0.0,0,2.581,0.2563
58,64,1,1.0,1.0,0.804,1,3.262,0.335
58,65,1,0.6667,0.534,0.2645,1,3.216,0.3672
58,66,0,1.0,0.938,0.2491,9,-3.069,0.3682
58,67,1,1.0,1.0,0.8136,6,3.521,0.5685
58,68,1,0.6667,1.0,0.802,1,3.005,0.2947
58,69,1,1.0,1.0,0.8107,8,3.182,0.5099
58,70,0,0.5,0.4614,0.2816,9,-3.479,0.2167
58,71,-1,0.3333,0.5,0.0,0,-0.839,0.3375
58,72,-1,0.5,0.3333,0.0,0,1.113,0.2712
58,73,1,0.3333,0.7684,0.8088,4,3.346,0.3509
58,74,1,0.5,0.7653,0.8059,4,3.147,0.2686
58,75,-1,1.0,0.5,0.0,0,1.802,0.3185
58,76,1,0.3333,0.6925,0.2785,5,3.238,0.2434
58,77,0,0.5,0.3536,0.805,8,-3.187,0.1707
58,78,-1,1.0,0.6667,0.0,0,1.034,0.3236
58,79,1,0.0,0.6888,0.2577,5,3.113,0.1654
58,80,1,1.0,1.0,0.2758,5,3.298,0.5488
58,81,-1,0.6667,1.0,0.0,0,1.583,0.1753
58,82,1,1.0,1.0,0.8,0,3.612,0.5784
58,83,-1,0.6667,0.6667,0.0,0,-0.251,0.3984
58,84,1,0.5,0.6526,0.8088,7,3.179,0.2435
58,85,-1,0.3333,0.7697,0.0,0,0.0,0.2468
58,86,0,0.3333,0.6258,0.2513,5,-3.483,0.2384
58,87,1,1.0,1.0,0.8136,5,3.038,0.548
58,88,-1,1.0,0.613,0.0,0,0.0,0.2733
58,89,-1,0.6667,0.6667,0.0,0,1.345,0.2875
58,90,1,0.5,1.0,0.8,1,3.094,0.081
58,91,1,0.3333,0.6947,0.2899,9,3.653,0.2873
58,92,-1,0.6667,0.6667,0.0,0,0.788,0.2804
58,93,1,0.5,0.8878,0.8145,6,3.13,0.3613
58,94,1,0.6667,0.8852,0.8107,7,3.511,0.4008
58,95,0,1.0,0.3536,0.804,9,-3.515,0.0631
58,96,-1,0.5,0.0,0.0,0,-1.628,0.0221
58,97,1,1.0,0.5352,0.269,5,3.031,0.1663
58,98,-1,0.5,0.5,0.0,0,-0.056,0.2351
58,99,0,0.75,0.9315,0.2654,9,-3.188,0.4003
58,100,-1,1.0,1.0,0.0,0,2.196,0.2924
59,1,1,1.0,0.8878,0.8154,6,3.335,0.546
59,2,-1,0.6667,1.0,0.0,0,0.139,0.2021
59,3,0,0.3333,0.0,0.291,9,-3.235,0.2215
59,4,-1,0.6667,0.5,0.0,0,-0.205,0.2149
59,5,1,1.0,0.3805,0.2696,6,3.046,0.1298
59,6,1,0.5,0.692,0.2794,7,3.645,0.3196
59,7,-1,0.5,1.0,0.0,0,-0.056,0.1165
59,8,1,0.3333,0.3827,0.2758,5,3.64,0.2509
59,9,-1,0.3333,0.0,0.0,0,-0.792,0.1969
59,10,-1,1.0,1.0,0.0,0,2.977,0.6321
59,11,-1,0.5,0.6667,0.0,0,0.34,0.2815
59,12,-1,1.0,1.0,0.0,0,2.103,0.3823
59,13,0,0.3333,0.3128,0.2485,8,-3.32,0.1861
59,14,-1,1.0,0.9318,0.0,0,0.0,0.3599
59,15,-1,1.0,0.5,0.0,0,1.043,0.0731
59,16,1,1.0,0.3812,0.2717,3,3.022,0.1292
59,17,0,1.0,0.9378,0.2493,4,-3.115,0.2499
59,18,0,1.0,0.3119,0.2537,8,-3.349,0.1576
59,19,-1,0.6667,1.0,0.0,0,1.391,0.2839
59,20,1,1.0,1.0,0.2559,0,3.616,0.2364
59,21,-1,0.0,0.5,0.0,0,-0.849,0.1715
59,22,-1,0.3333,0.0,0.0,0,0.0,0.2432
59,23,-1,1.0,0.3333,0.0,0,2.282,0.131
59,24,-1,0.0,0.5,0.0,0,-1.693,0.0986
59,25,1,1.0,0.8216,0.803,4,3.503,0.2972
59,26,-1,0.0,0.6667,0.0,0,-1.196,0.1408
59,27,-1,0.6667,0.6236,0.0,0,0.0,0.4224
59,28,-1,1.0,0.5,0.0,0,1.402,0.1136
59,29,-1,1.0,1.0,0.0,0,0.791,0.2856
59,30,-1,1.0,1.0,0.0,0,1.884,0.2397
59,31,1,0.5,1.0,0.2755,7,3.238,0.1512
59,32,-1,0.6667,0.6667,0.0,0,-0.306,0.3484
59,33,-1,0.6667,0.6667,0.0,0,1.706,0.4764
59,34,1,1.0,1.0,0.8098,8,3.177,0.4797
59,35,1,0.6667,0.8208,0.802,1,3.413,0.3287
59,36,1,1.0,1.0,0.267,1,3.37,0.4081
59,37,1,0.3333,0.3864,0.2858,5,3.257,0.2024
59,38,0,0.5,0.4603,0.2819,9,-3.154,0.0246
59,39,1,1.0,1.0,0.2972,7,3.081,0.2996
59,40,1,0.5,0.5427,0.2923,7,3.62,0.1747
59,41,1,1.0,1.0,0.3002,5,3.043,0.604
59,42,-1,1.0,0.5,0.0,0,1.556,0.0942
59,43,-1,0.3333,0.3333,0.0,0,-2.34,0.3426
59,44,1,1.0,1.0,0.2956,4,3.505,0.6284
59,45,-1,0.5,0.3333,0.0,0,0.277,0.1381
59,46,-1,0.0,0.5,0.0,0,-0.6,0.2118
59,47,0,1.0,0.9417,0.2415,3,-3.371,0.3097
59,48,1,1.0,1.0,0.802,0,3.387,0.4949
59,49,0,1.0,0.9311,0.2625,8,-3.011,0.3098
59,50,1,1.0,1.0,0.801,0,3.522,0.4818
59,51,0,1.0,0.9321,0.2605,8,-3.297,0.274
59,52,0,0.6667,0.6195,0.2659,9,-3.503,0.3903
59,53,-1,0.6667,0.6667,0.0,0,2.876,0.3983
59,54,1,1.0,1.0,0.2534,1,3.49,0.2885
59,55,-1,0.6667,0.25,0.0,0,-1.349,0.3039
59,56,-1,0.5,1.0,0.0,0,-0.027,0.0497
59,57,1,0.75,1.0,0.8117,4,3.63,0.4473
59,58,-1,0.6667,0.6667,0.0,0,1.252,0.4634
59,59,1,0.5,0.6909,0.2735,9,3.248,0.2889
59,60,1,0.6667,0.8816,0.804,3,3.193,0.3294
59,61,1,0.75,1.0,0.805,2,3.661,0.3792
59,62,1,0.75,0.9139,0.8107,1,3.444,0.6492
59,63,-1,0.6667,1.0,0.0,0,1.794,0.1794
59,64,1,1.0,1.0,0.805,1,3.262,0.4015
59,65,1,1.0,0.69,0.2682,1,3.216,0.4305
59,66,-1,1.0,0.938,0.0,0,0.0,0.4314
59,67,1,0.75,1.0,0.8136,7,3.521,0.3979
59,68,1,0.6667,0.8811,0.803,1,3.005,0.3652
59,69,1,0.75,1.0,0.8107,9,3.182,0.3569
59,70,0,0.0,0.4604,0.2851,9,-3.479,0.295
59,71,-1,0.6667,0.3333,0.0,0,-0.169,0.2363
59,72,-1,0.3333,0.5,0.0,0,0.312,0.3441
59,73,1,0.6667,0.7695,0.8098,4,3.346,0.4158
59,74,1,0.6667,0.8248,0.8069,4,3.147,0.3417
59,75,-1,1.0,1.0,0.0,0,2.379,0.3867
59,76,1,0.5,0.385,0.2821,5,3.238,0.1704
59,77,0,0.5,0.176,0.805,9,-3.187,0.1195
59,78,-1,0.6667,1.0,0.0,0,0.39,0.2265
59,79,1,0.5,0.0664,0.2614,5,3.113,0.1158
59,80,1,1.0,1.0,0.2794,5,3.298,0.594
59,81,-1,0.0,0.6667,0.0,0,0.803,0.1227
59,82,1,0.75,1.0,0.8,1,3.612,0.4049
59,83,-1,0.6667,0.6667,0.0,0,0.233,0.4586
59,84,1,1.0,0.8271,0.8098,7,3.179,0.3192
59,85,-1,0.0,0.3333,0.0,0,-0.445,0.3222
59,86,0,0.0,0.3123,0.2551,5,-3.483,0.3146
59,87,1,1.0,1.0,0.8145,5,3.038,0.5932
59,88,-1,1.0,1.0,0.0,0,0.637,0.346
59,89,-1,0.6667,0.6667,0.0,0,1.83,0.3587
59,90,1,0.5,0.82,0.801,1,3.094,0.1729
59,91,-1,0.3333,0.3894,0.0,0,0.0,0.3586
59,92,-1,0.6667,0.6667,0.0,0,1.379,0.3524
59,93,1,0.6667,0.8317,0.8154,6,3.13,0.4251
