condition,tick,fraction_A,coordination_rate,mean_confidence,num_crystallised,mean_norm_strength,belief_error,num_enforcements
Neither,73,0.56,0.52,0.23759418413452565,0,0.0,0.25263333333333315,0
Neither,74,0.5,0.36,0.23688789460810988,0,0.0,0.2475000000000001,0
Neither,75,0.48,0.44,0.24367720412567176,0,0.0,0.26726666666666676,0
Neither,76,0.5,0.52,0.25298077702919514,0,0.0,0.23583333333333342,0
Neither,77,0.4,0.48,0.24869352177391021,0,0.0,0.23399999999999999,0
Neither,78,0.5,0.56,0.24426664708735601,0,0.0,0.2418333333333334,0
Neither,79,0.48,0.44,0.23811638961728046,0,0.0,0.23893333333333333,0
Neither,80,0.51,0.38,0.23288224094208554,0,0.0,0.25153333333333333,0
Neither,81,0.58,0.56,0.24693618014133875,0,0.0,0.29079999999999984,0
Neither,82,0.47,0.38,0.24364907210656545,0,0.0,0.23233333333333342,0
Neither,83,0.49,0.5,0.24920462098514232,0,0.0,0.2653333333333333,0
Neither,84,0.55,0.54,0.24504299136195137,0,0.0,0.22750000000000017,0
Neither,85,0.42,0.52,0.2564612371346764,0,0.0,0.23329999999999976,0
Neither,86,0.55,0.42,0.2524426087799952,0,0.0,0.25550000000000006,0
Neither,87,0.44,0.4,0.2556550579727313,0,0.0,0.28069999999999995,0
Neither,88,0.47,0.46,0.25835134128914994,0,0.0,0.21756666666666674,0
Neither,89,0.48,0.6,0.2555292462905555,0,0.0,0.29410000000000014,0
Neither,90,0.45,0.54,0.2595067367583534,0,0.0,0.298,0
Neither,91,0.47,0.46,0.2573029749282377,0,0.0,0.21480000000000016,0
Neither,92,0.51,0.5,0.2529035523051509,0,0.0,0.2613333333333334,0
Neither,93,0.52,0.48,0.25611939837808956,0,0.0,0.2335,0
Neither,94,0.39,0.66,0.2685263504624736,0,0.0,0.2712333333333335,0
Neither,95,0.42,0.52,0.2721509398986666,0,0.0,0.2637666666666666,0
Neither,96,0.47,0.62,0.26697348485845684,0,0.0,0.2593,0
Neither,97,0.51,0.62,0.2705656499608451,0,0.0,0.25863333333333327,0
Neither,98,0.44,0.4,0.28388581805399904,0,0.0,0.2570999999999999,0
Neither,99,0.47,0.5,0.27285987820659213,0,0.0,0.2738333333333333,0
Neither,100,0.52,0.56,0.2697776154679007,0,0.0,0.23513333333333336,0
Neither,101,0.53,0.54,0.25326479743942476,0,0.0,0.26230000000000003,0
Neither,102,0.56,0.4,0.25353766210764567,0,0.0,0.25746666666666657,0
Neither,103,0.42,0.6,0.25778799925422285,0,0.0,0.2915666666666665,0
Neither,104,0.43,0.42,0.25781558427277157,0,0.0,0.2528666666666668,0
Neither,105,0.47,0.46,0.2564229250118483,0,0.0,0.2612333333333334,0
Neither,106,0.47,0.46,0.2608409715993828,0,0.0,0.25410000000000005,0
Neither,107,0.5,0.44,0.26944874858772133,0,0.0,0.26916666666666683,0
Neither,108,0.47,0.5,0.26959754214620174,0,0.0,0.24623333333333336,0
Neither,109,0.5,0.44,0.26513030641210006,0,0.0,0.22916666666666669,0
Neither,110,0.49,0.42,0.25756027951384886,0,0.0,0.24346666666666666,0
Neither,111,0.51,0.42,0.2645180674186617,0,0.0,0.2376000000000002,0
Neither,112,0.47,0.5,0.2596420872305003,0,0.0,0.2745666666666667,0
Neither,113,0.45,0.38,0.2600716277351116,0,0.0,0.25166666666666676,0
Neither,114,0.48,0.48,0.2579402663948278,0,0.0,0.2619666666666668,0
Neither,115,0.49,0.62,0.25806072314020817,0,0.0,0.23260000000000008,0
Neither,116,0.56,0.48,0.25002166832702755,0,0.0,0.26189999999999974,0
Neither,117,0.52,0.56,0.25448657399602925,0,0.0,0.21810000000000007,0
Neither,118,0.46,0.52,0.24767707846279138,0,0.0,0.25023333333333314,0
Neither,119,0.49,0.38,0.24691463733687233,0,0.0,0.2822,0
Neither,120,0.53,0.46,0.25434859586194425,0,0.0,0.2327,0
Neither,121,0.54,0.52,0.24081234398204313,0,0.0,0.25549999999999984,0
Neither,122,0.47,0.54,0.2286446272336601,0,0.0,0.27353333333333324,0
Neither,123,0.52,0.6,0.24192394807359274,0,0.0,0.2705666666666666,0
Neither,124,0.5,0.48,0.24420164413405207,0,0.0,0.2616666666666669,0
Neither,125,0.54,0.48,0.24816397105380225,0,0.0,0.2687666666666665,0
Neither,126,0.61,0.58,0.24248535188566545,0,0.0,0.2725999999999999,0
Neither,127,0.55,0.46,0.2522932374159143,0,0.0,0.27899999999999997,0
Neither,128,0.46,0.52,0.26326719387799985,0,0.0,0.2586,0
Neither,129,0.44,0.52,0.2756045278083112,0,0.0,0.2573666666666665,0
Neither,130,0.45,0.5,0.2815492843636488,0,0.0,0.25200000000000006,0
Neither,131,0.51,0.46,0.2822042036918287,0,0.0,0.2717333333333334,0
Neither,132,0.49,0.5,0.2725712934234698,0,0.0,0.2645,0
Neither,133,0.54,0.4,0.26647339306838086,0,0.0,0.23789999999999975,0
Neither,134,0.48,0.56,0.25448425268677294,0,0.0,0.21810000000000007,0
Neither,135,0.48,0.56,0.249887170230584,0,0.0,0.23513333333333336,0
Neither,136,0.51,0.54,0.2498100270120233,0,0.0,0.23319999999999994,0
Neither,137,0.44,0.56,0.2384221815260138,0,0.0,0.28199999999999986,0
Neither,138,0.49,0.42,0.2453703763389755,0,0.0,0.27660000000000007,0
Neither,139,0.45,0.42,0.23236725413709183,0,0.0,0.28883333333333344,0
Neither,140,0.52,0.44,0.22917691797843937,0,0.0,0.2625666666666666,0
Neither,141,0.53,0.46,0.2434493048252859,0,0.0,0.25043333333333323,0
Neither,142,0.47,0.42,0.2436137011086326,0,0.0,0.2894333333333333,0
Neither,143,0.49,0.42,0.25937583203786885,0,0.0,0.27236666666666676,0
Neither,144,0.51,0.54,0.26426528184444725,0,0.0,0.2711666666666666,0
Neither,145,0.47,0.5,0.259121027261476,0,0.0,0.2635000000000002,0
Neither,146,0.54,0.48,0.2505920233222035,0,0.0,0.2863333333333333,0
Neither,147,0.44,0.52,0.24469301707825541,0,0.0,0.25383333333333313,0
Neither,148,0.54,0.56,0.23660522623180835,0,0.0,0.22436666666666658,0
Neither,149,0.6,0.52,0.23359334924031783,0,0.0,0.26400000000000007,0
Neither,150,0.51,0.54,0.23393171835737697,0,0.0,0.2706,0
Neither,151,0.5,0.56,0.21720250815158168,0,0.0,0.23333333333333336,0
Neither,152,0.5,0.44,0.2205493574276911,0,0.0,0.2941666666666667,0
Neither,153,0.41,0.46,0.2211713709344073,0,0.0,0.2906333333333334,0
Neither,154,0.52,0.52,0.22235874539521064,0,0.0,0.24123333333333327,0
Neither,155,0.5,0.6,0.22733052288513542,0,0.0,0.2741666666666668,0
Neither,156,0.53,0.34,0.21589379843437212,0,0.0,0.28136666666666676,0
Neither,157,0.45,0.42,0.21143106007180545,0,0.0,0.25500000000000006,0
Neither,158,0.55,0.62,0.218084558400845,0,0.0,0.27766666666666673,0
Neither,159,0.46,0.56,0.21386136810026626,0,0.0,0.26623333333333327,0
Neither,160,0.49,0.58,0.23014282997718027,0,0.0,0.27593333333333336,0
Neither,161,0.49,0.42,0.24467701827689814,0,0.0,0.31369999999999987,0
Neither,162,0.45,0.5,0.25744268665262626,0,0.0,0.2801666666666667,0
Neither,163,0.55,0.54,0.2539087812104418,0,0.0,0.29516666666666674,0
Neither,164,0.41,0.66,0.24173028216729125,0,0.0,0.27913333333333346,0
Neither,165,0.54,0.36,0.2366442810972243,0,0.0,0.26439999999999975,0
Neither,166,0.51,0.5,0.23910895413406646,0,0.0,0.25676666666666653,0
Neither,167,0.42,0.52,0.2279437999915463,0,0.0,0.24446666666666647,0
Neither,168,0.51,0.5,0.2255830358952949,0,0.0,0.27483333333333343,0
Neither,169,0.45,0.3,0.23679043370020506,0,0.0,0.22783333333333355,0
Neither,170,0.53,0.54,0.23618799152301861,0,0.0,0.23043333333333343,0
Neither,171,0.48,0.4,0.23396453519570726,0,0.0,0.24766666666666673,0
Neither,172,0.51,0.58,0.25323117075323204,0,0.0,0.3028000000000001,0
Neither,173,0.57,0.62,0.26796672976215363,0,0.0,0.2632000000000002,0
Neither,174,0.43,0.42,0.2581577483712037,0,0.0,0.2548666666666669,0
Neither,175,0.6,0.6,0.2646578624723029,0,0.0,0.2858333333333334,0
Neither,176,0.43,0.38,0.25893020893671187,0,0.0,0.23886666666666692,0
Neither,177,0.42,0.48,0.2608562033273485,0,0.0,0.2739666666666665,0
Neither,178,0.54,0.56,0.24493992519108543,0,0.0,0.2609666666666665,0
Neither,179,0.46,0.52,0.24203502094287077,0,0.0,0.29066666666666646,0
Neither,180,0.43,0.5,0.2372572919296643,0,0.0,0.3037,0
Neither,181,0.42,0.56,0.24176820771177926,0,0.0,0.2382333333333333,0
Neither,182,0.53,0.38,0.2457833024579555,0,0.0,0.2717666666666666,0
Neither,183,0.49,0.46,0.25098429959840163,0,0.0,0.23780000000000004,0
Neither,184,0.47,0.5,0.251987630070857,0,0.0,0.25683333333333347,0
Neither,185,0.5,0.56,0.26295601951149006,0,0.0,0.25250000000000006,0
Neither,186,0.54,0.52,0.2532954245651624,0,0.0,0.2621666666666663,0
Neither,187,0.48,0.48,0.25660772231552115,0,0.0,0.2538666666666668,0
Neither,188,0.56,0.4,0.24241153508186816,0,0.0,0.2494999999999999,0
Neither,189,0.46,0.36,0.24304698738135472,0,0.0,0.24699999999999986,0
Neither,190,0.44,0.56,0.23930853391988535,0,0.0,0.2475333333333332,0
Neither,191,0.49,0.5,0.2404966755240183,0,0.0,0.2730666666666665,0
Neither,192,0.51,0.5,0.2548884004040768,0,0.0,0.2396333333333334,0
Neither,193,0.45,0.54,0.24759732437358095,0,0.0,0.2731666666666667,0
Neither,194,0.54,0.52,0.24039411963319574,0,0.0,0.22109999999999977,0
Neither,195,0.47,0.54,0.24928178720802016,0,0.0,0.26470000000000005,0
Neither,196,0.5,0.6,0.2598571512871748,0,0.0,0.23416666666666672,0
Neither,197,0.5,0.36,0.26549864623140784,0,0.0,0.29416666666666674,0
Neither,198,0.52,0.44,0.2662368982479852,0,0.0,0.24353333333333343,0
Neither,199,0.53,0.42,0.2564209013327661,0,0.0,0.23719999999999997,0
Neither,200,0.44,0.48,0.2584019817361258,0,0.0,0.2681999999999999,0
Neither,201,0.55,0.46,0.25016590899388835,0,0.0,0.27216666666666667,0
Neither,202,0.58,0.52,0.2670680857116839,0,0.0,0.30529999999999974,0
Neither,203,0.55,0.46,0.24865910253595405,0,0.0,0.26783333333333337,0
Neither,204,0.53,0.58,0.2543663714882847,0,0.0,0.2451333333333335,0
Neither,205,0.51,0.42,0.2668178024889996,0,0.0,0.28496666666666665,0
Neither,206,0.5,0.52,0.27875906277229495,0,0.0,0.2625,0
Neither,207,0.49,0.42,0.2638324480842826,0,0.0,0.27283333333333326,0
Neither,208,0.34,0.56,0.2672901764248153,0,0.0,0.2842000000000002,0
Neither,209,0.5,0.44,0.26152393687888253,0,0.0,0.23916666666666675,0
Neither,210,0.45,0.5,0.2628250997651683,0,0.0,0.2638333333333333,0
Neither,211,0.45,0.54,0.267070914233412,0,0.0,0.2903333333333334,0
Neither,212,0.51,0.58,0.26532447747650567,0,0.0,0.2531999999999999,0
Neither,213,0.52,0.52,0.2671318460645738,0,0.0,0.2564000000000001,0
Neither,214,0.47,0.54,0.27012006654867426,0,0.0,0.2161333333333333,0
Neither,215,0.55,0.42,0.266038367618226,0,0.0,0.24816666666666684,0
Neither,216,0.46,0.68,0.2614158289035517,0,0.0,0.2554999999999998,0
Neither,217,0.56,0.56,0.27950275539418995,0,0.0,0.2586666666666665,0
Neither,218,0.51,0.5,0.27225808150719005,0,0.0,0.23950000000000007,0
Neither,219,0.54,0.44,0.26950468022285046,0,0.0,0.24036666666666645,0
Neither,220,0.49,0.46,0.2729604472100146,0,0.0,0.2516333333333333,0
Neither,221,0.49,0.46,0.27209718184232473,0,0.0,0.24010000000000006,0
Neither,222,0.48,0.6,0.26617707216026976,0,0.0,0.24276666666666682,0
Neither,223,0.47,0.5,0.2867619821774705,0,0.0,0.23783333333333334,0
Neither,224,0.51,0.54,0.28450543056884564,0,0.0,0.22716666666666666,0
Neither,225,0.52,0.4,0.26416518907371134,0,0.0,0.2473666666666667,0
Neither,226,0.52,0.48,0.2778475334627526,0,0.0,0.2531333333333335,0
Neither,227,0.4,0.6,0.2900114874733896,0,0.0,0.2745000000000001,0
Neither,228,0.56,0.64,0.2819547846091762,0,0.0,0.2516999999999999,0
Neither,229,0.53,0.58,0.28490387229102654,0,0.0,0.26373333333333343,0
Neither,230,0.51,0.5,0.27992949176564536,0,0.0,0.28496666666666653,0
Neither,231,0.53,0.54,0.276400300355072,0,0.0,0.21683333333333338,0
Neither,232,0.58,0.52,0.2666545033140855,0,0.0,0.27279999999999993,0
Neither,233,0.57,0.5,0.26615962623993034,0,0.0,0.25726666666666687,0
Neither,234,0.55,0.54,0.2681772195589545,0,0.0,0.23883333333333343,0
Neither,235,0.53,0.5,0.2677745040376904,0,0.0,0.2516999999999999,0
Neither,236,0.44,0.44,0.27851180730470065,0,0.0,0.24866666666666667,0
Neither,237,0.57,0.5,0.2678593765626205,0,0.0,0.2575666666666669,0
Neither,238,0.53,0.34,0.25114646765904497,0,0.0,0.26360000000000006,0
Neither,239,0.5,0.4,0.24082013774440741,0,0.0,0.27666666666666667,0
Neither,240,0.54,0.52,0.25191149505631055,0,0.0,0.24273333333333327,0
Neither,241,0.48,0.52,0.25471037478811487,0,0.0,0.26390000000000013,0
Neither,242,0.47,0.46,0.24049552289064813,0,0.0,0.25646666666666673,0
Neither,243,0.5,0.52,0.2327268297948254,0,0.0,0.24583333333333346,0
Neither,244,0.45,0.5,0.22429582939176965,0,0.0,0.2503333333333333,0
Neither,245,0.54,0.44,0.2305938911481801,0,0.0,0.2452666666666665,0
Neither,246,0.49,0.5,0.23457331616194554,0,0.0,0.2392666666666666,0
Neither,247,0.54,0.44,0.23522074643582497,0,0.0,0.24106666666666654,0
Neither,248,0.5,0.56,0.23073214428236263,0,0.0,0.24416666666666678,0
Neither,249,0.51,0.54,0.2270053466374941,0,0.0,0.2784666666666667,0
Neither,250,0.53,0.46,0.22347961586238183,0,0.0,0.2755333333333333,0
Neither,251,0.45,0.42,0.23216037009814794,0,0.0,0.2695000000000001,0
Neither,252,0.51,0.5,0.2310342787612177,0,0.0,0.24129999999999993,0
Neither,253,0.53,0.46,0.23026227695059853,0,0.0,0.24960000000000002,0
Neither,254,0.54,0.44,0.2406880492681326,0,0.0,0.26873333333333327,0
Neither,255,0.57,0.54,0.23638385930976097,0,0.0,0.23736666666666684,0
Neither,256,0.52,0.48,0.24034348940128075,0,0.0,0.2581666666666667,0
Neither,257,0.56,0.56,0.23995830080951377,0,0.0,0.2885,0
Neither,258,0.44,0.48,0.24194936817150153,0,0.0,0.25456666666666655,0
Neither,259,0.52,0.52,0.23860173054886005,0,0.0,0.23920000000000005,0
Neither,260,0.4,0.64,0.24433392694697023,0,0.0,0.2908333333333333,0
Neither,261,0.48,0.56,0.25019480094900015,0,0.0,0.24646666666666678,0
Neither,262,0.5,0.48,0.24262308000880886,0,0.0,0.2683333333333335,0
Neither,263,0.45,0.5,0.23102506771864273,0,0.0,0.2601666666666667,0
Neither,264,0.56,0.56,0.24055960169644994,0,0.0,0.2595666666666665,0
Neither,265,0.53,0.42,0.24886580295263713,0,0.0,0.2861,0
Neither,266,0.47,0.34,0.251629428116747,0,0.0,0.26473333333333327,0
Neither,267,0.54,0.48,0.25289021943935774,0,0.0,0.28623333333333323,0
Neither,268,0.53,0.58,0.2460714006922829,0,0.0,0.2780333333333333,0
Neither,269,0.4,0.48,0.2570571348480485,0,0.0,0.2724999999999999,0
Neither,270,0.57,0.5,0.25584605472670585,0,0.0,0.2354000000000002,0
Neither,271,0.47,0.38,0.2535565329134264,0,0.0,0.2618333333333334,0
Neither,272,0.47,0.5,0.25473643275279373,0,0.0,0.23446666666666666,0
Neither,273,0.58,0.52,0.2451399124287549,0,0.0,0.2875999999999997,0
Neither,274,0.51,0.5,0.24148495705802236,0,0.0,0.26700000000000007,0
Neither,275,0.48,0.64,0.23608073074583286,0,0.0,0.24353333333333335,0
Neither,276,0.51,0.46,0.24056956063268445,0,0.0,0.2680000000000001,0
Neither,277,0.48,0.36,0.2394910787541157,0,0.0,0.26730000000000004,0
Neither,278,0.36,0.72,0.2436478241418046,0,0.0,0.2753666666666667,0
Neither,279,0.55,0.5,0.24294479923590678,0,0.0,0.2526666666666668,0
Neither,280,0.51,0.58,0.24385853487001563,0,0.0,0.29679999999999995,0
Neither,281,0.5,0.56,0.25083553054632246,0,0.0,0.2616666666666667,0
Neither,282,0.56,0.52,0.23887855798663335,0,0.0,0.2480999999999999,0
Neither,283,0.44,0.6,0.24521958366332136,0,0.0,0.2546666666666665,0
Neither,284,0.47,0.62,0.24365671624160407,0,0.0,0.2662333333333334,0
Neither,285,0.54,0.4,0.2498195081426552,0,0.0,0.26706666666666645,0
Neither,286,0.49,0.42,0.2393936128155157,0,0.0,0.24550000000000008,0
Neither,287,0.55,0.66,0.23330321981449345,0,0.0,0.25483333333333347,0
Neither,288,0.51,0.46,0.22847905343212382,0,0.0,0.2736666666666665,0
Neither,289,0.52,0.44,0.23162206178481992,0,0.0,0.24306666666666668,0
Neither,290,0.5,0.56,0.24239005338779712,0,0.0,0.2691666666666668,0
Neither,291,0.44,0.48,0.2447459649990818,0,0.0,0.27106666666666657,0
Neither,292,0.62,0.48,0.24040892365029884,0,0.0,0.26086666666666664,0
Neither,293,0.5,0.32,0.2293519472644749,0,0.0,0.2650000000000001,0
Neither,294,0.48,0.52,0.22962501720962092,0,0.0,0.21883333333333332,0
Neither,295,0.46,0.52,0.24144409543197992,0,0.0,0.24629999999999988,0
Neither,296,0.44,0.6,0.23879655706199146,0,0.0,0.25673333333333326,0
Neither,297,0.53,0.54,0.2336210970989585,0,0.0,0.24389999999999987,0
Neither,298,0.47,0.42,0.2343088284111141,0,0.0,0.2887333333333334,0
Neither,299,0.57,0.46,0.23991189870576857,0,0.0,0.2435333333333335,0
Neither,300,0.52,0.64,0.236630740780831,0,0.0,0.2831666666666668,0
Neither,301,0.49,0.54,0.2407648983806122,0,0.0,0.2681666666666666,0
Neither,302,0.46,0.44,0.24737094711775265,0,0.0,0.25869999999999993,0
Neither,303,0.51,0.5,0.2647163143543422,0,0.0,0.2556999999999999,0
Neither,304,0.53,0.54,0.26191588043483055,0,0.0,0.25493333333333335,0
Neither,305,0.47,0.5,0.26147641748106787,0,0.0,0.2550666666666667,0
Neither,306,0.43,0.5,0.25156970108234333,0,0.0,0.2598333333333335,0
Neither,307,0.58,0.48,0.25341406925408994,0,0.0,0.27489999999999964,0
Neither,308,0.46,0.52,0.26207595916509985,0,0.0,0.23353333333333315,0
Neither,309,0.53,0.5,0.2571588423142021,0,0.0,0.2234,0
Neither,310,0.45,0.54,0.2525525862325442,0,0.0,0.22300000000000003,0
Neither,311,0.49,0.5,0.25300825075584416,0,0.0,0.2546666666666668,0
Neither,312,0.52,0.64,0.24716816177151832,0,0.0,0.25470000000000015,0
Neither,313,0.53,0.5,0.24928983855513756,0,0.0,0.2723000000000001,0
Neither,314,0.51,0.46,0.24483866885974973,0,0.0,0.24013333333333325,0
Neither,315,0.47,0.54,0.24754129009611198,0,0.0,0.28873333333333334,0
Neither,316,0.6,0.44,0.23938147667314688,0,0.0,0.26333333333333336,0
Neither,317,0.54,0.44,0.23366917158661615,0,0.0,0.22213333333333324,0
Neither,318,0.5,0.52,0.248277383424045,0,0.0,0.24583333333333335,0
Neither,319,0.51,0.58,0.24483969783139087,0,0.0,0.213,0
Neither,320,0.49,0.58,0.26182241383277427,0,0.0,0.21216666666666653,0
Neither,321,0.54,0.52,0.2599737224001877,0,0.0,0.22793333333333318,0
Neither,322,0.45,0.62,0.24511231439907216,0,0.0,0.24766666666666665,0
Neither,323,0.48,0.44,0.23843146228610335,0,0.0,0.20766666666666686,0
Neither,324,0.53,0.46,0.24205705006083567,0,0.0,0.18663333333333337,0
Neither,325,0.48,0.4,0.24094492799063424,0,0.0,0.2518000000000001,0
Neither,326,0.46,0.4,0.23640440566660767,0,0.0,0.25293333333333307,0
Neither,327,0.52,0.48,0.2350227588154771,0,0.0,0.2753000000000001,0
Neither,328,0.48,0.52,0.23094917380176955,0,0.0,0.2201333333333334,0
Neither,329,0.54,0.48,0.23537669882510684,0,0.0,0.2001666666666665,0
Neither,330,0.5,0.56,0.229583682137627,0,0.0,0.22416666666666668,0
Neither,331,0.55,0.54,0.2364271141569258,0,0.0,0.2443333333333334,0
Neither,332,0.47,0.38,0.2417296355977066,0,0.0,0.28113333333333335,0
Neither,333,0.55,0.42,0.23280876927066912,0,0.0,0.2690000000000001,0
Neither,334,0.53,0.54,0.23220302183270985,0,0.0,0.23863333333333334,0
Neither,335,0.55,0.58,0.22617735246031523,0,0.0,0.2306666666666668,0
Neither,336,0.5,0.52,0.23375308013047255,0,0.0,0.21000000000000008,0
Neither,337,0.49,0.54,0.24754270666450512,0,0.0,0.24613333333333326,0
Neither,338,0.53,0.5,0.24862765123306768,0,0.0,0.25993333333333346,0
Neither,339,0.45,0.5,0.24898857753758208,0,0.0,0.25600000000000006,0
Neither,340,0.43,0.54,0.250008835309782,0,0.0,0.26013333333333355,0
Neither,341,0.55,0.5,0.25842232436100404,0,0.0,0.24400000000000002,0
Neither,342,0.42,0.48,0.25841735860082676,0,0.0,0.24849999999999986,0
Neither,343,0.54,0.52,0.2486752080251707,0,0.0,0.24786666666666649,0
Neither,344,0.51,0.58,0.26858847603011954,0,0.0,0.23093333333333327,0
Neither,345,0.4,0.56,0.2790818199542855,0,0.0,0.2606666666666668,0
Neither,346,0.58,0.44,0.2892117783569435,0,0.0,0.28426666666666633,0
Neither,347,0.5,0.48,0.2743915396949483,0,0.0,0.2375000000000001,0
Neither,348,0.47,0.5,0.27755038140425325,0,0.0,0.2736333333333333,0
