condition,tick,fraction_A,coordination_rate,mean_confidence,num_crystallised,mean_norm_strength,belief_error,num_enforcements
Neither,1506,0.48,0.52,0.25093166151458574,0,0.0,0.28606666666666675,0
Neither,1507,0.48,0.48,0.24947723944922157,0,0.0,0.27193333333333336,0
Neither,1508,0.44,0.44,0.24838394495348795,0,0.0,0.2803666666666665,0
Neither,1509,0.46,0.44,0.25308585580364545,0,0.0,0.25349999999999995,0
Neither,1510,0.54,0.48,0.25392069153343166,0,0.0,0.2754999999999997,0
Neither,1511,0.46,0.4,0.2556049887700062,0,0.0,0.2762999999999998,0
Neither,1512,0.58,0.56,0.24799744620716832,0,0.0,0.24259999999999965,0
Neither,1513,0.5,0.48,0.2420625829121902,0,0.0,0.23916666666666672,0
Neither,1514,0.47,0.42,0.2430304947674912,0,0.0,0.2677999999999999,0
Neither,1515,0.51,0.38,0.2486795220159696,0,0.0,0.2512999999999999,0
Neither,1516,0.46,0.48,0.2411900932382859,0,0.0,0.24543333333333325,0
Neither,1517,0.5,0.48,0.23511675046444946,0,0.0,0.2941666666666667,0
Neither,1518,0.49,0.42,0.2300930534666528,0,0.0,0.2161,0
Neither,1519,0.46,0.6,0.22290707437543472,0,0.0,0.2622999999999999,0
Neither,1520,0.47,0.42,0.23021672882818256,0,0.0,0.25636666666666674,0
Neither,1521,0.55,0.38,0.2465872933431811,0,0.0,0.24083333333333343,0
Neither,1522,0.49,0.58,0.258723273404041,0,0.0,0.22853333333333345,0
Neither,1523,0.42,0.32,0.23696408592580795,0,0.0,0.29523333333333335,0
Neither,1524,0.55,0.5,0.24950751678976452,0,0.0,0.28400000000000014,0
Neither,1525,0.56,0.4,0.24636427776490927,0,0.0,0.27163333333333317,0
Neither,1526,0.56,0.48,0.26377532924999003,0,0.0,0.28173333333333334,0
Neither,1527,0.48,0.56,0.26470065546699983,0,0.0,0.23006666666666672,0
Neither,1528,0.54,0.4,0.2684995556419841,0,0.0,0.26293333333333313,0
Neither,1529,0.56,0.4,0.26753083590211907,0,0.0,0.2316333333333332,0
Neither,1530,0.57,0.5,0.27038060081770526,0,0.0,0.2676333333333335,0
Neither,1531,0.43,0.58,0.26708944882624247,0,0.0,0.2851333333333335,0
Neither,1532,0.53,0.5,0.259995523153785,0,0.0,0.29469999999999996,0
Neither,1533,0.55,0.46,0.24738676494667078,0,0.0,0.2816666666666667,0
Neither,1534,0.56,0.56,0.2535464320242559,0,0.0,0.2676666666666666,0
Neither,1535,0.51,0.54,0.24477108746808263,0,0.0,0.2588999999999999,0
Neither,1536,0.5,0.56,0.24577125601271946,0,0.0,0.2633333333333334,0
Neither,1537,0.48,0.56,0.2511249867047,0,0.0,0.28186666666666665,0
Neither,1538,0.51,0.42,0.2532512089070565,0,0.0,0.2732333333333334,0
Neither,1539,0.57,0.46,0.25810551858138675,0,0.0,0.3009666666666669,0
Neither,1540,0.54,0.48,0.25023315355289716,0,0.0,0.28396666666666665,0
Neither,1541,0.54,0.48,0.24549544817239916,0,0.0,0.2664,0
Neither,1542,0.55,0.46,0.2538671453277678,0,0.0,0.24150000000000016,0
Neither,1543,0.46,0.52,0.24995353662036407,0,0.0,0.27113333333333317,0
Neither,1544,0.5,0.56,0.2607412911174224,0,0.0,0.2716666666666668,0
Neither,1545,0.59,0.62,0.26145436263465116,0,0.0,0.29343333333333343,0
Neither,1546,0.52,0.48,0.2561960050915009,0,0.0,0.25196666666666667,0
Neither,1547,0.51,0.5,0.2478022506466769,0,0.0,0.2669999999999999,0
Neither,1548,0.62,0.56,0.24977189618215967,0,0.0,0.21649999999999991,0
Neither,1549,0.62,0.6,0.2600847659141517,0,0.0,0.2463,0
Neither,1550,0.43,0.42,0.2509301539193631,0,0.0,0.27786666666666693,0
Neither,1551,0.51,0.5,0.2569697469539489,0,0.0,0.2384,0
Neither,1552,0.43,0.5,0.2552256909565611,0,0.0,0.24653333333333358,0
Neither,1553,0.54,0.6,0.25530046357778124,0,0.0,0.27713333333333307,0
Neither,1554,0.56,0.44,0.2493539863754242,0,0.0,0.22893333333333332,0
Neither,1555,0.47,0.38,0.2604266882539568,0,0.0,0.2737333333333332,0
Neither,1556,0.45,0.46,0.2738931887206271,0,0.0,0.26183333333333336,0
Neither,1557,0.55,0.42,0.2716149403692226,0,0.0,0.25783333333333325,0
Neither,1558,0.47,0.54,0.2595999571657229,0,0.0,0.2318666666666666,0
Neither,1559,0.56,0.56,0.2409597433434588,0,0.0,0.25060000000000004,0
Neither,1560,0.48,0.44,0.2465562014753823,0,0.0,0.2810333333333334,0
Neither,1561,0.51,0.5,0.24790341746601618,0,0.0,0.2839000000000001,0
Neither,1562,0.52,0.44,0.2469447050499985,0,0.0,0.2773333333333334,0
Neither,1563,0.41,0.5,0.24851106162093703,0,0.0,0.26703333333333334,0
Neither,1564,0.46,0.44,0.2534326327014122,0,0.0,0.2388999999999999,0
Neither,1565,0.47,0.5,0.2635251875658264,0,0.0,0.22123333333333345,0
Neither,1566,0.56,0.48,0.2757863671081969,0,0.0,0.25179999999999986,0
Neither,1567,0.47,0.62,0.2732213541997241,0,0.0,0.2255333333333333,0
Neither,1568,0.54,0.64,0.2646526273872078,0,0.0,0.23136666666666644,0
Neither,1569,0.56,0.36,0.2500725611798491,0,0.0,0.24386666666666668,0
Neither,1570,0.5,0.52,0.2533255501233787,0,0.0,0.265,0
Neither,1571,0.64,0.48,0.2551552925876936,0,0.0,0.22613333333333357,0
Neither,1572,0.44,0.44,0.2585847235983341,0,0.0,0.2869666666666666,0
Neither,1573,0.55,0.5,0.2540881222052227,0,0.0,0.2531666666666668,0
Neither,1574,0.51,0.54,0.2542504154099288,0,0.0,0.2794999999999999,0
Neither,1575,0.5,0.52,0.25701296374354676,0,0.0,0.27916666666666684,0
Neither,1576,0.54,0.44,0.2571861179952699,0,0.0,0.2814999999999998,0
Neither,1577,0.54,0.48,0.2664995532885026,0,0.0,0.2738666666666665,0
Neither,1578,0.44,0.52,0.2589657734201747,0,0.0,0.2584666666666667,0
Neither,1579,0.48,0.48,0.2559440384304283,0,0.0,0.2126666666666667,0
Neither,1580,0.5,0.44,0.2584410553806052,0,0.0,0.24583333333333332,0
Neither,1581,0.5,0.48,0.26258268296289,0,0.0,0.2600000000000001,0
Neither,1582,0.58,0.48,0.25682245916605373,0,0.0,0.2827999999999999,0
Neither,1583,0.51,0.66,0.25377300441820055,0,0.0,0.25513333333333316,0
Neither,1584,0.45,0.42,0.257207614573365,0,0.0,0.28333333333333327,0
Neither,1585,0.49,0.5,0.26076743759962145,0,0.0,0.2797333333333333,0
Neither,1586,0.5,0.48,0.26713609586404546,0,0.0,0.27000000000000013,0
Neither,1587,0.45,0.54,0.2533151530273869,0,0.0,0.2375000000000002,0
Neither,1588,0.47,0.42,0.24555174865764,0,0.0,0.24920000000000006,0
Neither,1589,0.45,0.5,0.24364397883724442,0,0.0,0.2571666666666667,0
Neither,1590,0.54,0.6,0.25864501602747436,0,0.0,0.22009999999999977,0
Neither,1591,0.55,0.54,0.25850396795196123,0,0.0,0.2735000000000001,0
Neither,1592,0.56,0.48,0.26640138871005514,0,0.0,0.28209999999999974,0
Neither,1593,0.61,0.5,0.27062234143363667,0,0.0,0.26166666666666666,0
Neither,1594,0.65,0.5,0.2547752248698498,0,0.0,0.263,0
Neither,1595,0.58,0.4,0.259326341127391,0,0.0,0.26679999999999987,0
Neither,1596,0.46,0.48,0.25476251219781626,0,0.0,0.2675666666666665,0
Neither,1597,0.52,0.48,0.25588800211756124,0,0.0,0.2752333333333334,0
Neither,1598,0.58,0.32,0.26106253823148284,0,0.0,0.2775999999999998,0
Neither,1599,0.51,0.46,0.2449430088892208,0,0.0,0.22783333333333328,0
Neither,1600,0.58,0.52,0.24833651609984397,0,0.0,0.2757333333333331,0
Neither,1601,0.51,0.5,0.25526692017073643,0,0.0,0.25973333333333326,0
Neither,1602,0.44,0.4,0.25296403031107906,0,0.0,0.23809999999999973,0
Neither,1603,0.48,0.48,0.24560928893151268,0,0.0,0.20773333333333333,0
Neither,1604,0.44,0.44,0.24078176963197961,0,0.0,0.24533333333333307,0
Neither,1605,0.45,0.54,0.24067833504052097,0,0.0,0.22366666666666685,0
Neither,1606,0.5,0.36,0.24109785063645855,0,0.0,0.24583333333333346,0
Neither,1607,0.5,0.6,0.2446400644611246,0,0.0,0.2325,0
Neither,1608,0.48,0.56,0.23323513129249382,0,0.0,0.2523333333333334,0
Neither,1609,0.42,0.56,0.23265112485689826,0,0.0,0.24579999999999988,0
Neither,1610,0.52,0.64,0.22241187399800302,0,0.0,0.28056666666666674,0
Neither,1611,0.56,0.56,0.23534659821751266,0,0.0,0.2594999999999998,0
Neither,1612,0.59,0.58,0.22961009866316062,0,0.0,0.22939999999999997,0
Neither,1613,0.52,0.44,0.2317127154043142,0,0.0,0.2273666666666667,0
Neither,1614,0.42,0.52,0.22781038116806837,0,0.0,0.2866333333333332,0
Neither,1615,0.46,0.6,0.22325144879074302,0,0.0,0.2644666666666667,0
Neither,1616,0.42,0.44,0.22393046109167503,0,0.0,0.3069666666666665,0
Neither,1617,0.45,0.42,0.22973223078545743,0,0.0,0.24250000000000008,0
Neither,1618,0.49,0.5,0.2477698845247299,0,0.0,0.24529999999999993,0
Neither,1619,0.49,0.42,0.24123034083879347,0,0.0,0.24279999999999993,0
Neither,1620,0.56,0.52,0.24174493984624676,0,0.0,0.2555999999999998,0
Neither,1621,0.47,0.58,0.24854173577499644,0,0.0,0.27196666666666675,0
Neither,1622,0.41,0.34,0.2403414287332034,0,0.0,0.29133333333333344,0
Neither,1623,0.51,0.62,0.23714392971144066,0,0.0,0.24710000000000007,0
Neither,1624,0.46,0.52,0.24853082018276954,0,0.0,0.25216666666666643,0
Neither,1625,0.51,0.46,0.26810791970799225,0,0.0,0.23523333333333332,0
Neither,1626,0.57,0.54,0.2623067104022261,0,0.0,0.2518000000000002,0
Neither,1627,0.6,0.48,0.25813941335657103,0,0.0,0.26866666666666666,0
Neither,1628,0.58,0.68,0.267907380659245,0,0.0,0.2540999999999998,0
Neither,1629,0.52,0.44,0.262550467203232,0,0.0,0.2544666666666668,0
Neither,1630,0.46,0.44,0.2710309959659583,0,0.0,0.2645333333333332,0
Neither,1631,0.57,0.5,0.26720114664693706,0,0.0,0.23793333333333347,0
Neither,1632,0.47,0.58,0.2597333043843378,0,0.0,0.22816666666666677,0
Neither,1633,0.5,0.44,0.26132130488387084,0,0.0,0.28,0
Neither,1634,0.5,0.36,0.2526590853607232,0,0.0,0.2191666666666667,0
Neither,1635,0.54,0.4,0.2446173542232662,0,0.0,0.22619999999999985,0
Neither,1636,0.55,0.58,0.2471734302423777,0,0.0,0.26466666666666677,0
Neither,1637,0.67,0.58,0.2429605084501113,0,0.0,0.26646666666666674,0
Neither,1638,0.46,0.48,0.24255411000484225,0,0.0,0.29263333333333313,0
Neither,1639,0.5,0.56,0.24884836170157335,0,0.0,0.24416666666666678,0
Neither,1640,0.51,0.54,0.24732025302997443,0,0.0,0.2546333333333332,0
Neither,1641,0.52,0.44,0.23682787622394197,0,0.0,0.264,0
Neither,1642,0.52,0.44,0.23550896927605283,0,0.0,0.22393333333333335,0
Neither,1643,0.42,0.56,0.24389577165082485,0,0.0,0.28079999999999994,0
Neither,1644,0.56,0.52,0.2402319757370394,0,0.0,0.2733666666666665,0
Neither,1645,0.5,0.44,0.24959678787008588,0,0.0,0.2433333333333334,0
Neither,1646,0.46,0.6,0.2571972247467945,0,0.0,0.2463999999999999,0
Neither,1647,0.47,0.58,0.244800616422049,0,0.0,0.2398,0
Neither,1648,0.49,0.42,0.24460877248560878,0,0.0,0.23446666666666677,0
Neither,1649,0.52,0.44,0.25081226073449103,0,0.0,0.26393333333333335,0
Neither,1650,0.47,0.38,0.24588435859655405,0,0.0,0.2207999999999999,0
Neither,1651,0.44,0.52,0.2372528428297424,0,0.0,0.29246666666666654,0
Neither,1652,0.52,0.48,0.24716414150069219,0,0.0,0.2763666666666667,0
Neither,1653,0.51,0.46,0.23847617742968155,0,0.0,0.23779999999999993,0
Neither,1654,0.58,0.48,0.2419485342892145,0,0.0,0.2686333333333331,0
Neither,1655,0.45,0.46,0.23617065216396807,0,0.0,0.2558333333333335,0
Neither,1656,0.52,0.52,0.23058291938494385,0,0.0,0.2259333333333333,0
Neither,1657,0.48,0.56,0.23769657855870382,0,0.0,0.2560666666666666,0
Neither,1658,0.53,0.54,0.2393210319948146,0,0.0,0.2253333333333333,0
Neither,1659,0.52,0.48,0.24368958401726817,0,0.0,0.2297666666666667,0
Neither,1660,0.58,0.64,0.23527887265046754,0,0.0,0.24113333333333298,0
Neither,1661,0.55,0.54,0.2266812132702965,0,0.0,0.24316666666666667,0
Neither,1662,0.5,0.52,0.2413944577492368,0,0.0,0.21583333333333346,0
Neither,1663,0.55,0.42,0.23159089089875518,0,0.0,0.24433333333333343,0
Neither,1664,0.55,0.5,0.23695093522530755,0,0.0,0.23366666666666686,0
Neither,1665,0.53,0.5,0.23991183351376336,0,0.0,0.25803333333333334,0
Neither,1666,0.55,0.54,0.24930343103471067,0,0.0,0.2613333333333333,0
Neither,1667,0.55,0.5,0.2617972776220157,0,0.0,0.23666666666666683,0
Neither,1668,0.5,0.44,0.2473527101791072,0,0.0,0.28250000000000014,0
Neither,1669,0.49,0.58,0.25396031315136325,0,0.0,0.22026666666666667,0
Neither,1670,0.47,0.5,0.26129532750469564,0,0.0,0.2364666666666667,0
Neither,1671,0.55,0.54,0.2734298345436837,0,0.0,0.2620000000000001,0
Neither,1672,0.56,0.4,0.2738948371221949,0,0.0,0.2810999999999999,0
Neither,1673,0.55,0.46,0.2643202474048615,0,0.0,0.24000000000000019,0
Neither,1674,0.6,0.44,0.2677252661994163,0,0.0,0.2515,0
Neither,1675,0.47,0.5,0.2547079254925203,0,0.0,0.23853333333333335,0
Neither,1676,0.52,0.52,0.25973135005142106,0,0.0,0.25526666666666675,0
Neither,1677,0.45,0.54,0.2624766872422416,0,0.0,0.23850000000000007,0
Neither,1678,0.55,0.46,0.25628644904575926,0,0.0,0.25566666666666665,0
Neither,1679,0.5,0.32,0.27299606447735636,0,0.0,0.25166666666666676,0
Neither,1680,0.46,0.6,0.2744719042673351,0,0.0,0.26213333333333316,0
Neither,1681,0.54,0.4,0.26441484094500056,0,0.0,0.23546666666666663,0
Neither,1682,0.45,0.5,0.2623839759364635,0,0.0,0.24833333333333335,0
Neither,1683,0.54,0.52,0.2627499903300746,0,0.0,0.2618333333333332,0
Neither,1684,0.44,0.52,0.26558376806320333,0,0.0,0.23293333333333321,0
Neither,1685,0.48,0.48,0.25033042494948643,0,0.0,0.2581333333333334,0
Neither,1686,0.42,0.44,0.2504757015362356,0,0.0,0.24746666666666642,0
Neither,1687,0.49,0.42,0.26298362022166477,0,0.0,0.25746666666666657,0
Neither,1688,0.53,0.46,0.2629881839012207,0,0.0,0.2678000000000001,0
Neither,1689,0.45,0.5,0.26824291734629,0,0.0,0.25933333333333336,0
Neither,1690,0.46,0.52,0.2606225022924924,0,0.0,0.25066666666666665,0
Neither,1691,0.55,0.46,0.2632799112862182,0,0.0,0.2550000000000001,0
Neither,1692,0.43,0.5,0.2628751570453345,0,0.0,0.23380000000000023,0
Neither,1693,0.48,0.52,0.2593015115568,0,0.0,0.24190000000000006,0
Neither,1694,0.47,0.54,0.25948663816474027,0,0.0,0.22719999999999996,0
Neither,1695,0.43,0.58,0.2557842023043429,0,0.0,0.2620333333333335,0
Neither,1696,0.4,0.52,0.2562383279365177,0,0.0,0.2126666666666665,0
Neither,1697,0.48,0.48,0.26214642741246974,0,0.0,0.23570000000000005,0
Neither,1698,0.53,0.5,0.2543198107268957,0,0.0,0.2614,0
Neither,1699,0.53,0.5,0.2532322021727935,0,0.0,0.2555333333333334,0
Neither,1700,0.53,0.62,0.2547195928157216,0,0.0,0.2465,0
Neither,1701,0.49,0.5,0.2638008785831804,0,0.0,0.24886666666666662,0
Neither,1702,0.54,0.52,0.26028726012202363,0,0.0,0.30399999999999994,0
Neither,1703,0.51,0.58,0.26441489326367235,0,0.0,0.2515999999999999,0
Neither,1704,0.59,0.46,0.2745096248631834,0,0.0,0.2283333333333334,0
Neither,1705,0.51,0.5,0.26462946586337194,0,0.0,0.2490999999999999,0
Neither,1706,0.59,0.62,0.2723860660590688,0,0.0,0.2820666666666668,0
Neither,1707,0.52,0.52,0.24914551543539282,0,0.0,0.25033333333333346,0
Neither,1708,0.47,0.38,0.24884963618982553,0,0.0,0.27293333333333325,0
Neither,1709,0.45,0.62,0.2549655684604753,0,0.0,0.27516666666666667,0
Neither,1710,0.46,0.56,0.24845126907095152,0,0.0,0.2653333333333332,0
Neither,1711,0.52,0.48,0.24356320248647148,0,0.0,0.26520000000000005,0
Neither,1712,0.44,0.56,0.24614031560501043,0,0.0,0.2617999999999998,0
Neither,1713,0.54,0.52,0.25142252446258284,0,0.0,0.27269999999999983,0
Neither,1714,0.53,0.58,0.2345957544324433,0,0.0,0.2444666666666668,0
Neither,1715,0.53,0.58,0.22664786382246024,0,0.0,0.2581666666666667,0
Neither,1716,0.45,0.46,0.23597740091149355,0,0.0,0.25800000000000006,0
Neither,1717,0.39,0.5,0.25132083836367786,0,0.0,0.26886666666666675,0
Neither,1718,0.55,0.5,0.24188010946069974,0,0.0,0.2578333333333333,0
Neither,1719,0.43,0.46,0.2434396827907512,0,0.0,0.24460000000000015,0
Neither,1720,0.56,0.48,0.2408640919771868,0,0.0,0.2694666666666665,0
Neither,1721,0.58,0.48,0.24338948343928316,0,0.0,0.2651666666666665,0
Neither,1722,0.44,0.56,0.2459219854161076,0,0.0,0.26926666666666654,0
Neither,1723,0.45,0.42,0.2458366866669686,0,0.0,0.2450000000000002,0
Neither,1724,0.57,0.46,0.2368352867714529,0,0.0,0.2437000000000002,0
Neither,1725,0.41,0.42,0.23111007438843448,0,0.0,0.2809333333333333,0
Neither,1726,0.46,0.48,0.24036940744313082,0,0.0,0.2553999999999999,0
Neither,1727,0.45,0.54,0.24989329876553135,0,0.0,0.27516666666666684,0
Neither,1728,0.48,0.52,0.26331643929812104,0,0.0,0.2816333333333334,0
Neither,1729,0.44,0.48,0.26765820678210345,0,0.0,0.2712666666666665,0
Neither,1730,0.51,0.58,0.2610942770623955,0,0.0,0.2194333333333333,0
Neither,1731,0.58,0.44,0.27229180871890984,0,0.0,0.279333333333333,0
Neither,1732,0.45,0.58,0.25581334055300275,0,0.0,0.2645,0
Neither,1733,0.51,0.46,0.2575487900134678,0,0.0,0.2438333333333334,0
Neither,1734,0.52,0.36,0.26216500467215603,0,0.0,0.23893333333333341,0
Neither,1735,0.46,0.56,0.2624978529147636,0,0.0,0.26293333333333324,0
Neither,1736,0.57,0.42,0.2653272615292878,0,0.0,0.26206666666666684,0
Neither,1737,0.41,0.46,0.25454292888316066,0,0.0,0.2609000000000001,0
Neither,1738,0.54,0.6,0.2506565236376544,0,0.0,0.2610666666666665,0
Neither,1739,0.51,0.46,0.2492860666366859,0,0.0,0.24343333333333336,0
Neither,1740,0.54,0.44,0.2513230961448636,0,0.0,0.2471,0
Neither,1741,0.49,0.46,0.2493489985030162,0,0.0,0.26736666666666675,0
Neither,1742,0.59,0.5,0.2572202711262612,0,0.0,0.28273333333333345,0
Neither,1743,0.37,0.46,0.2524715464807039,0,0.0,0.23796666666666652,0
Neither,1744,0.56,0.6,0.25802399741959325,0,0.0,0.2539333333333332,0
Neither,1745,0.53,0.42,0.24529798300055713,0,0.0,0.2605333333333334,0
Neither,1746,0.45,0.42,0.24655281012822358,0,0.0,0.2468333333333335,0
Neither,1747,0.52,0.48,0.23592453394428672,0,0.0,0.24016666666666672,0
Neither,1748,0.59,0.5,0.2482570888827675,0,0.0,0.2643666666666667,0
Neither,1749,0.54,0.52,0.24884434414325202,0,0.0,0.2564999999999999,0
Neither,1750,0.54,0.44,0.23920581556982828,0,0.0,0.26216666666666655,0
Neither,1751,0.54,0.52,0.24930299331226904,0,0.0,0.25633333333333314,0
Neither,1752,0.45,0.5,0.2544004447499944,0,0.0,0.2570000000000001,0
Neither,1753,0.5,0.44,0.2545078575508205,0,0.0,0.2541666666666667,0
Neither,1754,0.59,0.58,0.24956888049384887,0,0.0,0.25410000000000005,0
Neither,1755,0.46,0.48,0.25772121435158835,0,0.0,0.24043333333333317,0
Neither,1756,0.62,0.4,0.25850309060403787,0,0.0,0.26959999999999995,0
Neither,1757,0.45,0.5,0.26530538832416123,0,0.0,0.24600000000000022,0
Neither,1758,0.54,0.56,0.2628152224665133,0,0.0,0.21449999999999977,0
Neither,1759,0.47,0.58,0.24835221465175983,0,0.0,0.2529,0
Neither,1760,0.5,0.48,0.25647311627144864,0,0.0,0.23583333333333342,0
Neither,1761,0.43,0.42,0.2506155752114144,0,0.0,0.2504000000000001,0
Neither,1762,0.47,0.54,0.24036969211123338,0,0.0,0.2479000000000001,0
Neither,1763,0.53,0.54,0.24767021558341604,0,0.0,0.2557999999999999,0
Neither,1764,0.55,0.54,0.24749810343041856,0,0.0,0.2916666666666667,0
Neither,1765,0.45,0.42,0.2545236690665287,0,0.0,0.2621666666666669,0
Neither,1766,0.49,0.46,0.2545342605209548,0,0.0,0.23553333333333323,0
Neither,1767,0.49,0.54,0.2485609952240777,0,0.0,0.21613333333333326,0
Neither,1768,0.49,0.46,0.24490348253631125,0,0.0,0.2834333333333332,0
Neither,1769,0.51,0.5,0.24230583044706794,0,0.0,0.23426666666666673,0
Neither,1770,0.43,0.5,0.24352115740443508,0,0.0,0.2709666666666669,0
Neither,1771,0.49,0.5,0.2457765095886818,0,0.0,0.25799999999999995,0
Neither,1772,0.45,0.5,0.23686431301595812,0,0.0,0.24566666666666673,0
Neither,1773,0.51,0.38,0.2345207231104026,0,0.0,0.23796666666666677,0
Neither,1774,0.55,0.38,0.22665626439594352,0,0.0,0.28450000000000003,0
Neither,1775,0.47,0.5,0.22787975279952855,0,0.0,0.25160000000000016,0
Neither,1776,0.55,0.46,0.23733421781988212,0,0.0,0.25433333333333336,0
Neither,1777,0.5,0.48,0.23806914918324998,0,0.0,0.24750000000000008,0
Neither,1778,0.46,0.52,0.23506345672503925,0,0.0,0.24459999999999976,0
Neither,1779,0.37,0.5,0.24079450406029598,0,0.0,0.24643333333333334,0
Neither,1780,0.4,0.56,0.24748911212294497,0,0.0,0.2534999999999998,0
Neither,1781,0.48,0.52,0.24877727062564287,0,0.0,0.2503,0
Neither,1782,0.48,0.4,0.2525189976644385,0,0.0,0.2348333333333333,0
Neither,1783,0.54,0.48,0.25428282226024435,0,0.0,0.2511999999999998,0
Neither,1784,0.5,0.44,0.2626404168034903,0,0.0,0.19333333333333336,0
Neither,1785,0.5,0.64,0.26013158816048265,0,0.0,0.2683333333333334,0
Neither,1786,0.44,0.52,0.276913205355046,0,0.0,0.28476666666666656,0
Neither,1787,0.5,0.56,0.26100705684483094,0,0.0,0.24250000000000008,0
Neither,1788,0.63,0.38,0.25704497265443055,0,0.0,0.2720333333333331,0
Neither,1789,0.53,0.58,0.2585082364445075,0,0.0,0.24800000000000005,0
Neither,1790,0.49,0.42,0.2608445194773526,0,0.0,0.24233333333333323,0
Neither,1791,0.51,0.42,0.25776347683046125,0,0.0,0.24259999999999995,0
Neither,1792,0.4,0.56,0.2713537964318421,0,0.0,0.26300000000000007,0
Neither,1793,0.5,0.44,0.25627748346119505,0,0.0,0.28000000000000014,0
Neither,1794,0.52,0.44,0.25272885498120656,0,0.0,0.27436666666666676,0
Neither,1795,0.42,0.52,0.2595402624781848,0,0.0,0.28919999999999974,0
Neither,1796,0.43,0.66,0.26146998203921173,0,0.0,0.26956666666666684,0
Neither,1797,0.41,0.5,0.25122925190917833,0,0.0,0.2604000000000001,0
Neither,1798,0.46,0.48,0.24199874082571804,0,0.0,0.24983333333333316,0
Neither,1799,0.47,0.42,0.2385019960722011,0,0.0,0.2619666666666668,0
Neither,1800,0.6,0.56,0.22754433253018366,0,0.0,0.28350000000000003,0
Neither,1801,0.53,0.58,0.2353901724670672,0,0.0,0.25193333333333334,0
Neither,1802,0.51,0.42,0.220765825398813,0,0.0,0.2419999999999999,0
Neither,1803,0.5,0.52,0.2170550133138064,0,0.0,0.2433333333333334,0
Neither,1804,0.55,0.54,0.21035174097221898,0,0.0,0.2613333333333335,0
Neither,1805,0.56,0.48,0.21760513039172363,0,0.0,0.2882999999999998,0
Neither,1806,0.46,0.36,0.23186325362123736,0,0.0,0.2961666666666664,0
Neither,1807,0.58,0.4,0.22446316642842143,0,0.0,0.2772666666666664,0
Neither,1808,0.52,0.52,0.23357891774320652,0,0.0,0.24733333333333346,0
Neither,1809,0.42,0.56,0.23795570949380207,0,0.0,0.2727999999999998,0
Neither,1810,0.5,0.44,0.2467199873295341,0,0.0,0.24666666666666678,0
Neither,1811,0.47,0.5,0.2442942251629069,0,0.0,0.2782666666666668,0
Neither,1812,0.47,0.34,0.24129010392134043,0,0.0,0.2720666666666668,0
Neither,1813,0.54,0.36,0.2501314536355956,0,0.0,0.2628333333333332,0
Neither,1814,0.52,0.56,0.25155938542740297,0,0.0,0.27933333333333343,0
Neither,1815,0.46,0.6,0.2556891807480641,0,0.0,0.24633333333333313,0
Neither,1816,0.54,0.48,0.2549305873875746,0,0.0,0.26039999999999985,0
Neither,1817,0.44,0.6,0.25706221301133875,0,0.0,0.2493999999999998,0
Neither,1818,0.56,0.48,0.23864502175736696,0,0.0,0.2738333333333331,0
Neither,1819,0.46,0.64,0.23382965094476682,0,0.0,0.2637666666666666,0
Neither,1820,0.47,0.46,0.24862873491028192,0,0.0,0.25196666666666667,0
Neither,1821,0.53,0.46,0.23851747753392147,0,0.0,0.2831666666666666,0
Neither,1822,0.53,0.5,0.2421380993211441,0,0.0,0.26280000000000014,0
Neither,1823,0.53,0.5,0.2505029112173377,0,0.0,0.2625333333333334,0
Neither,1824,0.56,0.48,0.24692933799791295,0,0.0,0.2925666666666665,0
Neither,1825,0.54,0.56,0.2551745349996406,0,0.0,0.2513666666666665,0
Neither,1826,0.45,0.54,0.2395179768011725,0,0.0,0.2518333333333335,0
Neither,1827,0.53,0.42,0.24643512071571785,0,0.0,0.2941000000000001,0
Neither,1828,0.48,0.48,0.2529266248846944,0,0.0,0.2535,0
Neither,1829,0.58,0.64,0.2514041689203687,0,0.0,0.3034999999999997,0
Neither,1830,0.5,0.4,0.2528585173194757,0,0.0,0.2558333333333334,0
Neither,1831,0.46,0.4,0.27249145916170203,0,0.0,0.2618999999999999,0
Neither,1832,0.46,0.6,0.25754971929336956,0,0.0,0.25709999999999994,0
Neither,1833,0.48,0.44,0.2682448508256024,0,0.0,0.2611333333333334,0
Neither,1834,0.51,0.46,0.28440399017905993,0,0.0,0.26110000000000005,0
Neither,1835,0.45,0.58,0.29010191889879827,0,0.0,0.24033333333333334,0
Neither,1836,0.53,0.46,0.2705558225409234,0,0.0,0.21916666666666665,0
Neither,1837,0.49,0.5,0.2616778023393347,0,0.0,0.22606666666666658,0
Neither,1838,0.44,0.44,0.2635896049042564,0,0.0,0.25793333333333335,0
Neither,1839,0.54,0.44,0.27231802973371827,0,0.0,0.26709999999999967,0
Neither,1840,0.5,0.44,0.2703010781920163,0,0.0,0.23750000000000007,0
Neither,1841,0.51,0.5,0.2570286162116917,0,0.0,0.223,0
Neither,1842,0.44,0.44,0.24433185055344128,0,0.0,0.28053333333333325,0
Neither,1843,0.6,0.56,0.24399198054576332,0,0.0,0.2535,0
Neither,1844,0.49,0.5,0.2398923726899599,0,0.0,0.24926666666666664,0
Neither,1845,0.51,0.54,0.245285904906986,0,0.0,0.23636666666666659,0
Neither,1846,0.53,0.34,0.25525185922440985,0,0.0,0.24483333333333332,0
Neither,1847,0.4,0.64,0.26726590575412623,0,0.0,0.25566666666666654,0
