condition,forcing_fraction,trial,converged,flip,recovery_ticks,perturbation_depth,norm_survival,recrystallisation
EWA_RL,0.25,24,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,25,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,26,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,27,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,28,true,false,1,0.74,NaN,NaN
EWA_RL,0.25,29,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,30,true,false,2,0.75,NaN,NaN
EWA_RL,0.25,31,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,32,true,false,2,0.75,NaN,NaN
EWA_RL,0.25,33,true,false,2,0.75,NaN,NaN
EWA_RL,0.25,34,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,35,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,36,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,37,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,38,true,false,3,0.75,NaN,NaN
EWA_RL,0.25,39,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,40,true,false,3,0.75,NaN,NaN
EWA_RL,0.25,41,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,42,true,false,2,0.74,NaN,NaN
EWA_RL,0.25,43,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,44,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,45,true,false,2,0.74,NaN,NaN
EWA_RL,0.25,46,true,false,1,0.74,NaN,NaN
EWA_RL,0.25,47,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,48,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,49,true,false,1,0.75,NaN,NaN
EWA_RL,0.25,50,true,false,1,0.75,NaN,NaN
EWA_RL,0.3,1,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,2,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,3,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,4,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,5,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,6,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,7,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,8,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,9,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,10,true,false,3,0.69,NaN,NaN
EWA_RL,0.3,11,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,12,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,13,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,14,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,15,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,16,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,17,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,18,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,19,true,false,5,0.7,NaN,NaN
EWA_RL,0.3,20,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,21,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,22,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,23,true,false,4,0.7,NaN,NaN
EWA_RL,0.3,24,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,25,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,26,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,27,true,false,3,0.69,NaN,NaN
EWA_RL,0.3,28,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,29,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,30,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,31,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,32,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,33,true,false,3,0.69,NaN,NaN
EWA_RL,0.3,34,true,false,3,0.69,NaN,NaN
EWA_RL,0.3,35,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,36,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,37,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,38,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,39,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,40,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,41,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,42,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,43,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,44,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,45,true,false,3,0.7,NaN,NaN
EWA_RL,0.3,46,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,47,true,false,1,0.7,NaN,NaN
EWA_RL,0.3,48,true,false,2,0.7,NaN,NaN
EWA_RL,0.3,49,true,false,2,0.69,NaN,NaN
EWA_RL,0.3,50,true,false,2,0.7,NaN,NaN
EWA_RL,0.35,1,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,2,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,3,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,4,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,5,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,6,true,false,1,0.65,NaN,NaN
EWA_RL,0.35,7,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,8,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,9,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,10,true,false,6,0.64,NaN,NaN
EWA_RL,0.35,11,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,12,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,13,true,false,4,0.65,NaN,NaN
EWA_RL,0.35,14,true,false,3,0.64,NaN,NaN
EWA_RL,0.35,15,true,false,1,0.65,NaN,NaN
EWA_RL,0.35,16,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,17,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,18,true,false,5,0.65,NaN,NaN
EWA_RL,0.35,19,true,false,1,0.64,NaN,NaN
EWA_RL,0.35,20,true,false,5,0.65,NaN,NaN
EWA_RL,0.35,21,true,false,2,0.64,NaN,NaN
EWA_RL,0.35,22,true,false,3,0.64,NaN,NaN
EWA_RL,0.35,23,true,false,5,0.65,NaN,NaN
EWA_RL,0.35,24,true,false,3,0.64,NaN,NaN
EWA_RL,0.35,25,true,false,4,0.65,NaN,NaN
EWA_RL,0.35,26,true,false,1,0.64,NaN,NaN
EWA_RL,0.35,27,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,28,true,false,4,0.65,NaN,NaN
EWA_RL,0.35,29,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,30,true,false,3,0.64,NaN,NaN
EWA_RL,0.35,31,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,32,true,false,4,0.65,NaN,NaN
EWA_RL,0.35,33,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,34,true,false,3,0.63,NaN,NaN
EWA_RL,0.35,35,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,36,true,false,5,0.65,NaN,NaN
EWA_RL,0.35,37,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,38,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,39,true,false,2,0.64,NaN,NaN
EWA_RL,0.35,40,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,41,true,false,4,0.65,NaN,NaN
EWA_RL,0.35,42,true,false,2,0.64,NaN,NaN
EWA_RL,0.35,43,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,44,true,false,6,0.65,NaN,NaN
EWA_RL,0.35,45,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,46,true,false,3,0.64,NaN,NaN
EWA_RL,0.35,47,true,false,3,0.65,NaN,NaN
EWA_RL,0.35,48,true,false,5,0.64,NaN,NaN
EWA_RL,0.35,49,true,false,2,0.65,NaN,NaN
EWA_RL,0.35,50,true,false,3,0.65,NaN,NaN
EWA_RL,0.4,1,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,2,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,3,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,4,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,5,true,false,5,0.59,NaN,NaN
EWA_RL,0.4,6,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,7,true,false,1,0.6,NaN,NaN
EWA_RL,0.4,8,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,9,true,false,1,0.6,NaN,NaN
EWA_RL,0.4,10,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,11,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,12,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,13,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,14,true,false,5,0.59,NaN,NaN
EWA_RL,0.4,15,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,16,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,17,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,18,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,19,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,20,true,false,4,0.59,NaN,NaN
EWA_RL,0.4,21,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,22,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,23,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,24,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,25,true,false,5,0.5900000000000001,NaN,NaN
EWA_RL,0.4,26,true,false,5,0.59,NaN,NaN
EWA_RL,0.4,27,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,28,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,29,true,false,4,0.6,NaN,NaN
EWA_RL,0.4,30,true,false,7,0.6,NaN,NaN
EWA_RL,0.4,31,true,false,8,0.6,NaN,NaN
EWA_RL,0.4,32,true,false,3,0.6,NaN,NaN
EWA_RL,0.4,33,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,34,true,false,4,0.6,NaN,NaN
EWA_RL,0.4,35,true,false,6,0.59,NaN,NaN
EWA_RL,0.4,36,true,false,4,0.59,NaN,NaN
EWA_RL,0.4,37,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,38,true,false,4,0.6,NaN,NaN
EWA_RL,0.4,39,true,false,6,0.59,NaN,NaN
EWA_RL,0.4,40,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,41,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,42,true,false,4,0.6,NaN,NaN
EWA_RL,0.4,43,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,44,true,false,6,0.6,NaN,NaN
EWA_RL,0.4,45,true,false,4,0.6,NaN,NaN
EWA_RL,0.4,46,true,false,4,0.6,NaN,NaN
EWA_RL,0.4,47,true,false,5,0.59,NaN,NaN
EWA_RL,0.4,48,true,false,5,0.6,NaN,NaN
EWA_RL,0.4,49,true,false,7,0.6,NaN,NaN
EWA_RL,0.4,50,true,false,5,0.6,NaN,NaN
EWA_RL,0.45,1,true,false,8,0.55,NaN,NaN
EWA_RL,0.45,2,true,false,8,0.55,NaN,NaN
EWA_RL,0.45,3,true,false,5,0.55,NaN,NaN
EWA_RL,0.45,4,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,5,true,false,7,0.54,NaN,NaN
EWA_RL,0.45,6,true,false,9,0.55,NaN,NaN
EWA_RL,0.45,7,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,8,true,false,3,0.55,NaN,NaN
EWA_RL,0.45,9,true,false,9,0.55,NaN,NaN
EWA_RL,0.45,10,true,false,4,0.55,NaN,NaN
EWA_RL,0.45,11,true,false,5,0.55,NaN,NaN
EWA_RL,0.45,12,true,false,5,0.55,NaN,NaN
EWA_RL,0.45,13,true,false,8,0.54,NaN,NaN
EWA_RL,0.45,14,true,false,7,0.54,NaN,NaN
EWA_RL,0.45,15,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,16,true,false,5,0.54,NaN,NaN
EWA_RL,0.45,17,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,18,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,19,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,20,true,false,8,0.55,NaN,NaN
EWA_RL,0.45,21,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,22,true,false,8,0.55,NaN,NaN
EWA_RL,0.45,23,true,false,4,0.55,NaN,NaN
EWA_RL,0.45,24,true,false,5,0.55,NaN,NaN
EWA_RL,0.45,25,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,26,true,false,8,0.55,NaN,NaN
EWA_RL,0.45,27,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,28,true,false,11,0.55,NaN,NaN
EWA_RL,0.45,29,true,false,5,0.54,NaN,NaN
EWA_RL,0.45,30,true,false,13,0.55,NaN,NaN
EWA_RL,0.45,31,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,32,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,33,true,false,8,0.55,NaN,NaN
EWA_RL,0.45,34,true,false,11,0.55,NaN,NaN
EWA_RL,0.45,35,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,36,true,false,3,0.55,NaN,NaN
EWA_RL,0.45,37,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,38,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,39,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,40,true,false,4,0.54,NaN,NaN
EWA_RL,0.45,41,true,false,6,0.55,NaN,NaN
EWA_RL,0.45,42,true,false,9,0.55,NaN,NaN
EWA_RL,0.45,43,true,false,5,0.55,NaN,NaN
EWA_RL,0.45,44,true,false,8,0.54,NaN,NaN
EWA_RL,0.45,45,true,false,7,0.55,NaN,NaN
EWA_RL,0.45,46,true,false,5,0.55,NaN,NaN
