Phi,theta_crystal,sigma_0,k,trial,converged,convergence_tick,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
0.5,3.0,0.8,2.0,4,true,74,23,23,22,23,1.0,0.9975559100697075,100,0.8488642878860175,1.0,74
0.5,3.0,0.8,2.0,5,true,78,24,24,26,27,1.0,0.9976739426569785,100,0.849458045160619,1.0,78
0.5,3.0,0.8,2.0,6,true,74,25,25,23,25,0.0,0.9967435004302597,100,0.8473797756117262,1.0,74
0.5,3.0,0.8,2.0,7,true,127,43,43,78,78,1.0,0.9999278808122973,95,0.8687021503114528,0.95,127
0.5,3.0,0.8,2.0,8,true,73,24,24,22,24,1.0,0.9974263367628082,100,0.8475758364711266,1.0,73
0.5,3.0,0.8,2.0,9,true,109,41,41,60,60,0.0,0.9995698411010693,100,0.8617259073915549,1.0,109
0.5,3.0,0.8,2.0,10,true,69,18,20,20,20,1.0,0.9970655346364132,100,0.8467128687652538,1.0,69
0.5,3.0,0.8,2.0,11,true,72,21,23,23,23,0.0,0.9973034937080846,100,0.8479979393101632,1.0,72
0.5,3.0,0.8,2.0,12,true,70,19,21,21,21,0.0,0.9975832211079779,100,0.8474988472845736,1.0,70
0.5,3.0,0.8,2.0,13,true,70,20,20,21,21,1.0,0.9973680047362962,100,0.8470464056848556,1.0,70
0.5,3.0,0.8,2.0,14,true,75,22,22,23,23,1.0,0.9976063085184573,99,0.8497595010878859,0.99,75
0.5,3.0,0.8,2.0,15,true,99,32,32,50,50,1.0,0.999582994018262,96,0.8624594160258144,0.96,99
0.5,3.0,0.8,2.0,16,true,80,31,31,30,31,1.0,0.9975607214929039,99,0.8492353052763676,0.99,80
0.5,3.0,0.8,2.0,17,true,76,22,23,27,27,1.0,0.997532661658854,98,0.8485166360872901,0.98,76
0.5,3.0,0.8,2.0,18,true,82,33,33,31,33,1.0,0.9977318439572685,97,0.8504794315752984,0.97,82
0.5,3.0,0.8,2.0,19,true,70,19,20,21,21,0.0,0.9969483367047492,99,0.8474635778485197,0.99,70
0.5,3.0,0.8,2.0,20,true,75,26,26,26,26,1.0,0.9970763502280674,99,0.8470807386602088,0.99,75
0.5,1.5,0.8,2.0,1,true,116,66,67,62,67,1.0,0.9977666855884246,100,0.7995236883525952,1.0,116
0.5,1.5,0.8,2.0,2,true,88,26,26,39,39,0.0,0.999172511254232,100,0.8594162349145524,1.0,88
0.5,1.5,0.8,2.0,3,true,89,29,29,40,40,0.0,0.998988416602395,100,0.8586838073690582,1.0,89
0.5,1.5,0.8,2.0,4,true,91,30,30,42,42,0.0,0.9988205446677381,100,0.8450300977008393,1.0,91
0.5,1.5,0.8,2.0,5,true,87,23,25,38,38,1.0,0.9991853947572892,100,0.8596589936537012,1.0,87
0.5,1.5,0.8,2.0,6,true,91,33,33,42,42,0.0,0.998818734818551,100,0.8403831714788258,1.0,91
0.5,1.5,0.8,2.0,7,true,107,58,58,53,58,0.0,0.9969483557973448,100,0.705179553344118,1.0,107
0.5,1.5,0.8,2.0,8,true,88,30,30,39,39,1.0,0.9989569075953432,100,0.8540226028870308,1.0,88
0.5,1.5,0.8,2.0,9,true,87,27,27,38,38,1.0,0.9990845582123381,100,0.8534189183270954,1.0,87
0.5,1.5,0.8,2.0,10,true,107,55,53,50,55,0.0,0.9982898169110244,100,0.687580343282113,1.0,107
0.5,1.5,0.8,2.0,11,true,90,31,33,41,41,0.0,0.9987462832628696,100,0.839804067047816,1.0,90
0.5,1.5,0.8,2.0,12,true,139,82,82,90,90,0.0,0.9987733567548875,100,0.8248041689617645,1.0,139
0.5,1.5,0.8,2.0,13,true,92,38,38,43,43,0.0,0.9985272294607118,100,0.8194044142183801,1.0,92
0.5,1.5,0.8,2.0,14,true,94,40,41,45,45,1.0,0.9984195975578564,100,0.7844446811912342,1.0,94
0.5,1.5,0.8,2.0,15,true,92,37,37,43,43,1.0,0.9987382167483128,100,0.8115209104033023,1.0,92
0.5,1.5,0.8,2.0,16,true,93,37,37,44,44,1.0,0.9981921502132292,100,0.7962684790220557,1.0,93
0.5,1.5,0.8,2.0,17,true,87,25,25,38,38,0.0,0.9993920523316118,100,0.8598656586139883,1.0,87
0.5,1.5,0.8,2.0,18,true,89,30,30,40,40,1.0,0.9989691001669772,100,0.8575662665993502,1.0,89
0.5,1.5,0.8,2.0,19,true,102,50,50,50,50,0.0,0.9965634343763358,100,0.663145630212276,1.0,102
0.5,1.5,0.8,2.0,20,true,93,42,42,44,44,0.0,0.998158380583874,100,0.7919001082907597,1.0,93
0.5,5.0,0.8,2.0,1,true,84,33,34,35,35,0.0,0.9980659158886175,94,0.8504870247017033,0.94,84
0.5,5.0,0.8,2.0,2,true,104,45,45,55,55,0.0,0.9990610353530879,92,0.8576584504779323,0.92,104
0.5,5.0,0.8,2.0,3,true,92,38,38,43,43,0.0,0.9981456692316278,96,0.8516709512153171,0.96,92
0.5,5.0,0.8,2.0,4,true,87,30,30,38,38,1.0,0.9990597463572773,96,0.8524641517466405,0.96,87
0.5,5.0,0.8,2.0,5,true,92,32,32,43,43,0.0,0.9991296015408391,96,0.8542973947822028,0.96,92
0.5,5.0,0.8,2.0,6,false,0,63,63,0,0,1.0,0.9999999999999999,88,0.99999992322033,0.88,3000
0.5,5.0,0.8,2.0,7,true,106,44,45,57,57,0.0,0.9990323269350854,95,0.8547297675239353,0.95,106
