N,condition,exp_level,norm_on,trial,converged,conv_tick,first_beh_tick,first_cryst_50,final_coord,final_majority,final_cryst,final_norm_str,final_belief_err,mean_enforce,total_ticks
20,None_noNorm,none,false,15,false,0,0,0,0.6,0.5,0,0.0,0.17,0.0,3000
20,None_noNorm,none,false,83,false,0,0,0,0.8,0.6,0,0.0,0.22000000000000003,0.0,3000
20,None_noNorm,none,false,8,false,0,0,0,0.4,0.6,0,0.0,0.11999999999999997,0.0,3000
20,None_noNorm,none,false,59,false,0,0,0,0.7,0.65,0,0.0,0.23000000000000004,0.0,3000
20,None_noNorm,none,false,47,false,0,2002,0,0.7,0.65,0,0.0,0.19,0.0,3000
20,None_noNorm,none,false,35,false,0,0,0,0.4,0.6,0,0.0,0.21000000000000002,0.0,3000
20,None_noNorm,none,false,95,false,0,0,0,0.6,0.6,0,0.0,0.2,0.0,3000
20,None_noNorm,none,false,53,false,0,0,0,0.4,0.5,0,0.0,0.18000000000000005,0.0,3000
20,None_noNorm,none,false,1,false,0,0,0,0.4,0.7,0,0.0,0.2299999999999999,0.0,3000
20,None_noNorm,none,false,29,false,0,0,0,0.3,0.55,0,0.0,0.19499999999999992,0.0,3000
20,None_noNorm,none,false,65,false,0,1734,0,0.5,0.55,0,0.0,0.17999999999999994,0.0,3000
20,None_noNorm,none,false,22,false,0,0,0,0.4,0.6,0,0.0,0.18,0.0,3000
20,None_noNorm,none,false,89,false,0,0,0,0.5,0.65,0,0.0,0.24500000000000002,0.0,3000
20,None_noNorm,none,false,41,false,0,0,0,0.4,0.5,0,0.0,0.2,0.0,3000
20,None_noNorm,none,false,71,false,0,0,0,0.4,0.5,0,0.0,0.18,0.0,3000
20,None_noNorm,none,false,77,false,0,0,0,0.6,0.5,0,0.0,0.17000000000000007,0.0,3000
20,None_noNorm,none,false,16,false,0,0,0,0.2,0.6,0,0.0,0.19000000000000003,0.0,3000
20,None_noNorm,none,false,9,false,0,0,0,0.6,0.7,0,0.0,0.14000000000000004,0.0,3000
20,None_noNorm,none,false,84,false,0,0,0,0.4,0.7,0,0.0,0.2,0.0,3000
20,None_noNorm,none,false,60,false,0,0,0,0.6,0.7,0,0.0,0.25999999999999995,0.0,3000
20,None_noNorm,none,false,36,false,0,0,0,0.5,0.55,0,0.0,0.13999999999999996,0.0,3000
20,None_noNorm,none,false,23,false,0,0,0,0.1,0.55,0,0.0,0.17999999999999994,0.0,3000
20,None_noNorm,none,false,96,false,0,0,0,0.8,0.5,0,0.0,0.19999999999999998,0.0,3000
20,None_noNorm,none,false,90,false,0,0,0,0.4,0.7,0,0.0,0.2099999999999999,0.0,3000
20,None_noNorm,none,false,42,false,0,0,0,0.2,0.5,0,0.0,0.21000000000000002,0.0,3000
20,None_noNorm,none,false,48,false,0,0,0,0.7,0.55,0,0.0,0.15999999999999995,0.0,3000
20,None_noNorm,none,false,72,false,0,1777,0,0.2,0.6,0,0.0,0.18,0.0,3000
20,None_noNorm,none,false,2,false,0,0,0,0.4,0.5,0,0.0,0.21000000000000002,0.0,3000
20,None_noNorm,none,false,66,false,0,0,0,0.6,0.8,0,0.0,0.26000000000000006,0.0,3000
20,None_noNorm,none,false,54,false,0,0,0,0.5,0.65,0,0.0,0.25000000000000006,0.0,3000
20,None_noNorm,none,false,17,false,0,0,0,0.6,0.6,0,0.0,0.16,0.0,3000
20,None_noNorm,none,false,10,false,0,962,0,0.4,0.7,0,0.0,0.19,0.0,3000
