condition,w_base,w_max,enable_normative,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
C_normative_only,5,5,true,22,83,true,32,32,34,34,0.0,0.997992006429887,96,0.8458182349939767,0.96,83
C_normative_only,5,5,true,23,107,true,40,39,58,58,1.0,0.9996448716374192,97,0.8429314122109607,0.97,107
C_normative_only,5,5,true,24,109,true,40,41,60,60,1.0,0.9996189504404208,98,0.8316947385258312,0.98,109
C_normative_only,5,5,true,25,109,true,38,41,60,60,0.0,0.9996168807338448,98,0.8309004753945567,0.98,109
C_normative_only,5,5,true,26,84,true,32,33,33,33,1.0,0.9974270663065775,100,0.8502023114599895,1.0,84
C_normative_only,5,5,true,27,106,true,42,42,57,57,0.0,0.9994591247905192,98,0.8161719657361994,0.98,106
C_normative_only,5,5,true,28,71,true,20,22,22,22,1.0,0.9970021716545129,100,0.8480225578891123,1.0,71
C_normative_only,5,5,true,29,75,true,22,25,23,26,0.0,0.9977792489574833,100,0.8498168186196873,1.0,75
C_normative_only,5,5,true,30,78,true,29,29,28,29,1.0,0.9973512160350095,99,0.8486037981065033,0.99,78
C_normative_only,5,5,true,31,110,true,47,49,61,61,0.0,0.9989139045926598,98,0.7670503518456442,0.98,110
C_normative_only,5,5,true,32,80,true,29,30,29,31,0.0,0.9976204391243566,98,0.8506529239428235,0.98,80
C_normative_only,5,5,true,33,128,true,77,77,75,77,0.0,0.9981833045427393,100,0.7410061678066048,1.0,128
C_normative_only,5,5,true,34,103,true,42,42,54,54,1.0,0.9992156142088904,99,0.7937524508539444,0.99,103
C_normative_only,5,5,true,35,70,true,21,21,19,21,1.0,0.9974584339250481,99,0.8483317045664043,0.99,70
C_normative_only,5,5,true,36,108,true,46,51,59,59,0.0,0.9989033623313165,99,0.786889419467762,0.99,108
C_normative_only,5,5,true,37,103,true,39,41,54,54,0.0,0.9992775229408677,97,0.8183218925732921,0.97,103
