V,Phi,condition,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
0,2.0,D_full_model,30,0,false,34,35,22,35,0.09,0.7211320209849218,100,0.9930022696215002,0.91,3000
1,0.0,C_normative_only,1,74,true,24,25,23,25,0.0,0.9973304829755102,100,0.8721904485506566,1.0,74
1,0.0,C_normative_only,2,76,true,25,27,26,27,1.0,0.9972909071464956,99,0.8667659552516738,0.99,76
1,0.0,C_normative_only,3,111,true,59,59,57,59,0.0,0.9980439440089168,100,0.8391789469449872,1.0,111
1,0.0,C_normative_only,4,85,true,35,36,36,36,1.0,0.9973749528546992,100,0.8352253376616621,1.0,85
1,0.0,C_normative_only,5,128,true,77,79,78,79,1.0,0.9975125653929875,100,0.850879278696323,1.0,128
1,0.0,C_normative_only,6,89,true,39,39,40,40,0.0,0.9975434989463211,100,0.84340299507649,1.0,89
1,0.0,C_normative_only,7,85,true,36,36,35,36,0.0,0.9974478311783169,100,0.8274685420531361,1.0,85
1,0.0,C_normative_only,8,87,true,34,35,36,36,1.0,0.9973779987565071,100,0.8326460278612093,1.0,87
1,0.0,C_normative_only,9,77,true,27,27,28,28,0.0,0.9974950391807714,100,0.8622018616597047,1.0,77
1,0.0,C_normative_only,10,83,true,32,34,34,34,1.0,0.9976746167434993,100,0.8373391333292646,1.0,83
1,0.0,C_normative_only,11,76,true,27,27,22,27,1.0,0.9978601146116678,100,0.8774069685445288,1.0,76
1,0.0,C_normative_only,12,79,true,28,30,28,30,1.0,0.9976242866246737,100,0.8732556267055448,1.0,79
1,0.0,C_normative_only,13,76,true,27,27,24,27,1.0,0.996924912238505,100,0.8724792317016288,1.0,76
1,0.0,C_normative_only,14,80,true,29,31,30,31,0.0,0.9975409817381012,100,0.8788674291198624,1.0,80
1,0.0,C_normative_only,15,80,true,27,29,27,29,0.0,0.9974765389514186,100,0.8512016481223337,1.0,80
1,0.0,C_normative_only,16,71,true,21,22,21,22,1.0,0.997358284627176,100,0.880053404719176,1.0,71
1,0.0,C_normative_only,17,75,true,24,24,21,24,1.0,0.997866738120579,100,0.8843236377742801,1.0,75
1,0.0,C_normative_only,18,83,true,34,34,32,34,1.0,0.9974084628698036,100,0.844016746832353,1.0,83
1,0.0,C_normative_only,19,89,true,40,40,39,40,0.0,0.9976598128198819,100,0.8308238676524968,1.0,89
1,0.0,C_normative_only,20,79,true,30,30,28,30,0.0,0.9971465496274269,100,0.8472318454981214,1.0,79
1,0.0,C_normative_only,21,99,true,48,48,50,50,0.0,0.998020891943489,99,0.8295672299962175,0.99,99
1,0.0,C_normative_only,22,77,true,28,28,27,28,0.0,0.9973356841383084,100,0.8710228485046448,1.0,77
1,0.0,C_normative_only,23,78,true,27,29,29,29,1.0,0.9977139675682015,99,0.8620406880857343,0.99,78
1,0.0,C_normative_only,24,85,true,35,36,36,36,1.0,0.9975378937584419,100,0.8442727670308985,1.0,85
1,0.0,C_normative_only,25,87,true,38,38,37,38,0.0,0.9976064090002137,100,0.8564508923075889,1.0,87
1,0.0,C_normative_only,26,83,true,34,34,33,34,0.0,0.997388525077309,100,0.8567437081457022,1.0,83
1,0.0,C_normative_only,27,83,true,34,34,31,34,0.0,0.9977202900998493,100,0.8464674226127084,1.0,83
1,0.0,C_normative_only,28,103,true,52,53,54,54,1.0,0.9976239771136235,100,0.8404900874055149,1.0,103
1,0.0,C_normative_only,29,76,true,26,27,26,27,1.0,0.997557531411261,100,0.8759893261763149,1.0,76
1,0.0,C_normative_only,30,81,true,31,31,32,32,1.0,0.99755387613712,100,0.8506470190570944,1.0,81
1,0.0,D_full_model,1,79,true,29,29,30,30,1.0,0.9975347431927546,100,0.8679377287173099,1.0,79
1,0.0,D_full_model,2,68,true,19,19,19,19,1.0,0.9972255121340804,99,0.8825575215870894,0.99,68
1,0.0,D_full_model,3,74,true,23,24,25,25,0.0,0.9975752592600038,100,0.8737028113005232,1.0,74
1,0.0,D_full_model,4,68,true,19,19,18,19,0.0,0.9973577316583584,100,0.8831924920848118,1.0,68
1,0.0,D_full_model,5,69,true,19,20,19,20,0.0,0.9974214638972758,100,0.88345033037398,1.0,69
1,0.0,D_full_model,6,91,true,39,39,42,42,0.0,0.998042933754038,100,0.841602897492919,1.0,91
1,0.0,D_full_model,7,72,true,21,21,23,23,1.0,0.9975072914021349,100,0.8831074256424166,1.0,72
1,0.0,D_full_model,8,89,true,37,37,40,40,0.0,0.9977464087570272,100,0.8258674709830776,1.0,89
1,0.0,D_full_model,9,86,true,36,36,37,37,1.0,0.9975885532167338,100,0.8424193540031988,1.0,86
1,0.0,D_full_model,10,68,true,19,19,18,19,0.0,0.9972706175580792,100,0.8822300330755081,1.0,68
1,0.0,D_full_model,11,71,true,22,22,22,22,1.0,0.9973099381423856,100,0.8797621629787733,1.0,71
1,0.0,D_full_model,12,84,true,33,35,35,35,0.0,0.9975544073995745,100,0.8406364740488692,1.0,84
1,0.0,D_full_model,13,70,true,21,21,21,21,0.0,0.9970929500912733,100,0.8785642206117167,1.0,70
1,0.0,D_full_model,14,72,true,20,20,23,23,1.0,0.9977780237147994,99,0.8837712387154745,0.99,72
1,0.0,D_full_model,15,80,true,28,28,31,31,0.0,0.9975907282859918,99,0.8517392293107293,0.99,80
1,0.0,D_full_model,16,90,true,37,38,41,41,1.0,0.9977688428380955,100,0.8514069329724143,1.0,90
1,0.0,D_full_model,17,77,true,28,28,27,28,0.0,0.997463488471967,100,0.8707277089087246,1.0,77
1,0.0,D_full_model,18,80,true,29,30,31,31,1.0,0.9974722319130498,100,0.8593307966748754,1.0,80
1,0.0,D_full_model,19,95,true,45,45,46,46,0.0,0.9978355565708306,100,0.8381335979807625,1.0,95
1,0.0,D_full_model,20,73,true,22,23,22,24,1.0,0.9977613544514816,100,0.8850215641755185,1.0,73
1,0.0,D_full_model,21,93,true,44,44,43,44,1.0,0.9974338250306094,100,0.8282766683085945,1.0,93
1,0.0,D_full_model,22,84,true,32,33,35,35,0.0,0.9977557447885566,100,0.8657743979190604,1.0,84
1,0.0,D_full_model,23,94,true,45,45,45,45,1.0,0.9970565744635972,100,0.8391629881788804,1.0,94
1,0.0,D_full_model,24,80,true,30,30,31,31,0.0,0.9972082156077381,100,0.8521410928221106,1.0,80
1,0.0,D_full_model,25,77,true,26,28,26,28,1.0,0.997442984393485,100,0.8711980597516624,1.0,77
1,0.0,D_full_model,26,83,true,28,29,34,34,1.0,0.9981291969696662,100,0.8745477031687123,1.0,83
1,0.0,D_full_model,27,68,true,17,17,18,19,1.0,0.997581528133089,100,0.8829244474266242,1.0,68
1,0.0,D_full_model,28,74,true,25,25,23,25,0.0,0.9974161173486834,100,0.8774854749155568,1.0,74
1,0.0,D_full_model,29,73,true,24,24,24,24,0.0,0.9974153114812174,100,0.8833111823905555,1.0,73
1,0.0,D_full_model,30,85,true,34,35,36,36,0.0,0.9976507359033607,100,0.8546698305444492,1.0,85
1,0.5,C_normative_only,1,75,true,26,26,24,26,1.0,0.9971818883080528,100,0.8843124324440552,1.0,75
1,0.5,C_normative_only,2,71,true,21,22,20,22,1.0,0.997142068943748,100,0.8842618237946455,1.0,71
1,0.5,C_normative_only,3,93,true,44,44,43,44,1.0,0.9975737240111465,100,0.8658495747291327,1.0,93
1,0.5,C_normative_only,4,87,true,34,35,37,38,1.0,0.9980993274192227,100,0.8825408132226447,1.0,87
1,0.5,C_normative_only,5,82,true,32,33,31,33,0.0,0.9974067052187214,100,0.8858951755780639,1.0,82
1,0.5,C_normative_only,6,94,true,36,36,45,45,1.0,0.9988364015971384,100,0.8848025769245779,1.0,94
1,0.5,C_normative_only,7,67,true,16,18,17,18,0.0,0.997618663806543,100,0.8832491665991248,1.0,67
1,0.5,C_normative_only,8,72,true,23,23,20,23,0.0,0.9974288807956908,100,0.8850800466440973,1.0,72
1,0.5,C_normative_only,9,77,true,28,28,27,28,0.0,0.997243123642336,100,0.8852987498647665,1.0,77
1,0.5,C_normative_only,10,78,true,28,29,26,29,1.0,0.9973648208911594,100,0.8853997118070204,1.0,78
1,0.5,C_normative_only,11,88,true,35,36,34,36,0.0,0.9978674337445745,100,0.8895379253674691,1.0,88
1,0.5,C_normative_only,12,73,true,22,24,20,24,0.0,0.9968227214479417,100,0.8854050342362639,1.0,73
1,0.5,C_normative_only,13,75,true,26,25,23,26,0.0,0.9970443872873187,100,0.8790037502594826,1.0,75
1,0.5,C_normative_only,14,71,true,21,22,20,22,1.0,0.9974670010651241,100,0.8834150790105686,1.0,71
1,0.5,C_normative_only,15,73,true,22,24,21,24,0.0,0.9973709624650765,100,0.8849919083631821,1.0,73
1,0.5,C_normative_only,16,76,true,27,27,26,27,0.0,0.9970448292471973,100,0.8843411029871384,1.0,76
1,0.5,C_normative_only,17,82,true,31,33,31,33,1.0,0.9973778080126006,100,0.885375201637043,1.0,82
1,0.5,C_normative_only,18,85,true,36,36,34,36,0.0,0.9977888524504535,100,0.8876367246194264,1.0,85
1,0.5,C_normative_only,19,100,true,47,48,51,51,0.0,0.9980860174633207,100,0.8567562381541001,1.0,100
1,0.5,C_normative_only,20,78,true,29,29,25,29,1.0,0.9974169426337497,100,0.8826902890629235,1.0,78
1,0.5,C_normative_only,21,74,true,25,25,23,25,0.0,0.9971645631028184,100,0.8842418437778999,1.0,74
1,0.5,C_normative_only,22,71,true,22,22,20,22,1.0,0.997487391724034,100,0.8849111126097676,1.0,71
1,0.5,C_normative_only,23,80,true,30,31,30,31,1.0,0.9971753743234583,100,0.8773804399086816,1.0,80
1,0.5,C_normative_only,24,76,true,25,27,24,27,0.0,0.9976098113745471,100,0.8862746831299273,1.0,76
1,0.5,C_normative_only,25,81,true,29,31,29,32,0.0,0.9977049255895268,100,0.886563796253805,1.0,81
1,0.5,C_normative_only,26,72,true,21,23,21,23,1.0,0.9974478625413513,100,0.8832593710662188,1.0,72
1,0.5,C_normative_only,27,97,true,46,47,48,48,1.0,0.9974921132027191,99,0.8630813343345126,0.99,97
1,0.5,C_normative_only,28,91,true,42,42,40,42,0.0,0.9976169901190031,100,0.8654415538647785,1.0,91
1,0.5,C_normative_only,29,85,true,34,35,36,36,0.0,0.9974090433943785,100,0.8831396004815155,1.0,85
1,0.5,C_normative_only,30,83,true,34,34,30,34,1.0,0.9973756192449428,100,0.8839206386375916,1.0,83
1,0.5,D_full_model,1,74,true,23,24,25,25,1.0,0.9974115170724945,100,0.8828321929715675,1.0,74
1,0.5,D_full_model,2,80,true,30,30,31,31,0.0,0.9978721233508087,100,0.8863353797845245,1.0,80
1,0.5,D_full_model,3,78,true,27,29,28,29,1.0,0.9974388006279414,100,0.885641576206029,1.0,78
1,0.5,D_full_model,4,88,true,35,35,39,39,1.0,0.9981064889518021,100,0.8866138704539958,1.0,88
1,0.5,D_full_model,5,76,true,27,27,27,27,1.0,0.9973750886439404,100,0.8839428307728286,1.0,76
1,0.5,D_full_model,6,80,true,29,29,31,31,1.0,0.9974872042147304,100,0.8850491244080899,1.0,80
1,0.5,D_full_model,7,73,true,24,23,21,24,1.0,0.9975883308917085,100,0.885579904101527,1.0,73
1,0.5,D_full_model,8,76,true,26,26,27,27,1.0,0.9977117186934157,100,0.8848404244989929,1.0,76
1,0.5,D_full_model,9,68,true,18,19,19,19,1.0,0.9970782081181059,100,0.8810338212328958,1.0,68
1,0.5,D_full_model,10,75,true,24,24,23,24,1.0,0.9976902478133778,99,0.8848268162742955,0.99,75
1,0.5,D_full_model,11,99,true,47,47,50,50,0.0,0.9982155167659866,100,0.8649792415424487,1.0,99
1,0.5,D_full_model,12,75,true,26,26,26,26,1.0,0.9971906113607532,100,0.883364967945117,1.0,75
1,0.5,D_full_model,13,72,true,23,23,23,23,0.0,0.9972284862341234,100,0.8828117516581506,1.0,72
1,0.5,D_full_model,14,69,true,19,20,20,20,0.0,0.9973846921935638,100,0.8827198984906275,1.0,69
1,0.5,D_full_model,15,70,true,20,20,21,21,0.0,0.9972769647401819,100,0.8819236002395532,1.0,70
1,0.5,D_full_model,16,78,true,29,29,29,29,0.0,0.9971912245000183,100,0.879688815874436,1.0,78
1,0.5,D_full_model,17,109,true,58,59,60,60,1.0,0.9976017694290547,100,0.8444844129347538,1.0,109
1,0.5,D_full_model,18,99,true,44,44,50,50,0.0,0.9980586588570614,99,0.8461767319203987,0.99,99
1,0.5,D_full_model,19,88,true,35,36,38,39,1.0,0.9977422812421406,100,0.8770255709575687,1.0,88
1,0.5,D_full_model,20,73,true,24,24,24,24,0.0,0.9971263548431867,100,0.8826053659039578,1.0,73
1,0.5,D_full_model,21,78,true,27,27,26,27,0.0,0.9975899199267901,100,0.8855773139142903,1.0,78
1,0.5,D_full_model,22,79,true,30,30,29,30,1.0,0.9970179537380691,100,0.8835228975725837,1.0,79
1,0.5,D_full_model,23,76,true,27,27,27,27,0.0,0.9969912643974314,100,0.883129810748512,1.0,76
1,0.5,D_full_model,24,70,true,19,20,21,21,1.0,0.9974142863087192,100,0.8825846499507283,1.0,70
1,0.5,D_full_model,25,93,true,37,37,44,44,0.0,0.9986218242960034,100,0.8786230192075437,1.0,93
1,0.5,D_full_model,26,85,true,30,32,36,36,0.0,0.9980540917292505,100,0.8873434151465726,1.0,85
1,0.5,D_full_model,27,72,true,23,23,23,23,0.0,0.9971503576921953,100,0.8826496294284512,1.0,72
1,0.5,D_full_model,28,80,true,30,31,31,31,0.0,0.9972359790606384,100,0.8842113934532615,1.0,80
1,0.5,D_full_model,29,78,true,29,29,29,29,0.0,0.9971895697309745,100,0.8831157481719504,1.0,78
1,0.5,D_full_model,30,69,true,20,20,20,20,0.0,0.9971690076262614,100,0.881908131678932,1.0,69
1,1.0,C_normative_only,1,72,true,21,23,20,23,1.0,0.9974677002893131,100,0.8849027269574783,1.0,72
1,1.0,C_normative_only,2,74,true,25,25,22,25,0.0,0.9972205309296528,100,0.8840973881368561,1.0,74
1,1.0,C_normative_only,3,71,true,21,22,20,22,1.0,0.9976090910644431,100,0.8847472078755257,1.0,71
1,1.0,C_normative_only,4,89,true,40,40,40,40,0.0,0.9973894041261653,100,0.8647508851841174,1.0,89
1,1.0,C_normative_only,5,74,true,22,24,23,25,0.0,0.9974849233077365,100,0.8847683979378951,1.0,74
1,1.0,C_normative_only,6,73,true,22,24,22,24,1.0,0.9973731957243318,100,0.8841108909241371,1.0,73
1,1.0,C_normative_only,7,73,true,24,24,23,24,0.0,0.9973671382127476,100,0.88393201717194,1.0,73
1,1.0,C_normative_only,8,102,true,47,47,53,53,0.0,0.9986502425223037,100,0.8740274108092828,1.0,102
1,1.0,C_normative_only,9,77,true,27,28,24,28,0.0,0.9975174690972234,100,0.8862321614366045,1.0,77
1,1.0,C_normative_only,10,78,true,27,28,24,29,0.0,0.997829715259835,100,0.886978546267606,1.0,78
1,1.0,C_normative_only,11,99,true,48,50,50,50,0.0,0.9980107020529937,99,0.8606572911619753,0.99,99
1,1.0,C_normative_only,12,74,true,21,23,20,23,0.0,0.9979235867621893,100,0.8863352698681594,1.0,74
1,1.0,C_normative_only,13,81,true,31,32,30,32,1.0,0.997341366947785,100,0.8789931166859914,1.0,81
1,1.0,C_normative_only,14,73,true,23,24,21,24,1.0,0.9974322556003754,100,0.8852198892216127,1.0,73
1,1.0,C_normative_only,15,86,true,33,35,37,37,1.0,0.9978868352103509,100,0.8806242999904564,1.0,86
1,1.0,C_normative_only,16,71,true,22,22,20,22,0.0,0.9974217273096442,100,0.8847487153967848,1.0,71
1,1.0,C_normative_only,17,75,true,26,26,23,26,0.0,0.9971440734738155,100,0.8844286736353679,1.0,75
1,1.0,C_normative_only,18,109,true,57,58,60,60,0.0,0.9979869374754231,100,0.8196739164873773,1.0,109
1,1.0,C_normative_only,19,84,true,35,35,34,35,1.0,0.9975397574990998,100,0.8861297022779142,1.0,84
1,1.0,C_normative_only,20,96,true,39,41,47,47,0.0,0.9986423451245835,100,0.8926516345420371,1.0,96
1,1.0,C_normative_only,21,82,true,29,31,29,31,0.0,0.9977236538242988,100,0.884798791206579,1.0,82
1,1.0,C_normative_only,22,73,true,23,24,20,24,0.0,0.9974043230899001,100,0.8848646819463485,1.0,73
1,1.0,C_normative_only,23,84,true,31,33,35,35,1.0,0.9980852275418741,100,0.8855515788480858,1.0,84
1,1.0,C_normative_only,24,80,true,28,29,27,29,1.0,0.9976040558719439,100,0.887173750506226,1.0,80
1,1.0,C_normative_only,25,78,true,29,29,27,29,0.0,0.9967769203904295,100,0.881970322587509,1.0,78
1,1.0,C_normative_only,26,73,true,24,24,20,24,1.0,0.9973414199971465,100,0.8852904133129978,1.0,73
1,1.0,C_normative_only,27,102,true,48,51,53,53,0.0,0.9980425933799267,100,0.8544641159120085,1.0,102
1,1.0,C_normative_only,28,89,true,37,37,40,40,0.0,0.9977858076859196,100,0.8839676923210881,1.0,89
1,1.0,C_normative_only,29,88,true,35,36,39,39,1.0,0.9980006972723707,100,0.8821326910851366,1.0,88
1,1.0,C_normative_only,30,73,true,23,24,23,24,0.0,0.9973588518947288,100,0.8831488812253508,1.0,73
1,1.0,D_full_model,1,71,true,20,22,20,22,0.0,0.9973673161257054,99,0.8836209893066055,0.99,71
1,1.0,D_full_model,2,71,true,21,21,22,22,1.0,0.9974749494311567,100,0.8833752972568297,1.0,71
1,1.0,D_full_model,3,77,true,28,28,28,28,1.0,0.9970040650297091,100,0.883089677005373,1.0,77
1,1.0,D_full_model,4,69,true,18,19,20,20,0.0,0.9972398555959052,99,0.8823277695610773,0.99,69
1,1.0,D_full_model,5,77,true,26,28,27,28,1.0,0.9973705514267442,100,0.8843719395083076,1.0,77
1,1.0,D_full_model,6,80,true,26,27,31,31,0.0,0.9978890936995873,100,0.8870591356298901,1.0,80
1,1.0,D_full_model,7,69,true,19,20,19,20,1.0,0.9972371237267247,100,0.882115345589547,1.0,69
1,1.0,D_full_model,8,73,true,22,22,22,22,1.0,0.9974673258469217,100,0.8840786121508083,1.0,73
1,1.0,D_full_model,9,97,true,39,39,48,48,0.0,0.9988031776968234,100,0.8842016231964724,1.0,97
1,1.0,D_full_model,10,69,true,20,20,20,20,1.0,0.9969726614307705,100,0.8817236299320045,1.0,69
1,1.0,D_full_model,11,67,true,17,18,18,18,1.0,0.9971919137016569,100,0.8813880077129974,1.0,67
1,1.0,D_full_model,12,77,true,24,24,28,28,0.0,0.9976606521479761,100,0.8854026231871167,1.0,77
1,1.0,D_full_model,13,82,true,31,32,33,33,1.0,0.9972639521881763,100,0.8810637379815528,1.0,82
1,1.0,D_full_model,14,78,true,28,29,28,29,0.0,0.9974327299251874,100,0.8850276496222707,1.0,78
1,1.0,D_full_model,15,82,true,32,33,33,33,0.0,0.9973197039470544,100,0.8797945085591908,1.0,82
1,1.0,D_full_model,16,73,true,22,23,24,24,0.0,0.9973911202209671,99,0.8833138952725045,0.99,73
1,1.0,D_full_model,17,84,true,31,31,35,35,1.0,0.9982656230691689,100,0.8889823508199685,1.0,84
1,1.0,D_full_model,18,68,true,18,19,18,19,0.0,0.9972133694654884,100,0.8823146908904264,1.0,68
1,1.0,D_full_model,19,70,true,21,21,20,21,1.0,0.9973181649001751,100,0.8826278931151965,1.0,70
1,1.0,D_full_model,20,72,true,21,21,20,21,1.0,0.9975944283261374,100,0.88492610463393,1.0,72
1,1.0,D_full_model,21,71,true,22,22,22,22,0.0,0.9969676765727066,100,0.8821533500384039,1.0,71
1,1.0,D_full_model,22,69,true,19,20,20,20,1.0,0.9970368302889958,100,0.882026524150533,1.0,69
1,1.0,D_full_model,23,67,true,17,17,18,18,0.0,0.9972751036582477,100,0.8813858670422379,1.0,67
1,1.0,D_full_model,24,92,true,35,36,43,43,0.0,0.9987166807675188,100,0.8835357069266461,1.0,92
1,1.0,D_full_model,25,71,true,22,22,21,22,0.0,0.9972191812852723,99,0.882793187544746,0.99,71
1,1.0,D_full_model,26,73,true,24,24,24,24,1.0,0.99704511811258,100,0.8828900032565369,1.0,73
1,1.0,D_full_model,27,81,true,30,30,32,32,1.0,0.9975757198365198,100,0.8822530013903416,1.0,81
1,1.0,D_full_model,28,80,true,31,31,29,31,0.0,0.9974250963723178,100,0.8813732162284711,1.0,80
1,1.0,D_full_model,29,84,true,31,33,35,35,1.0,0.9978916394255439,100,0.8845201591550691,1.0,84
1,1.0,D_full_model,30,70,true,20,21,20,21,1.0,0.9971026955412693,100,0.8828133292264003,1.0,70
1,2.0,C_normative_only,1,90,true,35,35,41,41,1.0,0.9985107437258014,100,0.8800534829432688,1.0,90
1,2.0,C_normative_only,2,73,true,23,24,21,24,1.0,0.9971538766487846,100,0.884086479676943,1.0,73
1,2.0,C_normative_only,3,83,true,32,33,34,34,0.0,0.9977625832411237,100,0.8877676125364039,1.0,83
1,2.0,C_normative_only,4,72,true,20,21,19,21,1.0,0.9978340345799449,100,0.88603510983736,1.0,72
1,2.0,C_normative_only,5,74,true,25,24,21,25,1.0,0.9974663280884442,100,0.8857761963097643,1.0,74
1,2.0,C_normative_only,6,71,true,19,21,18,22,0.0,0.9974471404980843,100,0.8855600602717391,1.0,71
1,2.0,C_normative_only,7,76,true,23,27,23,27,1.0,0.9973619354742975,100,0.882148662422179,1.0,76
1,2.0,C_normative_only,8,77,true,27,28,24,28,1.0,0.9972678360336442,100,0.8830127887485588,1.0,77
1,2.0,C_normative_only,9,72,true,23,23,19,23,0.0,0.9968488481437237,100,0.8852988163300429,1.0,72
1,2.0,C_normative_only,10,79,true,28,30,30,30,1.0,0.997719231524313,100,0.8863167916551533,1.0,79
1,2.0,C_normative_only,11,81,true,28,28,25,28,0.0,0.9978883731269258,100,0.8894107620350834,1.0,81
1,2.0,C_normative_only,12,74,true,25,25,20,25,0.0,0.9971055580158353,100,0.8859553895192254,1.0,74
1,2.0,C_normative_only,13,92,true,36,36,43,43,1.0,0.9984771239741116,99,0.8966576613943625,0.99,92
1,2.0,C_normative_only,14,90,true,35,37,41,41,0.0,0.9985682523313593,100,0.8909956753909181,1.0,90
1,2.0,C_normative_only,15,70,true,19,21,18,21,0.0,0.9975386153212099,100,0.8845598885406836,1.0,70
1,2.0,C_normative_only,16,73,true,22,24,20,24,0.0,0.9973272902271237,100,0.8851459101336958,1.0,73
1,2.0,C_normative_only,17,75,true,24,26,21,26,0.0,0.9974188694517373,100,0.8863322133427108,1.0,75
1,2.0,C_normative_only,18,79,true,29,30,27,30,0.0,0.997540353696794,100,0.8878946687114536,1.0,79
1,2.0,C_normative_only,19,93,true,34,35,44,44,1.0,0.9989245242635556,100,0.8928987567134079,1.0,93
1,2.0,C_normative_only,20,76,true,25,26,22,27,0.0,0.9967473408832224,100,0.8863651888041351,1.0,76
1,2.0,C_normative_only,21,72,true,22,23,20,23,1.0,0.9972031696304778,100,0.8815362511393333,1.0,72
1,2.0,C_normative_only,22,97,true,36,36,48,48,0.0,0.9991799362001956,98,0.8969837215031272,0.98,97
1,2.0,C_normative_only,23,80,true,26,27,22,27,0.0,0.997946106584458,100,0.8903156591441231,1.0,80
1,2.0,C_normative_only,24,134,true,79,81,84,85,1.0,0.9983256199617471,100,0.812396853922057,1.0,134
1,2.0,C_normative_only,25,73,true,21,24,19,24,0.0,0.9976965809747423,100,0.8861611569864002,1.0,73
1,2.0,C_normative_only,26,77,true,28,28,27,28,1.0,0.9975818234369861,100,0.8855478066709523,1.0,77
1,2.0,C_normative_only,27,81,true,30,30,23,30,0.0,0.9981120466000614,100,0.8910060710191497,1.0,81
1,2.0,C_normative_only,28,71,true,20,21,19,22,1.0,0.9975363613468988,100,0.885085872736629,1.0,71
1,2.0,C_normative_only,29,93,true,36,36,44,44,1.0,0.9989284010035955,100,0.8938228639248733,1.0,93
1,2.0,C_normative_only,30,73,true,22,24,20,24,0.0,0.9977321094833439,100,0.886293323829236,1.0,73
1,2.0,D_full_model,1,74,true,23,23,23,23,1.0,0.9975881898980515,100,0.8856673242054535,1.0,74
1,2.0,D_full_model,2,70,true,21,21,20,21,1.0,0.9970263594199754,100,0.8822903161433219,1.0,70
1,2.0,D_full_model,3,84,true,28,31,35,35,1.0,0.9983713887765719,100,0.8905895255635232,1.0,84
1,2.0,D_full_model,4,98,true,43,45,49,49,0.0,0.9984594587490682,100,0.8764745162910699,1.0,98
1,2.0,D_full_model,5,71,true,22,22,20,22,0.0,0.9972169298481026,100,0.8835185064142919,1.0,71
1,2.0,D_full_model,6,86,true,37,37,37,37,0.0,0.9979162037515519,100,0.8845380289169472,1.0,86
1,2.0,D_full_model,7,90,true,35,35,41,41,0.0,0.9986056381659406,100,0.8949897265487335,1.0,90
1,2.0,D_full_model,8,69,true,20,20,20,20,1.0,0.9972542452753754,100,0.8826162029805488,1.0,69
1,2.0,D_full_model,9,72,true,23,23,22,23,0.0,0.9971426841380895,100,0.883061078665961,1.0,72
1,2.0,D_full_model,10,68,true,18,19,18,19,0.0,0.9970926665206225,100,0.8828379954211321,1.0,68
1,2.0,D_full_model,11,74,true,21,21,22,22,0.0,0.9978158775452642,100,0.8852293781625327,1.0,74
1,2.0,D_full_model,12,75,true,24,24,24,24,0.0,0.997305900529478,100,0.8847671016188384,1.0,75
1,2.0,D_full_model,13,69,true,20,20,19,20,1.0,0.9972533303142319,100,0.8824297969562254,1.0,69
1,2.0,D_full_model,14,70,true,21,21,19,21,1.0,0.9974236021707732,100,0.8836490095228585,1.0,70
1,2.0,D_full_model,15,72,true,23,23,22,23,1.0,0.9975028316492025,100,0.8842101159174554,1.0,72
1,2.0,D_full_model,16,72,true,22,23,23,23,0.0,0.9969345640098258,100,0.8826253600980549,1.0,72
1,2.0,D_full_model,17,106,true,55,55,57,57,0.0,0.9981820278264544,100,0.8158755261343298,1.0,106
1,2.0,D_full_model,18,69,true,20,20,19,20,1.0,0.9966589291397732,100,0.8814369555126941,1.0,69
1,2.0,D_full_model,19,89,true,34,35,40,40,1.0,0.9984839166112536,100,0.89382309087453,1.0,89
1,2.0,D_full_model,20,97,true,46,48,48,48,1.0,0.9973958448524232,100,0.8086059908267135,1.0,97
1,2.0,D_full_model,21,75,true,26,26,25,26,0.0,0.997602149737251,100,0.884745921834341,1.0,75
1,2.0,D_full_model,22,77,true,28,28,25,28,1.0,0.9972462202690795,100,0.8856967199202708,1.0,77
1,2.0,D_full_model,23,70,true,19,21,21,21,0.0,0.9973660389403827,100,0.8825081011558492,1.0,70
1,2.0,D_full_model,24,89,true,27,29,40,40,1.0,0.9989151329134429,100,0.8952216988914955,1.0,89
1,2.0,D_full_model,25,76,true,26,27,25,27,0.0,0.9969726856424547,100,0.883705109537041,1.0,76
1,2.0,D_full_model,26,72,true,23,23,22,23,0.0,0.9970876322985892,100,0.8824586582275135,1.0,72
1,2.0,D_full_model,27,70,true,18,18,19,19,0.0,0.9974566351567922,100,0.8837083734879263,1.0,70
1,2.0,D_full_model,28,83,true,29,30,34,34,0.0,0.9983388362840016,99,0.8901039407053613,0.99,83
1,2.0,D_full_model,29,66,true,17,17,17,17,1.0,0.9971010298633415,100,0.8814841039397487,1.0,66
1,2.0,D_full_model,30,73,true,24,24,24,24,1.0,0.997280442007997,100,0.8820967955414855,1.0,73
3,0.0,C_normative_only,1,86,true,34,34,31,34,0.0,0.997906424057736,99,0.8903241458218758,0.99,86
3,0.0,C_normative_only,2,87,true,35,38,35,38,0.0,0.997438947652516,99,0.8719865078693134,0.99,87
3,0.0,C_normative_only,3,81,true,32,32,28,32,1.0,0.9971234437334909,100,0.8708857716207536,1.0,81
3,0.0,C_normative_only,4,90,true,41,41,40,41,0.0,0.99737614648036,100,0.8931864708001512,1.0,90
3,0.0,C_normative_only,5,80,true,29,31,28,31,1.0,0.9975247687777763,100,0.8964722405235929,1.0,80
