tick,fraction_A,coordination,n_uncr,n_crA,n_crB,new_cryst_A,new_cryst_B,dissolutions,bexp_all,beff_all,bexp_crA,beff_crA,beff_crB,beff_uncr,sigma_crA,sigma_crB,n_enforce_A,n_enforce_B,bexp_var,beff_var,belief_variance,num_enforcements
31,0.63,0.62,39,38,23,0,0,0,0.6358333333333333,0.6373153608502522,0.6425438596491229,0.8602163703067521,0.28811510203051965,0.626068376068376,0.7046056280971821,0.5880389904479305,31,14,0.08814652777777778,0.10746464710717289,0.08814652777777787,0
32,0.62,0.44,36,41,23,3,0,0,0.6483333333333333,0.6526958714783369,0.6585365853658537,0.8310041917968313,0.33471370800711303,0.6527777777777778,0.7125570972076445,0.5395374535654994,34,12,0.09202499999999998,0.096340902413493,0.09202499999999997,0
33,0.65,0.58,33,44,23,3,0,0,0.6408333333333335,0.6729899336304489,0.7064393939393939,0.851473542727497,0.41307931085659594,0.6161616161616161,0.7195557606726072,0.5402795697058115,37,12,0.08606875000000003,0.09702642206831466,0.08606875000000003,0
34,0.68,0.44,30,47,23,3,0,0,0.6616666666666664,0.6707765049239022,0.6879432624113477,0.8733543786181478,0.4071012187248082,0.5555555555555555,0.7134874633282611,0.4913865234986902,39,10,0.06678055555555557,0.09490234784336554,0.0667805555555555,0
35,0.68,0.6,29,48,23,1,0,0,0.68,0.7034608509886086,0.6875,0.8689970969213494,0.4840967150711341,0.603448275862069,0.7043564386048766,0.46741212424502754,39,9,0.07954444444444445,0.07795040875688614,0.0795444444444445,0
36,0.73,0.54,26,51,23,3,0,0,0.6783333333333331,0.7263190036232346,0.7026143790849674,0.8672220105195283,0.5320396156156894,0.6217948717948717,0.6999718118652702,0.41919365254470725,41,7,0.08333611111111111,0.07625969485934281,0.08333611111111101,0
37,0.74,0.72,26,52,22,1,0,1,0.7408333333333332,0.7266445456315505,0.7916666666666666,0.8608998717841498,0.5352169042013296,0.6201111283826914,0.7029691536901973,0.42740819968331356,42,7,0.08845763888888887,0.08100394773367099,0.08845763888888886,0
38,0.75,0.58,25,54,21,2,0,1,0.7496666666666667,0.762133020373363,0.7679012345679013,0.8880367781347622,0.5113337721631817,0.7008522721052917,0.7074865354954112,0.38293307736072296,44,5,0.06662211111111112,0.08708150740723256,0.06662211111111109,0
39,0.85,0.74,20,60,20,6,0,1,0.8049999999999998,0.7775272995022641,0.8236111111111111,0.8830303025141247,0.6302122566356132,0.6083333333333333,0.7179578296949324,0.3612016832359234,50,4,0.06100277777777778,0.06767336890565541,0.06100277777777782,0
40,0.79,0.66,20,61,19,1,0,1,0.8091666666666668,0.8304397336595615,0.8292349726775953,0.907650705235314,0.7211400579306307,0.6987809622960014,0.7017450492238292,0.30736584985780824,49,2,0.04712430555555556,0.057887266421487,0.04712430555555553,0
41,0.86,0.84,21,62,17,1,0,2,0.8358333333333333,0.8491592589339302,0.8803763440860214,0.9177146368987232,0.6751728896314568,0.7876037753303526,0.6954920404445275,0.31466913631403515,49,2,0.07159097222222222,0.04097211535870612,0.0715909722222222,0
42,0.85,0.78,17,66,17,4,0,0,0.8458333333333335,0.8596577270195094,0.8926767676767675,0.9340642616814061,0.6265214567242049,0.8039215686274509,0.7031125145332219,0.31472508396876847,53,2,0.055607638888888894,0.06778478664007702,0.05560763888888892,0
43,0.86,0.76,17,66,17,0,0,0,0.8868333333333335,0.8718478513994274,0.9042929292929291,0.9477321862672442,0.7333996576257615,0.7156862745098039,0.7043716082856345,0.28134212168487915,53,1,0.03542386111111111,0.04947957170153065,0.035423861111111156,0
44,0.92,0.88,19,68,13,2,0,4,0.8908333333333335,0.9052375130042488,0.8958333333333331,0.9503279303404343,0.8465402472337936,0.7840225696440002,0.7085082561088654,0.28826590296141197,55,1,0.03342986111111112,0.027608849662743615,0.03342986111111117,0
45,0.89,0.82,20,70,10,2,0,3,0.8958333333333335,0.9177233004610641,0.9154761904761904,0.9564809250378573,0.8815722796146155,0.800147124865512,0.7124591141256463,0.24535034696783473,57,0,0.030746527777777786,0.02340974962851482,0.030746527777777734,0
46,0.95,0.9,19,73,8,3,0,2,0.9035000000000001,0.9226317179855725,0.9180365296803653,0.9580676836810867,0.8030526362921825,0.8368320947105514,0.7173346372881167,0.24519057437856626,60,0,0.027251638888888895,0.0192313045458731,0.027251638888888867,0
47,0.93,0.9,18,74,8,1,0,0,0.9333333333333332,0.9301741163548424,0.9391891891891891,0.9605754173822536,0.7835205103163524,0.8703703703703702,0.711988776330693,0.24566446334766712,60,0,0.01777777777777778,0.01760838499975479,0.01777777777777779,0
48,0.95,0.9,17,77,6,3,0,2,0.948,0.9513970136493285,0.9465367965367965,0.9662236840500494,0.8483578290088053,0.9206076893544832,0.7092217394171444,0.2457507178515472,62,0,0.014918222222222223,0.010208768050993279,0.014918222222222237,0
49,0.95,0.9,15,80,5,3,0,1,0.9440000000000001,0.9632985325781525,0.9456249999999999,0.9719437533347046,0.8766181187032928,0.9460841598348272,0.7139688747092375,0.2464291779447619,65,0,0.014314,0.007032311731360682,0.014314000000000016,0
50,0.96,0.92,14,82,4,2,0,1,0.9525,0.9627186625706428,0.9552845528455286,0.9732371015879814,0.8611701736226279,0.9301245165970917,0.7174295127254434,0.24599308994032737,67,0,0.011702083333333335,0.007455351131172109,0.01170208333333333,0
51,0.98,0.96,12,85,3,3,0,1,0.9596666666666667,0.9701593670031766,0.9564705882352941,0.977545380525312,0.9394055684908581,0.9255302208494643,0.7216847072221546,0.2461345328566262,70,0,0.01168988888888889,0.004831694676155765,0.011689888888888904,0
52,0.97,0.94,11,87,2,2,0,1,0.9655,0.9796342883053913,0.9641762452107279,0.9825120167632172,0.9403373293163638,0.9640189739551375,0.7247801964509225,0.24424385319891245,72,0,0.008168083333333333,0.0030411714520075495,0.008168083333333303,0
53,1.0,1.0,11,87,2,0,0,0,0.975,0.9836513050967293,0.9741379310344828,0.9864113699353281,0.9403373293163638,0.9696969696969696,0.7261562954686679,0.24424385319891245,72,0,0.006458333333333333,0.0022932103208073446,0.006458333333333326,0
54,0.99,0.98,12,87,1,0,0,1,0.9841666666666667,0.9868113849684258,0.981800766283525,0.9890857912437914,0.9416849586427107,0.9740824749991681,0.7275154242310747,0.2414850748126875,72,0,0.003985416666666667,0.0020838250070188496,0.003985416666666662,0
55,1.0,1.0,12,88,0,1,0,1,0.99,0.9926238935063865,0.9886363636363636,0.9922807317272265,NaN,0.9951404132202258,0.7296860533927614,NaN,73,0,0.0024,0.0009271635329029107,0.002399999999999998,0
56,0.99,0.98,11,89,0,1,0,0,0.995,0.9951869064622314,0.9971910112359551,0.9945920297328442,NaN,1.0,0.7318124812929231,NaN,74,0,0.001225,0.0007217390031598063,0.001224999999999999,0
57,1.0,1.0,11,89,0,0,0,0,0.995,0.9967064723153614,0.9971910112359551,0.9991083958599566,NaN,0.9772727272727273,0.7331534188864585,NaN,74,0,0.001225,0.0006771212940193154,0.001224999999999999,0
58,0.99,0.98,10,90,0,1,0,0,0.995,0.9967100642153628,0.9972222222222222,0.9991222935726253,NaN,0.975,0.7352048924049642,NaN,75,0,0.0012249999999999997,0.0006765761769180037,0.0012249999999999976,0
59,1.0,1.0,9,91,0,1,0,0,0.995,0.9966316000688221,0.9972527472527473,0.9990457143613429,NaN,0.9722222222222222,0.7372263529105992,NaN,76,0,0.0012249999999999997,0.0006890657259506379,0.0012249999999999976,0
60,1.0,1.0,9,91,0,0,0,0,0.9975,0.9966354829102437,0.9972527472527473,0.9990499812200481,NaN,0.9722222222222222,0.7385402211460466,NaN,76,0,0.0006187499999999999,0.0006884190046008084,0.0006187499999999996,0
61,1.0,1.0,8,92,0,1,0,0,0.9975,0.9991393509175617,0.9972826086956522,0.9990645118669149,NaN,1.0,0.7405013513442256,NaN,77,0,0.0006187499999999999,7.33309674670887e-5,0.0006187499999999996,0
62,1.0,1.0,8,92,0,0,0,0,1.0,0.9991432041192598,1.0,0.9990687001296302,NaN,1.0,0.7417988445875049,NaN,77,0,0.0,7.267581894405961e-5,0.0,0
63,1.0,1.0,8,92,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.743089850364567,NaN,77,0,0.0,0.0,0.0,0
64,1.0,1.0,8,92,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7443744011127443,NaN,77,0,0.0,0.0,0.0,0
65,1.0,1.0,7,93,0,1,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7462369105146304,NaN,78,0,0.0,0.0,0.0,0
66,1.0,1.0,6,94,0,1,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7480641756858649,NaN,79,0,0.0,0.0,0.0,0
67,1.0,1.0,4,96,0,2,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.750379607832281,NaN,81,0,0.0,0.0,0.0,0
68,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7516277097931191,NaN,81,0,0.0,0.0,0.0,0
69,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7528695712441538,NaN,81,0,0.0,0.0,0.0,0
70,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.754105223387933,NaN,81,0,0.0,0.0,0.0,0
71,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7553346972709934,NaN,81,0,0.0,0.0,0.0,0
72,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7565580237846384,NaN,81,0,0.0,0.0,0.0,0
73,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7577752336657153,NaN,81,0,0.0,0.0,0.0,0
74,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.758986357497387,NaN,81,0,0.0,0.0,0.0,0
75,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7601914257098993,NaN,81,0,0.0,0.0,0.0,0
76,1.0,1.0,4,96,0,0,0,0,1.0,1.0,1.0,1.0,NaN,1.0,0.7613904685813506,NaN,81,0,0.0,0.0,0.0,0
