N,condition,norm_on,trial,converged,conv_tick,first_beh_tick,first_cryst_50,final_coord,final_majority,final_cryst,final_norm_str,final_belief_err,mean_enforce,total_ticks
16,Dyn_noNorm,false,1,true,82,56,0,1.0,1.0,0,0.0,0.0,0.0,282
16,Dyn_noNorm,false,2,true,98,96,0,1.0,1.0,0,0.0,0.0,0.0,298
16,Dyn_noNorm,false,3,true,19,19,0,1.0,1.0,0,0.0,0.0,0.0,219
16,Dyn_noNorm,false,4,true,54,30,0,1.0,1.0,0,0.0,0.0,0.0,254
16,Dyn_noNorm,false,5,true,122,43,0,1.0,1.0,0,0.0,0.0,0.0,322
16,Dyn_noNorm,false,6,true,38,11,0,1.0,1.0,0,0.0,0.0,0.0,238
16,Dyn_noNorm,false,7,true,23,21,0,1.0,1.0,0,0.0,0.0,0.0,223
16,Dyn_noNorm,false,8,true,113,94,0,1.0,1.0,0,0.0,0.0,0.0,313
16,Dyn_noNorm,false,9,true,51,38,0,1.0,1.0,0,0.0,0.0,0.0,251
16,Dyn_noNorm,false,10,true,19,15,0,1.0,1.0,0,0.0,0.0,0.0,219
16,Dyn_noNorm,false,11,true,91,67,0,1.0,1.0,0,0.0,0.0,0.0,291
16,Dyn_noNorm,false,12,true,123,11,0,1.0,1.0,0,0.0,0.0,0.0,323
16,Dyn_noNorm,false,13,true,20,18,0,1.0,1.0,0,0.0,0.0,0.0,220
16,Dyn_noNorm,false,14,true,47,42,0,1.0,1.0,0,0.0,0.0,0.0,247
16,Dyn_noNorm,false,15,true,33,23,0,1.0,1.0,0,0.0,0.0,0.0,233
16,Dyn_noNorm,false,16,true,7,7,0,1.0,1.0,0,0.0,0.0,0.0,207
16,Dyn_noNorm,false,17,true,70,45,0,1.0,1.0,0,0.0,0.0,0.0,270
16,Dyn_noNorm,false,18,true,79,75,0,1.0,1.0,0,0.0,0.0,0.0,279
16,Dyn_noNorm,false,19,true,80,71,0,1.0,1.0,0,0.0,0.0,0.0,280
16,Dyn_noNorm,false,20,true,190,119,0,1.0,1.0,0,0.0,0.0,0.0,390
16,Dyn_noNorm,false,21,true,28,21,0,1.0,1.0,0,0.0,0.0,0.0,228
16,Dyn_noNorm,false,22,true,36,36,0,1.0,1.0,0,0.0,0.0,0.0,236
