N,condition,norm_on,trial,converged,conv_tick,first_beh_tick,first_cryst_50,final_coord,final_majority,final_cryst,final_norm_str,final_belief_err,mean_enforce,total_ticks
8,Dyn_noNorm,false,50,true,69,36,0,1.0,1.0,0,0.0,0.0,0.0,269
8,Dyn_noNorm,false,51,true,38,35,0,1.0,1.0,0,0.0,0.0,0.0,238
8,Dyn_noNorm,false,52,true,97,71,0,1.0,1.0,0,0.0,0.0,0.0,297
8,Dyn_noNorm,false,53,true,14,14,0,1.0,1.0,0,0.0,0.0,0.0,214
8,Dyn_noNorm,false,54,true,54,54,0,1.0,1.0,0,0.0,0.0,0.0,254
8,Dyn_noNorm,false,55,true,9,7,0,1.0,1.0,0,0.0,0.0,0.0,209
8,Dyn_noNorm,false,56,true,67,64,0,1.0,1.0,0,0.0,0.0,0.0,267
8,Dyn_noNorm,false,57,true,25,16,0,1.0,1.0,0,0.0,0.0,0.0,225
8,Dyn_noNorm,false,58,true,42,21,0,1.0,1.0,0,0.0,0.0,0.0,242
8,Dyn_noNorm,false,59,true,14,11,0,1.0,1.0,0,0.0,0.0,0.0,214
8,Dyn_noNorm,false,60,true,15,13,0,1.0,1.0,0,0.0,0.0,0.0,215
8,Dyn_noNorm,false,61,true,36,10,0,1.0,1.0,0,0.0,0.0,0.0,236
8,Dyn_noNorm,false,62,true,7,7,0,1.0,1.0,0,0.0,0.0,0.0,207
8,Dyn_noNorm,false,63,true,64,55,0,1.0,1.0,0,0.0,0.0,0.0,264
8,Dyn_noNorm,false,64,true,45,41,0,1.0,1.0,0,0.0,0.0,0.0,245
8,Dyn_noNorm,false,65,true,6,6,0,1.0,1.0,0,0.0,0.0,0.0,206
8,Dyn_noNorm,false,66,true,58,11,0,1.0,1.0,0,0.0,0.0,0.0,258
8,Dyn_noNorm,false,67,true,9,5,0,1.0,1.0,0,0.0,0.0,0.0,209
8,Dyn_noNorm,false,68,true,8,8,0,1.0,1.0,0,0.0,0.0,0.0,208
8,Dyn_noNorm,false,69,true,90,31,0,1.0,1.0,0,0.0,0.0,0.0,290
8,Dyn_noNorm,false,70,true,7,7,0,1.0,1.0,0,0.0,0.0,0.0,207
8,Dyn_noNorm,false,71,true,48,7,0,1.0,1.0,0,0.0,0.0,0.0,248
8,Dyn_noNorm,false,72,true,29,25,0,1.0,1.0,0,0.0,0.0,0.0,229
8,Dyn_noNorm,false,73,true,17,13,0,1.0,1.0,0,0.0,0.0,0.0,217
8,Dyn_noNorm,false,74,true,19,6,0,1.0,1.0,0,0.0,0.0,0.0,219
8,Dyn_noNorm,false,75,true,37,16,0,1.0,1.0,0,0.0,0.0,0.0,237
8,Dyn_noNorm,false,76,true,47,33,0,1.0,1.0,0,0.0,0.0,0.0,247
8,Dyn_noNorm,false,77,true,18,18,0,1.0,1.0,0,0.0,0.0,0.0,218
8,Dyn_noNorm,false,78,true,22,20,0,1.0,1.0,0,0.0,0.0,0.0,222
8,Dyn_noNorm,false,79,true,18,18,0,1.0,1.0,0,0.0,0.0,0.0,218
8,Dyn_noNorm,false,80,true,7,5,0,1.0,1.0,0,0.0,0.0,0.0,207
8,Dyn_noNorm,false,81,true,24,24,0,1.0,1.0,0,0.0,0.0,0.0,224
8,Dyn_noNorm,false,82,true,69,10,0,1.0,1.0,0,0.0,0.0,0.0,269
8,Dyn_noNorm,false,83,true,127,123,0,1.0,1.0,0,0.0,0.0,0.0,327
8,Dyn_noNorm,false,84,true,20,18,0,1.0,1.0,0,0.0,0.0,0.0,220
8,Dyn_noNorm,false,85,true,29,26,0,1.0,1.0,0,0.0,0.0,0.0,229
8,Dyn_noNorm,false,86,true,46,23,0,1.0,1.0,0,0.0,0.0,0.0,246
8,Dyn_noNorm,false,87,true,54,27,0,1.0,1.0,0,0.0,0.0,0.0,254
8,Dyn_noNorm,false,88,true,88,11,0,1.0,1.0,0,0.0,0.0,0.0,288
8,Dyn_noNorm,false,89,true,9,9,0,1.0,1.0,0,0.0,0.0,0.0,209
8,Dyn_noNorm,false,90,true,83,81,0,1.0,1.0,0,0.0,0.0,0.0,283
8,Dyn_noNorm,false,91,true,39,12,0,1.0,1.0,0,0.0,0.0,0.0,239
8,Dyn_noNorm,false,92,true,35,5,0,1.0,1.0,0,0.0,0.0,0.0,235
8,Dyn_noNorm,false,93,true,30,6,0,1.0,1.0,0,0.0,0.0,0.0,230
8,Dyn_noNorm,false,94,true,54,44,0,1.0,1.0,0,0.0,0.0,0.0,254
8,Dyn_noNorm,false,95,true,51,4,0,1.0,1.0,0,0.0,0.0,0.0,251
8,Dyn_noNorm,false,96,true,32,21,0,1.0,1.0,0,0.0,0.0,0.0,232
8,Dyn_noNorm,false,97,true,139,115,0,1.0,1.0,0,0.0,0.0,0.0,339
8,Dyn_noNorm,false,98,true,85,9,0,1.0,1.0,0,0.0,0.0,0.0,285
8,Dyn_noNorm,false,99,true,31,5,0,1.0,1.0,0,0.0,0.0,0.0,231
8,Dyn_noNorm,false,100,true,36,12,0,1.0,1.0,0,0.0,0.0,0.0,236
8,Dyn_Norm,true,1,true,5,5,8,1.0,1.0,8,0.9250216314669835,0.0,0.0,205
8,Dyn_Norm,true,2,true,3,3,8,1.0,1.0,8,0.9245534022243415,0.0,0.0,203
8,Dyn_Norm,true,3,true,18,16,13,1.0,1.0,8,0.9280984769657099,0.0,0.0,218
8,Dyn_Norm,true,4,true,16,13,12,1.0,1.0,8,0.9275618779265677,0.0,0.0,216
8,Dyn_Norm,true,5,true,25,25,17,1.0,1.0,8,0.9288155168407246,0.0,0.0,225
8,Dyn_Norm,true,6,true,37,23,29,1.0,1.0,8,0.9283787329595097,0.0,0.0,237
8,Dyn_Norm,true,7,true,21,19,14,1.0,1.0,8,0.9277217593962683,0.0,0.0,221
8,Dyn_Norm,true,8,true,32,30,27,1.0,1.0,7,0.9284536907585582,0.0,0.0,232
8,Dyn_Norm,true,9,true,19,17,15,1.0,1.0,8,0.9275542810215872,0.0,0.0,219
8,Dyn_Norm,true,10,true,19,16,21,1.0,1.0,8,0.9268124926718391,0.0,0.0,219
8,Dyn_Norm,true,11,true,16,3,7,1.0,1.0,8,0.929180322036107,0.0,0.0,216
8,Dyn_Norm,true,12,true,28,28,18,1.0,1.0,8,0.9270237740512608,0.0,0.0,228
8,Dyn_Norm,true,13,true,22,22,15,1.0,1.0,8,0.925156918616877,0.0,0.0,222
8,Dyn_Norm,true,14,true,20,20,17,1.0,1.0,8,0.9273711081194901,0.0,0.0,220
8,Dyn_Norm,true,15,true,17,13,16,1.0,1.0,8,0.9263109215855874,0.0,0.0,217
8,Dyn_Norm,true,16,true,17,15,8,1.0,1.0,8,0.928549043988619,0.0,0.0,217
8,Dyn_Norm,true,17,true,11,7,9,1.0,1.0,8,0.9268804200029594,0.0,0.0,211
8,Dyn_Norm,true,18,true,15,9,10,1.0,1.0,8,0.9281043866639358,0.0,0.0,215
8,Dyn_Norm,true,19,true,12,6,11,1.0,1.0,8,0.926790532705478,0.0,0.0,212
8,Dyn_Norm,true,20,true,19,17,13,1.0,1.0,8,0.928556926962417,0.0,0.0,219
8,Dyn_Norm,true,21,true,20,18,14,1.0,1.0,8,0.9284634161612746,0.0,0.0,220
8,Dyn_Norm,true,22,true,14,11,15,1.0,1.0,8,0.925954414217142,0.0,0.0,214
8,Dyn_Norm,true,23,true,3,3,6,1.0,1.0,8,0.9245507928186159,0.0,0.0,203
8,Dyn_Norm,true,24,true,19,19,12,1.0,1.0,8,0.9275473199951654,0.0,0.0,219
8,Dyn_Norm,true,25,true,26,26,15,1.0,1.0,8,0.9249568930242935,0.0,0.0,226
8,Dyn_Norm,true,26,true,46,30,16,1.0,1.0,8,0.8815396125695245,0.0,0.0,246
8,Dyn_Norm,true,27,true,16,3,11,1.0,1.0,8,0.9285119722676498,0.0,0.0,216
8,Dyn_Norm,true,28,true,25,23,14,1.0,1.0,8,0.9271668583524585,0.0,0.0,225
8,Dyn_Norm,true,29,true,31,31,19,1.0,1.0,8,0.9282155031162054,0.0,0.0,231
8,Dyn_Norm,true,30,true,14,10,12,1.0,1.0,8,0.927474710605195,0.0,0.0,214
8,Dyn_Norm,true,31,true,12,12,10,1.0,1.0,8,0.9273822808331529,0.0,0.0,212
8,Dyn_Norm,true,32,true,14,12,12,1.0,1.0,8,0.9269652868537027,0.0,0.0,214
8,Dyn_Norm,true,33,true,14,3,8,1.0,1.0,8,0.928016275721218,0.0,0.0,214
8,Dyn_Norm,true,34,true,14,12,12,1.0,1.0,8,0.9272013144710279,0.0,0.0,214
8,Dyn_Norm,true,35,true,10,4,6,1.0,1.0,8,0.9272914427406045,0.0,0.0,210
8,Dyn_Norm,true,36,true,35,35,29,1.0,1.0,8,0.8999426492163475,0.0,0.0,235
8,Dyn_Norm,true,37,true,15,15,13,1.0,1.0,8,0.9269242451457664,0.0,0.0,215
8,Dyn_Norm,true,38,true,25,25,19,1.0,1.0,8,0.9257470338168325,0.0,0.0,225
8,Dyn_Norm,true,39,true,18,8,11,1.0,1.0,8,0.9286922563857231,0.0,0.0,218
8,Dyn_Norm,true,40,true,27,22,19,1.0,1.0,8,0.9282543224297553,0.0,0.0,227
8,Dyn_Norm,true,41,true,15,11,11,1.0,1.0,8,0.9279270272317026,0.0,0.0,215
8,Dyn_Norm,true,42,true,11,6,10,1.0,1.0,8,0.926790075154944,0.0,0.0,211
8,Dyn_Norm,true,43,true,30,21,20,1.0,1.0,8,0.9302117736387286,0.0,0.0,230
8,Dyn_Norm,true,44,true,54,23,15,1.0,1.0,8,0.9378519944486802,0.0,0.0,254
8,Dyn_Norm,true,45,true,15,5,9,1.0,1.0,8,0.928334149687776,0.0,0.0,215
8,Dyn_Norm,true,46,true,32,23,14,1.0,1.0,8,0.9265625297495981,0.0,0.0,232
8,Dyn_Norm,true,47,true,18,15,15,1.0,1.0,8,0.9276545461872218,0.0,0.0,218
8,Dyn_Norm,true,48,true,18,15,13,1.0,1.0,8,0.9281466277426974,0.0,0.0,218
8,Dyn_Norm,true,49,true,17,15,15,1.0,1.0,8,0.9261693492799178,0.0,0.0,217
8,Dyn_Norm,true,50,true,14,14,11,1.0,1.0,8,0.9274719618214528,0.0,0.0,214
8,Dyn_Norm,true,51,true,19,11,10,1.0,1.0,8,0.9291355842862385,0.0,0.0,219
8,Dyn_Norm,true,52,true,14,14,11,1.0,1.0,8,0.9272912191027756,0.0,0.0,214
8,Dyn_Norm,true,53,true,16,12,14,1.0,1.0,8,0.9275607710682487,0.0,0.0,216
8,Dyn_Norm,true,54,true,21,21,18,1.0,1.0,8,0.9271873559937809,0.0,0.0,221
8,Dyn_Norm,true,55,true,23,21,13,1.0,1.0,8,0.9289442465736477,0.0,0.0,223
8,Dyn_Norm,true,56,true,17,8,12,1.0,1.0,8,0.9281902585484987,0.0,0.0,217
8,Dyn_Norm,true,57,true,41,41,25,1.0,1.0,7,0.9269661082060292,0.0,0.0,241
8,Dyn_Norm,true,58,true,28,22,10,1.0,1.0,8,0.9267478585522072,0.0,0.0,228
8,Dyn_Norm,true,59,true,23,20,14,1.0,1.0,8,0.9290354896966616,0.0,0.0,223
8,Dyn_Norm,true,60,true,13,13,11,1.0,1.0,8,0.9269244595170432,0.0,0.0,213
8,Dyn_Norm,true,61,true,13,13,13,1.0,1.0,8,0.9266955845646574,0.0,0.0,213
8,Dyn_Norm,true,62,true,17,17,9,1.0,1.0,8,0.9286432541211999,0.0,0.0,217
8,Dyn_Norm,true,63,true,16,16,14,1.0,1.0,8,0.9268287827188032,0.0,0.0,216
8,Dyn_Norm,true,64,true,11,9,10,1.0,1.0,8,0.926698562748902,0.0,0.0,211
8,Dyn_Norm,true,65,true,19,9,13,1.0,1.0,8,0.9288217835899644,0.0,0.0,219
8,Dyn_Norm,true,66,true,19,12,13,1.0,1.0,8,0.9288182169221173,0.0,0.0,219
8,Dyn_Norm,true,67,true,18,16,17,1.0,1.0,8,0.9270527039070667,0.0,0.0,218
8,Dyn_Norm,true,68,true,14,12,11,1.0,1.0,8,0.927382042310396,0.0,0.0,214
8,Dyn_Norm,true,69,true,21,21,12,1.0,1.0,8,0.9285526624477622,0.0,0.0,221
8,Dyn_Norm,true,70,true,14,14,14,1.0,1.0,8,0.9257038285078351,0.0,0.0,214
8,Dyn_Norm,true,71,true,17,17,14,1.0,1.0,7,0.9270570235886065,0.0,0.0,217
8,Dyn_Norm,true,72,true,35,21,17,1.0,1.0,8,0.9294857386703425,0.0,0.0,235
8,Dyn_Norm,true,73,true,18,16,13,1.0,1.0,8,0.9280130978957226,0.0,0.0,218
8,Dyn_Norm,true,74,true,20,16,16,1.0,1.0,8,0.9279169727359636,0.0,0.0,220
8,Dyn_Norm,true,75,true,19,9,11,1.0,1.0,8,0.9288582177908997,0.0,0.0,219
8,Dyn_Norm,true,76,true,10,10,10,1.0,1.0,8,0.9260503552139584,0.0,0.0,210
8,Dyn_Norm,true,77,true,16,10,10,1.0,1.0,8,0.9288264606939853,0.0,0.0,216
8,Dyn_Norm,true,78,true,22,22,17,1.0,1.0,8,0.9246737552578811,0.0,0.0,222
8,Dyn_Norm,true,79,true,1,1,6,1.0,1.0,8,0.9240295849283792,0.0,0.0,201
8,Dyn_Norm,true,80,true,37,27,18,1.0,1.0,8,0.926304412765578,0.0,0.0,237
8,Dyn_Norm,true,81,true,15,5,10,1.0,1.0,8,0.9272356986186184,0.0,0.0,215
8,Dyn_Norm,true,82,true,24,19,17,1.0,1.0,8,0.9285522218480887,0.0,0.0,224
8,Dyn_Norm,true,83,true,20,20,9,1.0,1.0,8,0.9295341922916407,0.0,0.0,220
8,Dyn_Norm,true,84,true,10,10,11,1.0,1.0,8,0.9260964460712307,0.0,0.0,210
8,Dyn_Norm,true,85,true,13,11,13,1.0,1.0,8,0.9267818388662963,0.0,0.0,213
8,Dyn_Norm,true,86,true,20,13,12,1.0,1.0,8,0.929268688055892,0.0,0.0,220
8,Dyn_Norm,true,87,true,3,3,10,1.0,1.0,8,0.9243156234746197,0.0,0.0,203
8,Dyn_Norm,true,88,true,11,8,14,1.0,1.0,8,0.9250920788004782,0.0,0.0,211
8,Dyn_Norm,true,89,true,9,6,8,1.0,1.0,8,0.9266510713586181,0.0,0.0,209
8,Dyn_Norm,true,90,true,13,13,10,1.0,1.0,8,0.9273341301587738,0.0,0.0,213
8,Dyn_Norm,true,91,true,37,28,10,1.0,1.0,7,0.9011727812000541,0.0,0.0,237
8,Dyn_Norm,true,92,true,13,9,12,1.0,1.0,8,0.9268760666714977,0.0,0.0,213
8,Dyn_Norm,true,93,true,13,3,10,1.0,1.0,8,0.9275178486648841,0.0,0.0,213
8,Dyn_Norm,true,94,true,23,15,20,1.0,1.0,8,0.9280128969080708,0.0,0.0,223
8,Dyn_Norm,true,95,true,9,9,11,1.0,1.0,8,0.9257742136731189,0.0,0.0,209
8,Dyn_Norm,true,96,true,42,35,15,1.0,1.0,7,0.8747122983427559,0.0,0.0,242
8,Dyn_Norm,true,97,true,24,24,24,1.0,1.0,8,0.9268257536911577,0.0,0.0,224
8,Dyn_Norm,true,98,true,8,8,9,1.0,1.0,8,0.9262366233745198,0.0,0.0,208
8,Dyn_Norm,true,99,true,12,4,10,1.0,1.0,8,0.9271552050680496,0.0,0.0,212
8,Dyn_Norm,true,100,true,18,14,10,1.0,1.0,8,0.9287776876765159,0.0,0.0,218
