N,condition,norm_on,trial,converged,conv_tick,first_beh_tick,first_cryst_50,final_coord,final_majority,final_cryst,final_norm_str,final_belief_err,mean_enforce,total_ticks
10,Dyn_noNorm,false,1,true,41,39,0,1.0,1.0,0,0.0,0.0,0.0,241
10,Dyn_noNorm,false,2,true,116,29,0,1.0,1.0,0,0.0,0.0,0.0,316
10,Dyn_noNorm,false,3,true,16,9,0,1.0,1.0,0,0.0,0.0,0.0,216
10,Dyn_noNorm,false,4,true,21,9,0,1.0,1.0,0,0.0,0.0,0.0,221
10,Dyn_noNorm,false,5,true,49,46,0,1.0,1.0,0,0.0,0.0,0.0,249
10,Dyn_noNorm,false,6,true,28,24,0,1.0,1.0,0,0.0,0.0,0.0,228
10,Dyn_noNorm,false,7,true,49,3,0,1.0,1.0,0,0.0,0.0,0.0,249
10,Dyn_noNorm,false,8,true,90,58,0,1.0,1.0,0,0.0,0.0,0.0,290
10,Dyn_noNorm,false,9,true,89,44,0,1.0,1.0,0,0.0,0.0,0.0,289
10,Dyn_noNorm,false,10,true,96,62,0,1.0,1.0,0,0.0,0.0,0.0,296
10,Dyn_noNorm,false,11,true,19,13,0,1.0,1.0,0,0.0,0.0,0.0,219
10,Dyn_noNorm,false,12,true,59,33,0,1.0,1.0,0,0.0,0.0,0.0,259
10,Dyn_noNorm,false,13,true,65,41,0,1.0,1.0,0,0.0,0.0,0.0,265
10,Dyn_noNorm,false,14,true,28,28,0,1.0,1.0,0,0.0,0.0,0.0,228
10,Dyn_noNorm,false,15,true,30,30,0,1.0,1.0,0,0.0,0.0,0.0,230
10,Dyn_noNorm,false,16,true,72,25,0,1.0,1.0,0,0.0,0.0,0.0,272
10,Dyn_noNorm,false,17,true,16,8,0,1.0,1.0,0,0.0,0.0,0.0,216
10,Dyn_noNorm,false,18,true,91,19,0,1.0,1.0,0,0.0,0.0,0.0,291
10,Dyn_noNorm,false,19,true,46,42,0,1.0,1.0,0,0.0,0.0,0.0,246
10,Dyn_noNorm,false,20,true,60,5,0,1.0,1.0,0,0.0,0.0,0.0,260
10,Dyn_noNorm,false,21,true,20,13,0,1.0,1.0,0,0.0,0.0,0.0,220
10,Dyn_noNorm,false,22,true,49,47,0,1.0,1.0,0,0.0,0.0,0.0,249
10,Dyn_noNorm,false,23,true,10,10,0,1.0,1.0,0,0.0,0.0,0.0,210
10,Dyn_noNorm,false,24,true,41,8,0,1.0,1.0,0,0.0,0.0,0.0,241
10,Dyn_noNorm,false,25,true,35,16,0,1.0,1.0,0,0.0,0.0,0.0,235
10,Dyn_noNorm,false,26,true,69,35,0,1.0,1.0,0,0.0,0.0,0.0,269
10,Dyn_noNorm,false,27,true,54,11,0,1.0,1.0,0,0.0,0.0,0.0,254
10,Dyn_noNorm,false,28,true,97,97,0,1.0,1.0,0,0.0,0.0,0.0,297
10,Dyn_noNorm,false,29,true,18,12,0,1.0,1.0,0,0.0,0.0,0.0,218
10,Dyn_noNorm,false,30,true,102,88,0,1.0,1.0,0,0.0,0.0,0.0,302
10,Dyn_noNorm,false,31,true,64,64,0,1.0,1.0,0,0.0,0.0,0.0,264
10,Dyn_noNorm,false,32,true,60,6,0,1.0,1.0,0,0.0,0.0,0.0,260
10,Dyn_noNorm,false,33,true,20,20,0,1.0,1.0,0,0.0,0.0,0.0,220
10,Dyn_noNorm,false,34,true,58,56,0,1.0,1.0,0,0.0,0.0,0.0,258
10,Dyn_noNorm,false,35,true,49,41,0,1.0,1.0,0,0.0,0.0,0.0,249
10,Dyn_noNorm,false,36,true,134,95,0,1.0,1.0,0,0.0,0.0,0.0,334
10,Dyn_noNorm,false,37,true,91,87,0,1.0,1.0,0,0.0,0.0,0.0,291
10,Dyn_noNorm,false,38,true,8,8,0,1.0,1.0,0,0.0,0.0,0.0,208
10,Dyn_noNorm,false,39,true,36,15,0,1.0,1.0,0,0.0,0.0,0.0,236
10,Dyn_noNorm,false,40,true,56,56,0,1.0,1.0,0,0.0,0.0,0.0,256
10,Dyn_noNorm,false,41,true,48,46,0,1.0,1.0,0,0.0,0.0,0.0,248
10,Dyn_noNorm,false,42,true,55,22,0,1.0,1.0,0,0.0,0.0,0.0,255
10,Dyn_noNorm,false,43,true,82,79,0,1.0,1.0,0,0.0,0.0,0.0,282
10,Dyn_noNorm,false,44,true,48,30,0,1.0,1.0,0,0.0,0.0,0.0,248
10,Dyn_noNorm,false,45,true,71,15,0,1.0,1.0,0,0.0,0.0,0.0,271
10,Dyn_noNorm,false,46,true,72,67,0,1.0,1.0,0,0.0,0.0,0.0,272
10,Dyn_noNorm,false,47,true,79,43,0,1.0,1.0,0,0.0,0.0,0.0,279
10,Dyn_noNorm,false,48,true,63,11,0,1.0,1.0,0,0.0,0.0,0.0,263
10,Dyn_noNorm,false,49,true,129,36,0,1.0,1.0,0,0.0,0.0,0.0,329
10,Dyn_noNorm,false,50,true,61,43,0,1.0,1.0,0,0.0,0.0,0.0,261
10,Dyn_noNorm,false,51,true,16,16,0,1.0,1.0,0,0.0,0.0,0.0,216
10,Dyn_noNorm,false,52,true,36,26,0,1.0,1.0,0,0.0,0.0,0.0,236
10,Dyn_noNorm,false,53,true,10,10,0,1.0,1.0,0,0.0,0.0,0.0,210
10,Dyn_noNorm,false,54,true,25,25,0,1.0,1.0,0,0.0,0.0,0.0,225
10,Dyn_noNorm,false,55,true,26,19,0,1.0,1.0,0,0.0,0.0,0.0,226
10,Dyn_noNorm,false,56,true,73,14,0,1.0,1.0,0,0.0,0.0,0.0,273
10,Dyn_noNorm,false,57,true,10,7,0,1.0,1.0,0,0.0,0.0,0.0,210
10,Dyn_noNorm,false,58,true,9,3,0,1.0,1.0,0,0.0,0.0,0.0,209
10,Dyn_noNorm,false,59,true,31,31,0,1.0,1.0,0,0.0,0.0,0.0,231
10,Dyn_noNorm,false,60,true,19,9,0,1.0,1.0,0,0.0,0.0,0.0,219
10,Dyn_noNorm,false,61,true,54,18,0,1.0,1.0,0,0.0,0.0,0.0,254
10,Dyn_noNorm,false,62,true,14,14,0,1.0,1.0,0,0.0,0.0,0.0,214
10,Dyn_noNorm,false,63,true,98,82,0,1.0,1.0,0,0.0,0.0,0.0,298
10,Dyn_noNorm,false,64,true,75,75,0,1.0,1.0,0,0.0,0.0,0.0,275
10,Dyn_noNorm,false,65,true,61,61,0,1.0,1.0,0,0.0,0.0,0.0,261
10,Dyn_noNorm,false,66,true,43,38,0,1.0,1.0,0,0.0,0.0,0.0,243
10,Dyn_noNorm,false,67,true,23,18,0,1.0,1.0,0,0.0,0.0,0.0,223
10,Dyn_noNorm,false,68,true,64,55,0,1.0,1.0,0,0.0,0.0,0.0,264
10,Dyn_noNorm,false,69,true,90,90,0,1.0,1.0,0,0.0,0.0,0.0,290
10,Dyn_noNorm,false,70,true,1,1,0,1.0,1.0,0,0.0,0.0,0.0,201
10,Dyn_noNorm,false,71,true,99,75,0,1.0,1.0,0,0.0,0.0,0.0,299
10,Dyn_noNorm,false,72,true,82,22,0,1.0,1.0,0,0.0,0.0,0.0,282
10,Dyn_noNorm,false,73,true,112,58,0,1.0,1.0,0,0.0,0.0,0.0,312
10,Dyn_noNorm,false,74,true,75,67,0,1.0,1.0,0,0.0,0.0,0.0,275
10,Dyn_noNorm,false,75,true,12,10,0,1.0,1.0,0,0.0,0.0,0.0,212
10,Dyn_noNorm,false,76,true,27,25,0,1.0,1.0,0,0.0,0.0,0.0,227
10,Dyn_noNorm,false,77,true,34,34,0,1.0,1.0,0,0.0,0.0,0.0,234
10,Dyn_noNorm,false,78,true,49,42,0,1.0,1.0,0,0.0,0.0,0.0,249
10,Dyn_noNorm,false,79,true,92,31,0,1.0,1.0,0,0.0,0.0,0.0,292
