theta_crystal,Phi,trial,N,converged,convergence_tick,total_ticks,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,total_dissolutions,total_enforcements,recryst_flip,recryst_same,peak_norm_split,time_in_churn
3.0,2.0,25,5000,true,110,110,1.0,0.9974625704566428,4979,0.6778137342967658,0.9958,60,59,61,61,2307,57090,2239,47,1.0,31
3.0,0.5,9,5000,true,114,114,0.0,0.9996259669336252,4797,0.854422460079704,0.9594,46,46,65,65,1246,40586,1043,0,1.0,22
3.0,2.0,6,5000,true,110,110,0.0,0.9984239103073811,4931,0.7156084240251643,0.9862,56,55,61,61,2145,54618,2069,7,1.0,31
7.0,2.0,7,5000,true,129,129,0.0,0.9999066509625243,4520,0.8704121654111361,0.904,47,46,80,80,100,8283,0,0,1.0,13
3.0,5.0,14,5000,true,109,109,1.0,0.9969227572961245,4962,0.664945381499276,0.9924,60,59,58,60,2451,56152,2271,142,1.0,44
3.0,0.0,1,5000,true,114,114,0.0,0.9983539108026087,4951,0.7439324643128207,0.9902,61,60,65,65,2089,0,1767,273,1.0,40
3.0,0.5,28,5000,true,117,117,1.0,0.9990075837811141,4890,0.7730199879987656,0.978,59,58,68,68,1783,55480,1670,3,1.0,30
3.0,0.0,20,5000,true,108,108,1.0,0.998831005270274,4938,0.7657330153145064,0.9876,51,50,59,59,1484,0,1398,24,1.0,35
3.0,1.0,17,5000,true,121,121,0.0,0.9974275167843096,4983,0.7179190028525736,0.9966,72,72,72,72,3015,63807,2323,675,1.0,46
3.0,2.0,26,5000,true,111,111,1.0,0.997446323542959,4974,0.6783552668807233,0.9948,61,61,62,62,2363,57539,2245,92,1.0,32
3.0,2.0,7,5000,true,111,111,1.0,0.9995293705233568,4807,0.8279764682466411,0.9614,46,46,62,62,1767,45587,1572,2,1.0,27
3.0,0.5,10,5000,true,117,117,1.0,0.9990387000996401,4900,0.7821050347910015,0.98,58,57,68,68,1736,54233,1633,3,1.0,27
3.0,0.0,2,5000,true,111,111,0.0,0.9985465096307288,4921,0.7483199060737964,0.9842,56,55,62,62,1739,0,1568,92,1.0,35
3.0,0.5,29,5000,true,118,118,1.0,0.9985683380654334,4943,0.7438109205711726,0.9886,63,63,69,69,1909,58551,1833,19,1.0,35
3.0,1.0,18,5000,true,115,115,1.0,0.9977432403679801,4961,0.6974160471996468,0.9922,64,64,66,66,2187,59819,2099,49,1.0,34
3.0,5.0,15,5000,true,158,158,0.0,0.9992985003487925,4812,0.8177106789197016,0.9624,94,93,109,109,6730,98245,4300,2242,1.0,85
3.0,0.0,21,5000,true,156,156,1.0,0.9988325246598473,4927,0.7926350328478423,0.9854,99,98,107,107,5360,0,3253,2034,1.0,81
3.0,2.0,27,5000,true,110,110,0.0,0.9970659313128636,4980,0.6755406370553967,0.996,61,60,61,61,2322,57273,2241,61,1.0,31
3.0,2.0,8,5000,true,110,110,1.0,0.997386072549737,4968,0.6858513164267337,0.9936,60,59,61,61,2268,56643,2199,37,1.0,34
3.0,0.0,3,5000,true,107,107,1.0,0.9992782037301468,4867,0.7988025449181503,0.9734,45,45,58,58,1260,0,1128,0,1.0,30
3.0,0.5,11,5000,true,116,116,0.0,0.9994899533439311,4829,0.8290683018191779,0.9658,52,51,67,67,1497,47555,1326,0,1.0,26
3.0,0.5,30,5000,true,116,116,1.0,0.9994495414970567,4828,0.8202966075628754,0.9656,52,51,67,67,1566,49044,1394,0,1.0,26
3.0,1.0,19,5000,true,115,115,1.0,0.9983222244407179,4943,0.7196067440746575,0.9886,61,60,66,66,2071,58050,1986,28,1.0,35
3.0,0.0,22,5000,true,109,109,1.0,0.9988875312981019,4921,0.7648505551535392,0.9842,52,51,60,60,1523,0,1413,31,1.0,34
3.0,5.0,16,5000,true,109,109,1.0,0.9967648897087472,4976,0.6679096470183795,0.9952,60,60,59,60,2426,55754,2276,126,1.0,38
3.0,2.0,28,5000,true,122,122,1.0,0.9971871429874589,4964,0.7518797321647374,0.9928,73,72,71,73,3865,63261,2506,1323,1.0,54
3.0,0.0,4,5000,true,107,107,0.0,0.9990696110263074,4897,0.7839868118452031,0.9794,48,47,58,58,1362,0,1255,5,1.0,31
3.0,0.5,12,5000,true,115,115,1.0,0.9995254379984848,4809,0.8392380172364504,0.9618,50,49,66,66,1416,45221,1226,0,1.0,26
3.0,2.0,9,5000,true,144,144,0.0,0.9992598696228492,4940,0.8261614141600321,0.988,83,82,95,95,5094,73588,3034,2000,1.0,63
3.0,1.0,1,5000,true,114,114,0.0,0.999273938842827,4878,0.7996896144646068,0.9756,52,52,65,65,1787,51141,1665,0,1.0,27
3.0,1.0,20,5000,true,113,113,0.0,0.9992676206476188,4871,0.8062843437409604,0.9742,52,51,64,64,1742,50008,1613,0,1.0,30
3.0,0.0,23,5000,true,110,110,1.0,0.9986891793008925,4933,0.7510848160134125,0.9866,54,54,61,61,1613,0,1494,52,1.0,36
3.0,5.0,17,5000,true,110,110,0.0,0.9967283923884183,4956,0.66864680796054,0.9912,61,60,59,61,2498,56593,2286,168,1.0,44
3.0,2.0,29,5000,true,111,111,0.0,0.9968863074327985,4979,0.6691634446675763,0.9958,62,61,62,62,2393,57824,2258,114,1.0,35
3.0,0.0,5,5000,true,108,108,1.0,0.999161348182536,4889,0.78402722727618,0.9778,48,48,59,59,1387,0,1269,7,1.0,31
3.0,1.0,2,5000,true,114,114,1.0,0.999289599463192,4865,0.7953972126723817,0.973,53,52,65,65,1796,51393,1660,1,1.0,30
3.0,1.0,21,5000,true,114,114,0.0,0.9984256150728917,4936,0.7347182553364959,0.9872,59,58,65,65,2037,57046,1963,10,1.0,31
3.0,2.0,10,5000,true,114,114,0.0,0.9973699810530458,4995,0.6752919157943631,0.999,65,64,63,65,2612,58437,2330,277,1.0,40
3.0,0.5,13,5000,true,120,120,0.0,0.9978441355871415,4961,0.7125920577332701,0.9922,69,68,71,71,2248,62453,2037,172,1.0,35
3.0,0.0,24,5000,true,108,108,0.0,0.9989927900232335,4911,0.7720023232371902,0.9822,50,50,59,59,1450,0,1353,8,1.0,32
3.0,5.0,18,5000,true,113,113,1.0,0.996573450883206,4959,0.6810916652652621,0.9918,64,63,61,64,2839,57576,2390,408,1.0,48
3.0,2.0,30,5000,true,109,109,0.0,0.9990162694450124,4880,0.7669067495955796,0.976,51,50,60,60,2008,51536,1886,2,1.0,28
3.0,0.0,6,5000,true,108,108,0.0,0.9986268048736378,4918,0.7603440582081927,0.9836,52,52,59,59,1538,0,1427,29,1.0,33
3.0,0.5,14,5000,true,116,116,1.0,0.9995887449381625,4817,0.8409743784631278,0.9634,50,48,67,67,1454,45522,1271,0,1.0,26
3.0,1.0,3,5000,true,113,113,1.0,0.9992199581277953,4868,0.7996764804449906,0.9736,52,52,64,64,1798,50741,1665,1,1.0,27
3.0,1.0,22,5000,true,116,116,1.0,0.9978630945757574,4975,0.6992066455524559,0.995,66,65,67,67,2282,60516,2149,108,1.0,36
3.0,2.0,11,5000,true,110,110,1.0,0.9990793548906893,4870,0.7746966076024187,0.974,52,50,61,61,1970,50756,1837,3,1.0,26
3.0,0.0,25,5000,true,107,107,1.0,0.9989544193145399,4907,0.7793624383184884,0.9814,49,48,58,58,1397,0,1290,14,1.0,33
3.0,5.0,19,5000,true,106,106,0.0,0.9983004521239022,4951,0.7066017325339294,0.9902,53,52,57,57,2176,52810,2116,11,1.0,25
3.0,0.0,7,5000,true,105,105,0.0,0.9992983256580199,4863,0.812988913511659,0.9726,43,43,56,56,1142,0,1004,1,1.0,26
3.0,5.0,1,5000,true,140,140,0.0,0.9990542205493465,4933,0.772123213380716,0.9866,80,79,91,91,4407,68954,2990,1350,1.0,66
3.0,1.0,4,5000,true,115,115,0.0,0.9980625328260687,4946,0.7069176327514857,0.9892,64,63,66,66,2165,59573,2065,46,1.0,35
3.0,0.5,15,5000,true,118,118,0.0,0.9988117894607212,4934,0.7526585770804516,0.9868,61,61,69,69,1894,57682,1807,21,1.0,34
3.0,1.0,23,5000,true,115,115,1.0,0.9980812455197762,4960,0.7065328852631888,0.992,63,62,66,66,2156,59114,2070,46,1.0,34
3.0,2.0,12,5000,true,109,109,0.0,0.9992995359459477,4850,0.8048189070454234,0.97,49,47,60,60,1877,48175,1726,1,1.0,25
3.0,0.0,26,5000,true,121,121,1.0,0.997988954378399,4966,0.7601300187556863,0.9932,69,69,72,72,2948,0,2049,865,1.0,49
3.0,0.0,8,5000,true,106,106,1.0,0.9990183535468706,4904,0.7841341509284395,0.9808,47,47,57,57,1338,0,1237,5,1.0,30
3.0,5.0,20,5000,true,155,155,0.0,0.9994141245841989,4865,0.82248623951566,0.973,90,89,106,106,5910,86447,3807,1968,1.0,79
3.0,1.0,5,5000,true,113,113,1.0,0.9991647152317046,4884,0.7925480465901422,0.9768,53,53,64,64,1809,51736,1692,1,1.0,29
3.0,1.0,24,5000,true,114,114,0.0,0.999478102655243,4813,0.8256710331803729,0.9626,50,49,65,65,1623,47294,1438,0,1.0,26
3.0,2.0,13,5000,true,109,109,0.0,0.9983036948202638,4945,0.7203955121169953,0.989,56,55,60,60,2123,54529,2059,9,1.0,27
3.0,0.0,27,5000,true,105,105,1.0,0.9992751046659647,4883,0.8110772042070399,0.9766,43,43,56,56,1180,0,1063,0,1.0,26
3.0,0.5,16,5000,true,113,113,0.0,0.9997159347807235,4803,0.8618820344780044,0.9606,43,42,64,64,1067,35083,871,0,1.0,21
3.0,0.0,9,5000,true,109,109,1.0,0.9987547475129768,4935,0.7553514418054309,0.987,53,52,60,60,1588,0,1478,45,1.0,34
3.0,5.0,2,5000,true,176,176,1.0,0.9970962657756074,4925,0.7008112466755735,0.985,127,125,123,127,8421,119697,5274,3072,1.0,109
3.0,5.0,21,5000,true,124,124,1.0,0.9970055719460844,4929,0.7329273598595254,0.9858,75,73,68,75,3795,63982,2656,1068,1.0,64
3.0,1.0,25,5000,true,114,114,0.0,0.9990100443735077,4917,0.7744810153312015,0.9834,56,55,65,65,1890,53750,1802,5,1.0,31
3.0,2.0,14,5000,true,110,110,0.0,0.9971011449131278,4977,0.68118998201413,0.9954,60,60,61,61,2309,56925,2221,65,1.0,35
