N,condition,w_base,w_max,enable_normative,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
1000,D_full_model,2,6,true,29,101,true,36,35,52,52,0.0,0.9995488772884733,971,0.8524248106912298,0.971,101
1000,D_full_model,2,6,true,17,130,true,77,76,81,81,0.0,0.9981956712094611,983,0.7832788803712492,0.983,130
1000,D_full_model,2,6,true,15,108,true,53,53,59,59,0.0,0.9986970264819163,985,0.755240805212293,0.985,108
1000,D_full_model,2,6,true,27,102,true,37,37,53,53,1.0,0.9994854847242408,973,0.8441440711823668,0.973,102
1000,D_full_model,2,6,true,9,123,true,70,70,74,74,0.0,0.9982536292562071,993,0.7589440930837715,0.993,123
1000,D_full_model,2,6,true,1,118,true,66,65,69,69,0.0,0.9983025613557962,993,0.7479728848735439,0.993,118
1000,D_full_model,2,6,true,19,98,true,34,34,49,49,0.0,0.9994786116896063,963,0.8542249531826537,0.963,98
1000,D_full_model,2,6,true,30,120,true,69,68,71,71,0.0,0.9980445538678566,989,0.7464644761262935,0.989,120
1000,D_full_model,2,6,true,26,102,true,37,36,53,53,0.0,0.9994809982907112,971,0.8465281503947604,0.971,102
1000,D_full_model,2,6,true,22,91,true,30,30,42,42,0.0,0.9992130052217119,975,0.8550497924514384,0.975,91
1000,D_full_model,2,6,true,14,103,true,44,44,54,54,0.0,0.9991236897524621,972,0.8131289948628094,0.972,103
1000,D_full_model,2,6,true,6,101,true,36,36,52,52,0.0,0.9994493592490301,967,0.8449715035713534,0.967,101
1000,D_full_model,2,6,true,12,99,true,32,32,50,50,0.0,0.9995510372195803,971,0.8537838252589965,0.971,99
1000,D_full_model,2,6,true,4,105,true,46,46,56,56,0.0,0.9990582218028179,983,0.7895228157797338,0.983,105
1000,D_full_model,2,6,true,8,107,true,47,47,58,58,1.0,0.9992039886199353,975,0.7942139171515727,0.975,107
1000,D_full_model,2,6,true,16,98,true,33,32,49,49,0.0,0.9994955294621023,958,0.8567039440536303,0.958,98
1000,D_full_model,2,6,true,10,101,true,38,37,52,52,1.0,0.9993720251895174,977,0.8358728571282641,0.977,101
