theta_crystal,Phi,trial,N,converged,convergence_tick,total_ticks,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,total_dissolutions,total_enforcements,recryst_flip,recryst_same,peak_norm_split,time_in_churn
3.0,1.0,26,5000,true,128,128,0.0,0.9972345625482785,4971,0.7793574350941828,0.9942,79,79,79,79,4091,68403,2507,1556,1.0,55
3.0,2.0,30,5000,true,118,118,0.0,0.9971511416808807,4974,0.7164393816593393,0.9948,69,68,68,69,3293,60631,2425,842,1.0,50
3.0,0.2,22,5000,true,117,117,1.0,0.9992605048435653,4877,0.8148125640312598,0.9754,56,55,68,68,1518,50733,1395,0,1.0,28
3.0,0.0,23,5000,true,108,108,0.0,0.9989996946269897,4905,0.7772969918462668,0.981,50,49,59,59,1444,0,1341,8,1.0,32
3.0,0.5,26,5000,true,127,127,0.0,0.9977373355285853,4976,0.7435178938249432,0.9952,77,76,78,78,3036,66921,2230,782,1.0,49
3.0,5.0,30,5000,true,158,158,0.0,0.9994174192315092,4811,0.83100399803737,0.9622,91,90,109,109,6460,93535,4069,2202,1.0,81
3.0,1.0,27,5000,true,113,113,0.0,0.9994739623245498,4832,0.8304435961637844,0.9664,49,48,64,64,1608,46547,1440,0,1.0,28
3.0,3.0,1,5000,true,108,108,1.0,0.9978074411581931,4969,0.685292985093429,0.9938,57,56,59,59,2247,54956,2184,32,1.0,32
3.0,0.2,23,5000,true,118,118,0.0,0.9994954657012557,4810,0.8266043927630687,0.962,53,52,69,69,1451,48486,1261,0,1.0,26
3.0,0.0,24,5000,true,107,107,0.0,0.9989034707428615,4925,0.7793226118362849,0.985,49,49,58,58,1399,0,1318,6,1.0,31
3.0,0.5,27,5000,true,112,112,1.0,0.9996773369027564,4799,0.8623762709439251,0.9598,42,41,63,63,1048,34521,847,0,1.0,21
3.0,3.0,2,5000,true,108,108,0.0,0.997440505865844,4968,0.6754890444801677,0.9936,59,57,59,59,2282,55297,2204,46,1.0,30
5.0,0.0,1,5000,true,136,136,0.0,0.9998387324042757,4568,0.8162280819666634,0.9136,60,60,87,87,894,0,529,25,1.0,32
3.0,1.0,28,5000,true,119,119,0.0,0.9972878630072908,4982,0.6964587210303989,0.9964,70,69,70,70,2675,62664,2285,372,1.0,43
3.0,0.2,24,5000,true,118,118,1.0,0.9991642043023706,4888,0.7919748843075143,0.9776,58,57,69,69,1635,53652,1522,1,1.0,30
3.0,0.0,25,5000,true,115,115,0.0,0.998320274853196,4947,0.742169845892971,0.9894,61,61,66,66,2144,0,1754,337,1.0,42
3.0,0.5,28,5000,true,119,119,0.0,0.9982776368218176,4957,0.7226762185537501,0.9914,66,65,70,70,2086,60685,1970,73,1.0,36
3.0,3.0,3,5000,true,115,115,1.0,0.9972795277402905,4987,0.6942053874552995,0.9974,66,65,63,66,2984,58319,2391,580,1.0,44
3.0,1.0,29,5000,true,114,114,1.0,0.9981262714688711,4955,0.7145422961045481,0.991,62,61,65,65,2104,58414,2031,28,1.0,34
5.0,0.0,2,5000,true,109,109,0.0,0.9995615648173732,4615,0.8521988852187178,0.923,43,42,60,60,316,0,67,0,1.0,20
3.0,0.2,25,5000,true,118,118,1.0,0.9991657476663675,4889,0.7928223545516832,0.9778,59,57,69,69,1637,53417,1524,2,1.0,30
3.0,0.0,26,5000,true,128,128,0.0,0.9981178733744293,4937,0.7829976257191246,0.9874,75,75,79,79,3651,0,2256,1332,1.0,60
3.0,0.5,29,5000,true,116,116,1.0,0.9994326421017391,4840,0.826458319987364,0.968,52,52,67,67,1533,48668,1373,0,1.0,26
3.0,3.0,4,5000,true,146,146,0.0,0.9994787367431894,4930,0.8223343835124199,0.986,82,81,97,97,5076,72073,3097,1909,1.0,62
3.0,1.0,30,5000,true,114,114,0.0,0.9994321895824634,4845,0.8191894238313386,0.969,51,50,65,65,1691,48555,1536,0,1.0,28
5.0,0.0,3,5000,true,122,122,0.0,0.9997440510026127,4576,0.8394961679741092,0.9152,50,50,73,73,523,0,220,0,1.0,26
3.0,0.2,26,5000,true,115,115,0.0,0.9996569250185526,4809,0.8549496383990671,0.9618,47,46,66,66,1195,40109,1004,0,1.0,21
3.0,0.5,30,5000,true,114,114,0.0,0.999646485004848,4819,0.8566937694713916,0.9638,46,45,65,65,1226,39547,1045,0,1.0,23
3.0,0.0,27,5000,true,112,112,1.0,0.9984569196617227,4947,0.7433652383698807,0.9894,58,57,63,63,1839,0,1647,139,1.0,37
3.0,3.0,5,5000,true,107,107,0.0,0.9984117175574887,4932,0.7203828600363806,0.9864,53,52,58,58,2135,52828,2058,9,1.0,22
3.0,1.5,1,5000,true,117,117,0.0,0.9972747498669041,4987,0.6940437307634009,0.9974,68,68,67,68,2837,60968,2349,475,1.0,48
5.0,0.0,4,5000,true,116,116,1.0,0.9997030571814839,4582,0.8486852190647596,0.9164,47,46,67,67,382,0,103,0,1.0,23
3.0,0.2,27,5000,true,118,118,0.0,0.9990828038048001,4890,0.787232808677631,0.978,59,58,69,69,1674,54131,1562,2,1.0,29
3.0,0.0,28,5000,true,114,114,1.0,0.9980230062725348,4965,0.7407481912649527,0.993,62,62,65,65,2170,0,1792,343,1.0,40
3.0,0.7,1,5000,true,128,128,0.0,0.9976624355629605,4974,0.750887068802416,0.9948,78,77,79,79,3393,67780,2333,1034,1.0,55
3.0,1.5,2,5000,true,114,114,0.0006,0.9969642410809376,4980,0.680347593015543,0.996,64,63,65,65,2414,59322,2262,132,1.0,39
3.0,3.0,6,5000,true,107,107,0.0,0.9978035868058983,4952,0.6886849911374845,0.9904,56,55,58,58,2226,54586,2153,25,1.0,32
5.0,0.0,5,5000,true,132,132,1.0,0.9998756777558814,4550,0.8373957763950115,0.91,54,53,83,83,603,0,282,0,1.0,30
3.0,0.2,28,5000,true,118,118,1.0,0.9993929638556116,4839,0.818351937903697,0.9678,55,54,69,69,1495,49900,1333,1,1.0,27
3.0,0.0,29,5000,true,112,112,1.0,0.9984499092393763,4945,0.7419337491985409,0.989,58,57,63,63,1830,0,1637,138,1.0,38
3.0,0.7,2,5000,true,116,116,1.0,0.9995296914195176,4815,0.8264375903228703,0.963,51,50,67,67,1578,47783,1393,0,1.0,24
3.0,1.5,3,5000,true,112,112,1.0,0.9995037932148292,4807,0.8243450105773749,0.9614,48,47,63,63,1730,46670,1539,0,1.0,24
3.0,3.0,7,5000,true,107,107,1.0,0.9982172468675561,4925,0.7174434472333517,0.985,54,53,58,58,2172,53239,2082,15,1.0,32
